Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,DMR ID,IPSC Network,Local Network,Wide Network,County,Op Status,Coverage,Sponsor,Affiliate,Features,Web links,Coordination,Last update
449.675,-5,CC1,WB7BYV,Prescott,AZ,OPEN,DMR,188.02,SE,,04,399,34.54000092,-112.46800232,449.675,444.675,CSQ,1,1,312089,AZ-TRBONET-DMR-MARC c Record retrieved from radioid.net,AZ-TrboNet,,Yavapai,On-Air,"Prescott, Prescott Valley 50 mi radius.",WB7BYV,AZ-Trbonet DMR-MARC,Time Slot #1 - Group Call 1 = World Wide Time Slot #1 - Group Call 13 = WW English Time Slot #1 - Group Call 3 = N. America Time Slot #2 = Group Call 2 = AZ/NM Local Time Slot #2 = Group Call 3100 = DCI Bridge Time Slot #2 = Group Call 3176 = Regional SW,WB7BYV,ARCA,2020-10-10
