Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,FM,Analog Bandwidth,Links,AllStar,Notes,Coordination,Last update
927.125,-25,103.5,WB7BYV,"Prescott, Mt Union",AZ,OPEN,FM AllStar,196.18,SE,,04,12586,34.41519928,-112.40499878,927.125,902.125,103.5,103.5,Yavapai,DM34tj,On-Air,50,WB7BYV,Yes; analog capable.,,"Full-time to 927.38750 (WB7BYV) at Prescott, AZ . Full-time to 927.07500 (WB7BYV) at Williams, Bill Williams Mountain, AZ .",41510,"Repeater is connected to the 927-Hub in Austin, Texas.&nbsp;",ARCA,2020-10-29
