Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,WIRES-X,County,Grid,Op Status,Coverage,Sponsor,Features,Web links,Last update
448.35,-5,,KX7P,Lake Havasu City,AZ,OPEN,WIRES-X,124.26,SSE,,04,17122,34.50090027,-114.31900024,448.35,443.35,43197,Mohave,DM24UM,On-Air,Lake Havasu City 15 mi radius.,KX7P,Yaesu Digital C4FM connected to Wires-X room #43197 Southwest USA room and YSF reflector #73102.,KX7P,2020-11-13
