Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update,Uplink Tone,Downlink Tone,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Links,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Notes,Nets,YSF Digital Enabled,DG-ID,WIRES-X,Local Network,On-air,Affiliate,EchoLink,IRLP,AllStar,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Feed,Talkgroups,Southern Colorado,Devilshead Local,Commands,Rocky Mountain Wide,Central Regional,Bandwidth,TAC 310,TAC 311,Colorado,Colorado Chat,Eastern Colorado,Talkgroup Network,Northern Colorado Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Location Photo,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Worldwide,North America,English,Worldwide English,Wyoming,WyLOCAL,REACT,CO-Park County
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,59.78,WSW,,08,170,39.0489,-105.512,147.36,147.96,,,,Park,,On-Air,Wide area.,,E-power.,CMRG Repeaters,CCARC,2018-01-15,107.2,107.2,,,,,,,,,,,,,,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,59.82,WSW,,08,169,39.04940033,-105.51300049,146.685,146.085,,,,Park,DM79FB,On-Air,,Mountain ARC (MARC),"Closed autopatch, e-power.",,CCARC,2016-11-17,107.2,107.2,,,,,"Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,,61.26,NW,,08,16,40.05559921,-105.15699768,146.76,146.16,,,,Boulder,DN70KB,On-Air,Wide area.,Rocky Mtn VHF Soc,5,,CCARC,2017-03-11,100,,,,,,,,,,,,ARES primary repeater. Voting Receivers: RX Location Tone Pitch PL Gunbarrel single beep low 100.0 Lousville single beep low 100.0 Lyons double beep high followed by medium 100.0 Louisville #2 double beep high followed by low 100.0,,,,,,,Boulder County ARES,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,61.32,NW,,08,10,39.97800064,-105.27500153,448.9,443.9,,,,Boulder,,On-Air,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",Boulder ARC,6,,CCARC,2013-03-17,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,820,ATV,W0BTV,Boulder,CO,OPEN,,,61.33,NW,,08,18534,39.97848511,-105.27445221,423,1243,,,,Boulder,,On-Air,"Wide Area, WY border to DIA to SE Denver",BATVC,"dual-mode, NTSC analog &amp; DVB-T digital ATV",https://kh6htv.com/,,2020-02-25,ATV,,,,,,,,,,,,,"ATV, Thurs, 3pm local",,,,,,ATN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,61.34,NW,,08,13,39.97829819,-105.27500153,146.61,146.01,,,,Boulder,,On-Air,,Boulder Amateur Radio Club,,,CCARC,2019-08-23,100,,,,,,,,,,,,,,,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,61.45,NW,,08,14,39.97750092,-105.27899933,146.7,146.1,,,,Boulder,,On-Air,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",Boulder Co ARC,6,BARC Repeaters,CCARC,2013-03-17,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,62.26,WNW,,08,95,39.7425,-105.514,449.05,444.05,,,,Denver,,On-Air,Wide area.,WG0N,E-power.,,CCARC,2012-11-20,107.2,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,S,62.7,NW,,08,8171,40.03720093,-105.23000336,145.3875,144.7875,yes,KC0DS (C),jfindu lookup / dstar-users lookup,Boulder,,On-Air,20,Boulder County ARES,E-power.,http://bouldercountyares.org/technical/d-star,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,S,62.7,NW,,08,8220,40.03720093,-105.23000336,1283.8625,1263.8625,yes,KC0DS (A) Repeater,jfindu lookup / dstar-users lookup,Boulder,DN70JA,On-Air,20,Boulder County ARES,E-power.,,CCARC,2013-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,62.98,NW,,08,21,40.01499939,-105.26999664,449.4,444.4,,,,Boulder,,Off-Air,,BARC,2,http://www.ked-wireless.com/products1.htm,CCARC,2013-01-08,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,62.98,NW,ON - IDLE,08,11,40.01499939,-105.26999664,449.55,444.55,,,,Boulder,,On-Air,Denver metro area.,Rocky Mtn VHF Soc,8,,CCARC,2017-03-11,100,,,,,,"Full-time to 224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,63.01,NW,,08,8186,40.01499939,-105.27100372,446.8625,441.8625,yes,KC0DS (B),jfindu lookup / dstar-users lookup,Boulder,,On-Air,,Boulder County ARES,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,63.01,NW,,08,8185,40.01499939,-105.27100372,446.8,441.8,,,,Boulder,,On-Air,Wide area.,Rocky Mountain Ham Radio,,Rocky Mountain Ham Radio,CCARC,2019-11-27,,,,,,,Full-time to the Colorado TRBO System .,yes,7,310800,RMHR c Record retrieved from radioid.net,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,63.01,NW,,08,8221,40.01499939,-105.27100372,1299.5,1279.5,yes,W0DK (A) DVAP 24/7,jfindu lookup / dstar-users lookup,Boulder,,On-Air,,Boulder County ARES,E-power.,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,,63.37,NW,,08,72,39.8875,-105.426,145.31,144.71,,,,Gilpin,,On-Air,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Colorado Connection,10,,CCARC,2019-08-15,88.5,123,,,,,Full-time to the Colorado Connection System .,,,,,,"Split tone. The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,,63.37,NW,,08,97,39.8875,-105.426,449.225,444.225,,,,Gilpin,,On-Air,Wide area.,Rocky Mountain Ham Radio (RMHR),Emergency Power,,CCARC,2015-11-03,141.3,141.3,,,,,,,,,,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,,64.2,NW,Node Offline,08,15,40.05709839,-105.24299622,146.73,146.13,,,,Boulder,DN70jb,Off-Air,Local,BARC,12,http://www.ked-wireless.com/products1.htm,CCARC,2017-05-02,91.5,91.5,,,,,,,,,,,,,,,,,,,115482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,LaSalle,CO,OPEN,I,Y,64.45,NNW,,08,157,40.26119995,-104.70600128,147,147.6,,,,Weld,DN70PG,On-Air,,Weld ARS,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,CCARC,2019-05-06,,,,,,,,,,,,,,Tuesday Night club net,yes,Open ↑ / Open ↓,,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,,64.45,NNW,,08,158,40.26119995,-104.70600128,448.475,443.475,,,,Weld,DN70PG,On-Air,,Weld Amateur Radio Society (WARS),,http://www.warsco.org/,CCARC,2019-05-06,100,,,,,,,,,,,,,,,,,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,,65.99,NNW,ON - IDLE,08,176,40.16719818,-105.10099792,448.525,443.525,,,,Boulder,,On-Air,,N0EPA,,,CCARC,2019-06-19,151.4,,,,,,,,,,,,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,,65.99,NNW,,08,175,40.16719818,-105.10099792,147.27,147.87,,,,Boulder,,On-Air,Wide area: Northern Colorado.,Longmont ARC (LARC),"Closed autopatch, e-power, EchoLink.",http://w0eno.org/?q=node/11,CCARC,2017-03-11,100,100,,,,,"Linkable to 448.80000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,,65.99,NNW,,08,177,40.16719818,-105.10099792,448.8,443.8,,,,Boulder,,On-Air,,Longmont ARC,30,,CCARC,2017-03-11,88.5,88.5,,,,,"Linkable to 147.27000 (W0ENO) at Longmont, CO .",,,,,,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,66.15,S,,08,195,38.39250183,-104.55500031,224.26,222.66,,,,Pueblo,,Off-Air,Wide area.,Pueblo Ham Club,E-power.,PHC repeaters,CCARC,2013-05-07,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,,67.8,NW,,08,201,39.9172,-105.501,224.6,223,,,,Gilpin,,,,W0RM,,,CCARC,2012-11-10,100,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,W0PHC,"Pueblo, Baculite Mesa",CO,OPEN,,,68.24,S,,08,193,38.36240005,-104.55999756,146.79,146.19,,,,Pueblo,DM78ri,On-Air,Wide area.,Pueblo Amateur Radio Club,E-power.,Pueblo Amateur Radio Club,CCARC,2019-12-10,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,CC 88.5,W0PHC,Pueblo,CO,OPEN,,D,68.24,S,,08,198,38.36240005,-104.55999756,447.95,442.95,,,,Pueblo,DM78ri,On-Air,Wide area.,Pueblo Amateur Radio Club,E-power.,Pueblo Amateur Radio Club,CCARC,2019-12-10,88.5,,,,,Yes; analog capable.,,yes,0,,c Record retrieved from radioid.net,,Dual Mode Analog/DMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,68.9,NW,,08,8992,40.07220078,-105.35399628,445.05,440.05,,,,Boulder,,On-Air,Wide area,Rocky Mountain Ham Radio,BrandMeister Network,,CCARC,2019-11-27,,,,,,,,yes,1,310852,RMHR c Record retrieved from radioid.net,BrandMeister,,,,,,BrandMeister US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,68.9,NW,,08,5219,40.07220078,-105.35399628,446.9875,441.9875,,,,Boulder,,On-Air,,Rocky Mountain Ham Radio,Linked on Time Slot 2 to Almagre Mtn (446.950).,,,2019-11-27,,,,,,,"Full-time to 446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO . Full-time to the Colorado TRBO System .",yes,7,310813,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,,68.9,NW,,08,19,40.07220078,-105.35399628,447.75,442.75,,,,Boulder,,On-Air,,Rocky Mountain Ham Radio,,,CCARC,2018-04-24,141.3,141.3,,,,,,,,,,,,,,,,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,,68.9,NW,ON - IDLE,08,8,40.07220078,-105.35399628,145.46,144.86,,,,Boulder,,On-Air,Boulder/Denver Metro,Colorado Repeater Association (CRA),"Closed autopatch, e-power.",,CCARC,2017-11-13,107.2,107.2,,,,,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,CRA VHF Link System,347086,3990,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,,68.9,NW,,08,20,40.07220078,-105.35399628,447.975,442.975,,,,Boulder,DN70HB,On-Air,Wide area: Boulder/Longmont area.,Colorado Repeater Association (CRA),Closed autopatch.,,CCARC,2016-09-08,107.2,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,,68.9,NW,ON - IDLE,08,18,40.07220078,-105.35399628,224.02,222.42,,,,Boulder,DN70HB,On-Air,Denver metro area.,Rocky Mtn VHF Soc,8,RMVHS repeaters,CCARC,2017-03-11,,,,,,,"Full-time to 449.55000 (W0IA) at Boulder, CO .",,,,,,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,,70.55,NW,,08,13368,40.0633,-105.41,146.91,147.51,,,,Boulder,,On-Air,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,,http://goldhilltown.com/,,2017-04-09,123,127.3,,,,,,,,,,,There is a MOU With BCARES for repeater use.,"Summer Tue at 19:30P, Winter 19:00.",,,,,,"Town of Gold Hill, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,D,71.67,NNE,,08,10783,40.25030136,-103.80000305,448.2,443.2,,,,Morgan,,On-Air,,,Mixed Mode,Rocky Mountain Ham Radio,CCARC,2019-11-27,,,,,,,Full-time to the Colorado TRBO System .,yes,7,310812,RMHR c Record retrieved from radioid.net,,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,,,,,,NEAHR,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,72.37,S,,08,8173,38.30690002,-104.62000275,147,147.6,,,,Pueblo,DM78QH,On-Air,,Carl Higbee,,,CCARC,2014-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,73.37,SW,,08,33,38.5386,-105.349,449,444,,,,Fremont,,On-Air,,WB0WDF,"E-power (Solar, Wind)",Mega Link,CCARC,2012-06-14,67,67,,,,,Full-time to the Mega-Link System .,,,,,,North of the Royal Gorge Bridge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,,73.6,SSW,ON - IDLE,08,7994,38.3030014,-104.73400116,448.975,443.975,,,,Pueblo,,On-Air,,,,http://www.k0jsc.com,CCARC,2017-03-11,100,100,,,,,Full-time to the The Fun Machine System .,,,,,,Off air. Will return to service,,,,,,,,363976,7301,28368,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,,74.06,N,,08,156,40.40359879,-104.69999695,146.85,146.25,,,,Weld,,On-Air,,Northern Colorado ARC,"E-power, WX.",,CCARC,2017-05-08,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,,74.09,N,,08,159,40.40370178,-104.70300293,449.725,444.725,,,,Weld,,On-Air,,K0OJ,"Autopatch, WX.",,CCARC,2019-10-04,127.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC,KB0VGD,Greeley,CO,OPEN,,D,75.48,N,,08,18521,40.42331314,-104.70912933,445.1375,440.1375,,,,Weld,,On-Air,,,,,,2020-02-17,,,,,,,,yes,2,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,S,75.48,N,,08,8210,40.4233017,-104.70899963,449.325,444.325,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,Weld,,On-Air,,Colorado Amateur Repeater Network (CARN),,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,75.64,SSW,ON - IDLE,08,7185,38.43009949,-105.23200226,447.975,442.975,,,,Fremont,,On-Air,Canon City area. Repeater Coverage Map,K0JSC,Autopatch.,http://www.k0jsc.com,CCARC,2017-03-11,100,100,,,,,Full-time to the The Fun Machine System .,,,,,,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,,,,,,,363976,7301,28368,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,75.91,S,,08,192,38.25439835,-104.60900116,146.655,146.055,,,,Pueblo,,On-Air,,K0ST,,,CCARC,2013-05-07,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,75.91,S,,08,8530,38.25439835,-104.60900116,447.7,442.7,,,,Pueblo,,Off-Air,,,,,CCARC,2019-11-27,210.7,210.7,,,,Yes; analog capable.,,yes,1,310805,KFKR- c Record retrieved from radioid.net,,,,,,,,,,,7389,29228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,75.91,S,,08,189,38.25439835,-104.60900116,449.725,444.725,,,,El Paso,,On-Air,,N0PWZ,,,CCARC,2012-11-10,100,,,,,,,,,,,,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,75.92,SW,,08,278,38.45389938,-105.28600311,927.7,902.7,,,,Fremont,,On-Air,,Royal Gorge ARC,,,CCARC,2017-03-11,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,76.03,SW,,08,7184,38.4542,-105.29,446.7375,441.7375,,,,Fremont,DM78ii,On-Air,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,,IPSC Link to the Colorado network on Talk Slot 2.,http://www.k0jsc.com,CCARC,2017-03-11,,,,,,,Full-time to the Colorado TRBO System .,yes,7,,,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,1,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,76.03,SW,ON - IDLE,08,8879,38.4542,-105.29,447.25,442.25,,,,Fremont,DM78ik,On-Air,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,,,K0JSC dot Com,CCARC,2013-01-27,100,100,,,,,Full-time to the The Fun Machine System .,,,,,,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,,,,,,,363976,7301,28368,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,76.03,SW,,08,29,38.4542,-105.29,53.03,51.33,,,,Fremont,,On-Air,,WB0WDF,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",Http://www.qsl.net/rghc,CCARC,2012-07-10,88.5,88.5,,,,,,,,,,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,76.03,SW,,08,30,38.4542,-105.29,145.49,144.89,,,,Fremont,DM78ik,On-Air,,Royal Gorge Amateur Radio Club,E-power (Bat),Royal Gorge Amateur Radio Club,CCARC,2017-03-11,103.5,103.5,,,,,,,,,,,,RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,,,,,,Colorado ARES Region 5 District 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,76.03,SW,,08,31,38.4542,-105.29,223.96,222.36,,,,Fremont,,On-Air,Wide area. Repeater Coverage Map,RGARC,"E-power (Bat), Remote Base",,CCARC,2017-10-04,103.5,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,76.03,SW,,08,32,38.4542,-105.29,447.75,442.75,,,,Fremont,,On-Air,,RGARC,E-power (Bat),Royal Gorge Amateur Radio Club,CCARC,2017-03-11,103.5,103.5,,,,,,,,,,,,,,,,,,,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
145.115,-0.6,88.5,W0PHC,Pueblo,CO,OPEN,,,76.42,S,,08,191,38.2521019,-104.66200256,145.115,144.515,,,,Pueblo,DM78qg,On-Air,,Pueblo Amateur Radio Club,E-power.,http://www.puebloradio.org/,CCARC,2019-12-10,88.5,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,K0JSC,Pueblo,CO,OPEN,,D,77.55,S,,08,10785,38.23070145,-104.61100006,446.9875,441.9875,,,,Pueblo,DM78QF,Off-Air,,,,Rocky Mountain Ham Radio,CCARC,2019-11-27,,,,,,,Full-time to the Colorado TRBO System .,yes,6,310821,RMHR c Record retrieved from radioid.net,,,,,,,,,RMHAM,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,,77.56,S,,08,3747,38.23059845,-104.61100006,147.24,147.84,,,,Pueblo,DM78QF,Off-Air,Pueblo and Fremont Counties,TARA,,,CCARC,2012-06-13,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,77.57,S,,08,9527,38.23049927,-104.61100006,447.275,442.275,,,,Pueblo,DM78QF,On-Air,,,,The Fun Machine,CCARC,2017-01-06,100,100,,,,,Full-time to the The Fun Machine System .,,,,,,"Moved to Pueblo. Now called ""Pueblo Metro""",APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00.,,,,,,The Fun Machine,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
