Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,EchoLink,IRLP,Coordination,Last update,Coverage,Sponsor,Web links,Downlink Tone,Grid,Affiliate,Features,Links,AllStar,Notes,Nets,Feed,YSF Digital Enabled,DG-ID,WIRES-X,Commands,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,D-STAR Enabled,Node,Sources,Mixed-Mode,DMR Enabled,Color Code,Wide Network,DMR ID,On-air,Local Network,P-25 Digital Enabled,NAC,Default Reflector,IPSC Network,Talkgroups,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Worldwide,North America,English,Talkgroup Network,Rocky Mountain Wide,Southern Colorado,Central Regional,Northern Colorado Regional,Worldwide English,Colorado,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Bandwidth,Eastern Colorado,TAC 311,Colorado Chat,Wyoming,WyLOCAL,Location Photo
446.9125,-5,CC,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,D,191.76,WSW,,08,16721,39.0889,-108.227,446.9125,441.9125,,Mesa,On-Air,,,,2018-01-09,"Grand Junction, I70",Bill Frost,,,,,,,,Brandmeister network,,,,,,,,,,,,,,,,yes,1,,310868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,,193.32,SW,,08,14923,37.7933,-107.055,449.525,444.525,100,Mineral,On-Air,,,,2017-01-06,,N0PKT,,100,DM67lt,The Fun Machine,,Full-time to the The Fun Machine System .,43265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,,193.83,WSW,,08,12442,38.4783,-107.876,146.91,146.31,107.2,Montrose,On-Air,,,CCARC,2014-12-13,,,,107.2,,,E-Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,,193.83,WSW,,08,7953,38.4783,-107.876,146.79,146.19,107.2,Montrose,On-Air,,,CCARC,2012-09-06,,KC0UXX,,107.2,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,,193.96,WSW,,08,154,39.0539,-108.254,449.3,444.3,107.2,Mesa,On-Air,,3710,CCARC,2018-01-16,Wide Area I-70 West Rifle to Western Utah,,http://www.gmra.org/,107.2,,,e-power Linked to GMRA Open System,,,Closed IRLP out,RACES Wed 1930 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,,194.75,SE,,20,15098,38.4697,-101.753,442.175,447.175,156.7,Greeley,On-Air,,,,2019-05-07,,WKARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,100,KB5ITS,"Montrose, Raspberry",CO,OPEN,,,194.85,WSW,,08,18465,38.41740036,-107.84600067,448.825,443.825,100,Montrose,On-Air,,,,2020-01-17,"Nucla, Uncompahgre Plateau, coverage into Montrose and ?West End?",San Juan Connection,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,,195.33,S,,08,8180,37.1695,-104.501,147.375,147.975,100,Las Animas,Off-Air,,,CCARC,2017-10-24,Good coverage along I-25 between CO/NM state line and 40 miles north.,K0BV,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,Y,195.33,S,,08,13499,37.1695,-104.501,447.375,442.375,100,Las Animas,On-Air,,,CCARC,2018-04-04,"Covers I-25 from CO/NM border to north of Trinidad, CO.",KG5JL,,,,,E-power (batt).,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,,195.34,S,,08,240,37.1694,-104.5,449.6,444.6,107.2,Las Animas,Off-Air,,,CCARC,2017-10-24,Wide area.,Cheyenne Mtn Rptr Grp,CMRG Repeaters,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,S,196.67,S,,08,8086,37.1457,-104.571,446.775,441.775,,Las Animas,On-Air,,,CCARC,2017-12-13,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,,,,,,,,,yes,KD0RDI (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,103.5,KG7OMT,"Lusk, 77 Hill",WY,OPEN,,,198.23,N,,56,16404,42.85,-104.617,147.33,147.93,103.5,Niobrara,On-Air,,,,2019-07-16,,,,CSQ,DN72,,,,,"North of Manville, Wyoming has a good line of sight for miles.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
