Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Coordination,Last update,Coverage,Web links,Links,Nets,DMR Enabled,Color Code,DMR ID,Wide Network,Affiliate,Notes,Features,Grid,IPSC Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,D-STAR Enabled,Node,Sources,EchoLink,AllStar,On-air,IRLP,Commands,Bandwidth,Mixed-Mode,P-25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,Location Photo,Feed,Central Regional,Northern Colorado Regional,Eastern Colorado,TAC 311,Colorado,Colorado Chat
444.6,5,CC,N5GU,"Albuquerque, Southeast",NM,OPEN,,D,170.42,SSE,,35,16118,35.07920074,-106.48899841,444.6,449.6,,,Bernalillo,On-Air,Drew J. Riedle,NMFCC,2017-07-21,Albuquerque area,http://brandmeister.network/?page=repeater&amp;id=313509,,,yes,1,3135092,yes,,,TS 1 Talk Groups *91 World wide *93 North America *3100 USA Nation wide TS 2 Talk Groups *310 TAC 310 *3135 New Mexico State wide *3176 Southwest Region USA,DM65SB,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.65,-25,151.4,KC5ZXW,Albuquerque,NM,OPEN,,,170.51,SSE,,35,15611,35.06679916,-106.51599884,927.65,902.65,151.4,,Bernalillo,Off-Air,,NMFCC,2017-07-16,,,,,,,,,,,,DM65RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.1,5,100,KC5ZXW,"Albuquerque, Southeast",NM,OPEN,,,170.78,SSE,,35,16271,35.06290054,-106.51499939,444.1,449.1,100,,Bernalillo,On-Air,,NMFCC,2017-07-21,,,,,,,,,,,,DM65RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Maxwell,NM,OPEN,A,,172.43,SE,,35,16113,36.50999832,-104.91000366,145.21,144.61,110.9,110.9,Colfax,On-Air,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,2020-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46298,,,,,,,,,,,,,,,,,,
145.15,-0.6,100,K5BIQ,"Tijeras, Cedro Peak",NM,OPEN,,,175.62,SSE,,35,15614,35.0530014,-106.35199738,145.15,144.55,100,100,Bernalillo,On-Air,BERNCO OEM,NMFCC,2018-06-16,,http://bc-ares.org/wordpress/,"Full-time to 145.13000 (K5BIQ) at Albuquerque, BCFD Fire Station 35, NM .",,,,,,,,,DM65TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,67,NM5ML,"Tijeras, Cedro Peak",NM,OPEN,,,175.64,SSE,,35,173,35.05310059,-106.35099792,147.34,147.94,67,,Bernalillo,On-Air,,NMFCC,2018-01-07,Wide area,,Full-time to the Mega-Link System .,,,,,,,,7,DM65TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.15,5,100,AB1Q,"Albuquerque, Isleta Pueblo",NM,OPEN,,,176.21,SSE,,35,15696,34.90999985,-106.69999695,442.15,447.15,100,,Bernalillo,Off-Air,AB1Q,NMFCC,2018-03-24,,,,,,,,,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,67,AB1Q,"Isleta Pueblo, 1505 Hwy 314",NM,OPEN,,,176.41,SSE,,35,15633,34.90499878,-106.70600128,147.04,147.64,67,,Bernalillo,On-Air,AB1Q,NMFCC,2020-01-12,Bernalillo and Valencia counties,,,,,,,,,,,DM64PV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,177.65,NE,,08,169,39.04940033,-105.51300049,146.685,146.085,107.2,107.2,Park,On-Air,Mountain ARC (MARC),CCARC,2016-11-17,,,"Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",MARC/PCRC: Tue at 19:30.,,,,,,,"Closed autopatch, e-power.",DM79FB,,,,,,,,,,,,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,177.67,NE,,08,170,39.0489,-105.512,147.36,147.96,107.2,107.2,Park,On-Air,,CCARC,2018-01-15,Wide area.,CMRG Repeaters,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,3854,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,178.8,NE,,08,65,38.7466,-105.178,147.015,147.615,107.2,,Teller,On-Air,Mountain ARC,CCARC,2016-11-17,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",MARC/PCRC: Tue at 19:30.,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,178.8,NE,,08,64,38.7466011,-105.1780014,145.46,144.86,67,,Teller,On-Air,WB0WDF,CCARC,2012-06-15,,,,,,,,,RGARC,,"E-power, 100% Solar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,178.8,NE,,08,7203,38.7466,-105.178,224.94,223.34,67,,Teller,Testing,,CCARC,2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,178.8,NE,,08,66,38.7467,-105.178,447.4,442.4,67,,Teller,On-Air,WB0WDF,CCARC,2012-06-15,,,,,,,,,,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,178.8,NE,,08,67,38.7466,-105.178,1287.7,1267.7,67,,Teller,Testing,WB0WDF,CCARC,2012-06-18,,,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,E,,179.95,SSE,ON - IDLE,35,17,34.98500061,-106.34500122,146.72,146.12,100,127.3,Bernalillo,On-Air,K5CQH,NMFCC,2017-05-25,Wide area. HT Accessible from Albuquerque,,"Full-time to 147.30000 (W5TWY) at Ora Vista, NM .",,,,,,,,7,DM64TX,,,,,,,,,,,,,,,,880130,,,,,,,,,,,,,,,,,,,
224,-1.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,,,179.97,SSE,,35,26,34.98500061,-106.34400177,224,222.4,100,,Bernalillo,Off-Air,,NMFCC,2018-05-21,Wide area.,,,,,,,,,,,DM64TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,N0SZ,Vail,CO,OPEN,,D,180.53,NNE,,08,16781,39.6348,-106.447,445.075,440.075,,,Eagle,On-Air,K2AD,CCARC,2018-02-01,,http://www.rmham.org/,,,yes,7,310851,yes,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,67,KF5ERC,Albuquerque,NM,OPEN,E,,180.7,SSE,Node Offline,35,6939,34.98099899,-106.3259964,146.92,146.32,67,,Bernalillo,Off-Air,Mel Watkins,,2018-06-16,,,,,,,,,,,,DM64UX,,,,,,,,,,,,,,,,714941,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,180.75,NE,,08,8214,38.9797,-105.357,449.7,444.7,107.2,,Park,,CMRG,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,,180.94,NNE,,08,256,39.6061,-106.356,146.61,146.01,107.2,,Eagle,On-Air,ECHO,CCARC,2012-11-10,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,,181.58,NNE,,08,241,39.6554,-106.457,147.345,147.945,88.5,123,Eagle,On-Air,Colorado Connection,CCARC,2017-01-06,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass. Map,,Full-time to the Colorado Connection System .,Central Colorado Traffic Net: Daily at 19:3030 Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES net: Sun at 20:00.,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,,182.13,NE,,08,24,39.4439,-105.969,147.39,147.99,88.5,123,Summit,On-Air,Colorado Connection,CCARC,2015-01-30,Wide area.,Breckenridge Repeater,Full-time to the Colorado Connection System .,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-. This machine has a split tone, 88.5 rx and 123.0 tx",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,,182.19,NNE,,08,23,39.4817,-106.038,146.7,146.1,107.2,,Summit,On-Air,GRARC,CCARC,2013-01-07,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,3972,,,,,,,,,,,,,,,,
442.225,5.1,,N5CUL,Los Lunas,NM,OPEN,,,182.25,SSE,,35,126,34.80609894,-106.73300171,442.225,447.275,,,Valencia,Off-Air,N5CUL,NMFCC,2017-08-22,Los Lunas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,100,WA5TSV,Los Lunas,NM,OPEN,,,182.25,SSE,,35,127,34.80609894,-106.73300171,444.125,449.125,100,,Valencia,On-Air,Los Lunas ARA,NMFCC,2016-01-23,,,,,,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,S,182.31,ESE,,08,8086,37.14569855,-104.57099915,446.775,441.775,,,Las Animas,On-Air,Cheyenne Mountain Repeater Group (CMRG),CCARC,2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0RDI (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,
449.625,-5,136.5,NR7G,"St Johns, Red Sky Ranch",AZ,OPEN,,,182.43,SSW,,04,18204,34.90999985,-109.33200073,449.625,444.625,136.5,,Apache,On-Air,,,2019-10-21,,,,,,,,,,,,DM54iv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,,182.6,NNE,,08,242,39.6403,-106.374,224.8,223.2,,,Eagle,Off-Air,ECHO,CCARC,2018-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,,182.6,NNE,,08,243,39.6403,-106.374,449.9,444.9,107.2,107.2,Eagle,Off-Air,ECHO,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC,N0SZ,"Breckenridge, Baldy",CO,OPEN,,D,182.67,NNE,,08,16780,39.459,-105.979,445.0875,440.0875,,,Fremont,On-Air,K2AD,,2018-02-01,,http://www.rmham.org/,,,yes,7,310830,yes,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CC 88.5,W0PHC,"Pueblo, 12 Mile Hill",CO,OPEN,,D,184.93,E,,08,194,38.20700073,-104.70700073,146.88,146.28,88.5,,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,Wide area.,http://www.puebloradio.org/,,,yes,0,,yes,,,E-power.,DM78pe,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,,185.87,E,ON - IDLE,08,7994,38.3030014,-104.73400116,448.975,443.975,100,100,Pueblo,On-Air,,CCARC,2017-03-11,,http://www.k0jsc.com,Full-time to the The Fun Machine System .,,,,,,,Off air. Will return to service,,,,,,,,,,,,,,,,,,363976,28368,,7301,,,,,,,,,,Listen Live,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,,186.05,ESE,,08,8180,37.16949844,-104.50099945,147.375,147.975,100,100,Las Animas,Off-Air,K0BV,CCARC,2017-10-24,Good coverage along I-25 between CO/NM state line and 40 miles north.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,Y,186.05,ESE,,08,13499,37.16949844,-104.50099945,447.375,442.375,100,,Las Animas,On-Air,KG5JL,CCARC,2018-04-04,"Covers I-25 from CO/NM border to north of Trinidad, CO.",,,,,,,,,,E-power (batt).,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,yes,Open ↑ / Open ↓,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,,186.11,ESE,,08,240,37.16939926,-104.5,449.6,444.6,107.2,,Las Animas,Off-Air,Cheyenne Mtn Rptr Grp,CCARC,2017-10-24,Wide area.,CMRG Repeaters,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.82,-1.6,,WA5VJY,Albuquerque,NM,OPEN,,,186.43,SSE,,35,25,34.80609894,-106.53500366,223.82,222.22,,,Bernalillo,Off-Air,NM 220 S,NMFCC,2017-07-16,,,,,,,,,,,E-power.,DM64RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,,187.72,SE,,35,11289,35.98429871,-104.90100098,147.2,147.8,67,,Mora,On-Air,,,2017-01-24,,http://nm5ml.com/,Full-time to the Mega-Link System .,,,,,,,,8,DM75NX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,,187.73,SE,,35,15621,35.98400116,-104.90100098,145.37,144.77,141.3,,Mora,Off-Air,NMEMA ARC,NMFCC,2017-10-26,,,,,,,,,,,,DM75NX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,KB5WEZ,Las Vegas,NM,OPEN,,,187.91,SE,,35,113,35.59389877,-105.22299957,145.45,144.85,,,San Miguel,Off-Air,KB5WEZ,NMFCC,2017-08-22,Wide area.,,,,,,,,,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,188.11,NE,,08,17250,38.77199936,-104.99299622,145.235,144.635,,,El Paso,On-Air,RMHAM,CCARC,2019-11-27,Wide area,Rocky Mountain Ham Radio,,,yes,7,310824,yes,,Voice ID is required for data/GPS/text on TG 705,,DM78MS,c Record retrieved from radioid.net,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,188.13,NE,,08,8178,38.77249908,-104.99299622,147.18,147.78,100,,El Paso,On-Air,AA0SP,CCARC,2017-03-09,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,,,,,,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,E-power (solar).,DM78MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,188.13,NE,,08,5220,38.77259827,-104.99299622,446.95,441.95,,,Teller,On-Air,Rocky Mountain Ham Radio,,2019-11-27,Monument Hill through Pueblo.,,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,yes,7,310816,yes,RMHAM,,,,RMHR c Record retrieved from radioid.net,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,188.13,NE,,08,58,38.77259827,-104.99299622,927.725,902.025,,,Teller,On-Air,WA6IFI,CCARC,2020-01-01,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. 50 mi radius. Repeater Coverage Map",Yahoo Group,Full-time to the The 900 P25 Network System .,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,
145.115,-0.6,88.5,W0PHC,Pueblo,CO,OPEN,,,188.28,E,,08,191,38.2521019,-104.66200256,145.115,144.515,88.5,,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,,http://www.puebloradio.org/,,,,,,,,,E-power.,DM78qg,,,,,,,,,,,,,,,,,,,,,6.25,Yes; analog capable.,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,188.57,NE,,08,44,38.84000015,-105.04000092,146.97,146.37,100,,El Paso,On-Air,Pikes Peak FM Assoc,CCARC,2019-11-11,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",PPFMA Repeaters,"Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",listed on http://ppfma.org,,,,,,,e-power.,DM78LU,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,188.57,NE,,08,54,38.84000015,-105.04000092,448.45,443.45,100,,El Paso,On-Air,Pikes Pk FM Assoc,CCARC,2019-03-07,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",PPFMA Repeaters,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",see http://www.ppfma.org,,,,,,,E-power.,DM78LU,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,S,188.63,ESE,,35,6805,36.99250031,-104.47399902,446.775,441.775,,,Colfax,On-Air,Cheyenne Mountain Repeater Group,NMFCC,2017-07-22,,http://www.cmrg.org/,,,,,,,,,,DM76SX,,,,,,,,,,,,,yes,KD0RDI (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,,188.97,ESE,,08,239,36.99739838,-104.46700287,145.43,144.83,107.2,,Las Animas,On-Air,Cheyenne Mountain Repeater Group,CCARC,2017-10-24,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,Y,189.79,E,,08,39,38.70000076,-104.90000153,145.265,144.665,,,El Paso,On-Air,Pikes Peak FM Association (http://PPFMA.ORG),CCARC,2019-03-07,Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,PPFMA Repeaters,,,,,,,,,,DM78NQ,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,
446.9875,-5,CC,K0JSC,Pueblo,CO,OPEN,,D,190.39,E,,08,10785,38.23070145,-104.61100006,446.9875,441.9875,,,Pueblo,Off-Air,,CCARC,2019-11-27,,Rocky Mountain Ham Radio,Full-time to the Colorado TRBO System .,,yes,6,310821,yes,RMHAM,,,DM78QF,RMHR c Record retrieved from radioid.net,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,190.39,E,,08,9527,38.23049927,-104.61100006,447.275,442.275,100,100,Pueblo,On-Air,,CCARC,2017-01-06,,The Fun Machine,Full-time to the The Fun Machine System .,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00.,,,,,The Fun Machine,"Moved to Pueblo. Now called ""Pueblo Metro""",,DM78QF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,,190.39,E,,08,3747,38.23059845,-104.61100006,147.24,147.84,103.5,,Pueblo,Off-Air,TARA,CCARC,2012-06-13,Pueblo and Fremont Counties,,,,,,,,,,,DM78QF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,W0PHC,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,,190.74,E,,08,247,37.77190018,-104.45600128,146.73,146.13,88.5,,Huerfano,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",Pueblo Ham Club,,,,,,,,,6,DM77SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,KC5OUR,Belen,NM,OPEN,,,190.78,SSE,,35,45,34.66279984,-106.77600098,146.7,146.1,100,,Valencia,On-Air,Valencia Co Amateur Radio Association,,2016-12-13,,,,VCARA: Wed at 20:00,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,191.04,E,,08,192,38.25439835,-104.60900116,146.655,146.055,123,,Pueblo,On-Air,K0ST,CCARC,2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,191.04,E,,08,8530,38.25439835,-104.60900116,447.7,442.7,210.7,210.7,Pueblo,Off-Air,,CCARC,2019-11-27,,,,,yes,1,310805,yes,,,,,KFKR- c Record retrieved from radioid.net,,,,,,,,,,,,,,,,29228,,7389,,,Yes; analog capable.,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,191.04,E,,08,189,38.25439835,-104.60900116,449.725,444.725,100,,El Paso,On-Air,N0PWZ,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3043,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,,191.39,ESE,,35,136,36.90330124,-104.43900299,147.28,147.88,100,,Colfax,On-Air,,NMFCC,2018-01-07,Wide area.,,Full-time to the Mega-Link System .,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,191.74,E,,08,8173,38.30690002,-104.62000275,147,147.6,,,Pueblo,On-Air,Carl Higbee,CCARC,2014-02-26,,,,,,,,,,,,DM78QH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,191.98,E,,08,41,38.73720169,-104.8809967,146.76,146.16,107.2,107.2,El Paso,On-Air,Cheyenne Mountain Repeater Group,CCARC,2018-01-15,,,,,,,,,,,"Closed autopatch, e-power.",DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,191.98,E,,08,269,38.73720169,-104.8809967,448,443,107.2,,El Paso,On-Air,,CCARC,2018-01-15,,CMRG Repeaters,,,,,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,191.98,E,,08,53,38.73720169,-104.8809967,448.1,443.1,107.2,107.2,El Paso,On-Air,,CCARC,2018-01-15,Wide area.,CMRG Repeaters,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,"Closed autopatch, e-power.",DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,192.03,E,,08,47,38.73720169,-104.87999725,147.345,147.945,107.2,107.2,El Paso,On-Air,,CCARC,2018-01-15,Wide area.,http://www.cmrg.org/,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to the Cheyenne Mtn Repeater Group System .",,,,,,,,"Closed autopatch, e-power.",DM78NR,,,,,,,,,,,,,,,,,,,3854,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,192.03,E,ON - IDLE,08,38,38.73720169,-104.87999725,145.16,144.56,107.2,107.2,El Paso,On-Air,Colorado Repeater Association,CCARC,2017-11-13,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",http://www.w0cra.org/info/cosprgs.html#145160,"Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,CRA VHF Link System,Switch to this repeater at mile marker 170 on I-25.,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,347086,,,3990,,,,,,,,,,,,,,,,
