Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Links,Last update,Coverage,Features,Nets,Web links,Coordination,Notes,Grid,Affiliate,On-air,DMR Enabled,Color Code,Wide Network,AllStar,YSF Digital Enabled,DG-ID,Mixed-Mode,EchoLink,DMR ID,IPSC Network,IRLP,Commands,P-25 Digital Enabled,NAC,Default Reflector,Local Network,Talkgroups,Rocky Mountain Wide,Northern Colorado Regional,Talkgroup Network,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,D-STAR Enabled,Node,Sources,Worldwide,English,TAC 310,Southern Colorado,Central Regional,Feed,Wyoming,WyLOCAL,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Mountain Reg USA,Bandwidth,WIRES-X,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Eastern Colorado,TAC 311,Colorado Chat,Location Photo
145.4,-0.6,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,,126.14,SE,,08,5,39.6072998,-104.74099731,145.4,144.8,100,,Arapahoe,On-Air,Castle Rock Repeater Group,"Full-time to 448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",2019-03-09,Greater Denver area.,"Autopatch, e-power.",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,,126.99,SSE,,08,184,38.7129,-106.2,146.745,146.145,100,,Chaffee,On-Air,CLARA,,2019-07-21,,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,127.72,SE,,08,15900,39.15250015,-105.16400146,446.875,441.875,,,Douglas,On-Air,W0VG,Full-time to the Colorado TRBO System .,2019-11-27,,,,http://www.rmham.org,CCARC,,,RMHAM,,yes,6,,,,,,,310846,RMHAM c Record retrieved from radioid.net,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Central Regional 2 720 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
446.9,-5,,K0PRA,Parker,CO,OPEN,W,Y,128.35,SE,,08,18248,39.51860046,-104.76100159,446.9,441.9,,,Arapahoe,On-Air,Parker Radio Association,,2019-11-03,Small coverage area in Parker,Linked to the Colorado Mega digital system,Monday nights 8pm mountain,https://www.parkerradio.org,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40895,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,,128.35,WSW,,08,174,39.5819,-108.952,447,442,107.2,,Garfield,On-Air,,,2018-01-15,Wide area.,8,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.05,-5,CC,N0KEG,Parker,CO,OPEN,,D,128.35,SE,,08,17696,39.51860046,-104.76100159,448.05,443.05,,,Douglas,,,,2019-11-27,,,,,,,,,Unknown,yes,1,BrandMeister,,,,,,310374,Brandmeister c Record retrieved from radioid.net,,,,,,Brandmeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,130.23,SE,,08,8214,38.9797,-105.357,449.7,444.7,107.2,,Park,,CMRG,,2012-11-12,,,,,CCARC,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,,130.3,S,,08,15212,38.6125,-106.543,447.65,442.65,151.4,151.4,Gunnison,On-Air,KB0YNA,"Full-time to 448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO . Full-time to 449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",2016-10-28,Gunnison valley and along East and west on Highway 50.,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,,130.3,SW,,08,147,39.1173,-108.522,145.175,144.575,107.2,,Mesa,On-Air,,,2016-05-11,Greater grand Junction area.,"E-power,",,,CCARC,,,,,,,,,,,,,,,3161,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,131.49,SE,ON - IDLE,08,83,39.17549896,-105.03399658,147.225,147.825,107.2,107.2,Douglas,On-Air,Colorado Repeater Association (CRA),"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",2017-11-13,Wide area,Closed autopatch,"CRA Net, Sunday 9AM",Colorado Repeater Association,CCARC,,DM79LE,CRA VHF Link System,,,,,,,,,347086,,,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,131.49,SE,,08,16547,39.17549896,-105.03399658,448.425,443.425,107.2,107.2,Douglas,On-Air,Colorado Repeater Association (CRA),"Full-time to 147.10500 (WA0DE) at Simla, CO .",2020-02-11,Wide area 55 mi radius.,E-Power,,http://www.w0cra.org,CCARC,,,ARESDEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,131.51,SE,,08,15903,39.17490005,-105.03399658,449.975,444.975,100,100,Douglas,On-Air,K0JSC,Full-time to the The Fun Machine System .,2017-04-21,,Simulcast and Voted with Cedarwood and Methodist.,,The Fun Machine,CCARC,"Can be linked to Allstar, Echolink and others by a Sysop",,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,K0PRA,Parker,CO,OPEN,,D,133.54,SE,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17292,39.44910049,-104.70300293,445.075,440.075,,,Douglas,On-Air,Parker Radio Association,,2019-11-27,,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,Mondays 20:30 MST,http://www.parkerradio.org,CCARC,Mixed Mode,,,,yes,1,,,,,,,310844,None c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,,134.03,SW,,08,152,39.0639,-108.55,147.39,147.99,107.2,,Mesa,,KE0TY,,2012-11-10,,Linked.,,,CCARC,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,"Grand Junction, 9 Mile, Hwy 141, Unaweep",CO,OPEN,A,,134.03,SW,,08,261,39.0639,-108.55,146.82,146.22,107.2,,Mesa,On-Air,,,2019-02-12,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,CCARC,,,,,,,,43554,,,,,,,,Enter *83 node# to link. *81 Unlink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,,134.07,SW,,08,8175,39.0639,-108.551,147.105,147.705,,,Mesa,On-Air,K0SSI,,2013-04-20,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,,134.07,SW,,08,8206,39.0639,-108.551,449,444,,107.2,Mesa,On-Air,KB0SW,,2015-08-03,,,,,CCARC,,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,,134.07,SW,,08,3757,39.0638,-108.551,447.5,442.5,114.8,,Mesa,,KC0ARV,,2012-11-10,,,,,CCARC,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,S,134.07,SW,,08,11792,39.0639,-108.551,446.775,441.775,,,Mesa,On-Air,,,2014-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0RED (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,,134.07,SW,ON - IDLE,08,11793,39.06389999,-108.5510025,449.775,444.775,173.8,88.5,Mesa,On-Air,,,2015-10-25,,,,,CCARC,,,,,,,,,,,,7572,,,7573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,,134.07,SW,,08,8167,39.0639,-108.551,145.22,144.62,107.2,,Mesa,,KE0TY,,2012-11-12,,,,,CCARC,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,,134.09,S,,08,161,38.5458,-106.925,449.95,444.95,,,Gunnison,,K5GF,,2012-11-10,,,,,CCARC,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,,134.09,S,,08,160,38.5458,-106.925,147.12,147.72,,,Gunnison,On-Air,W0VTL,,2014-09-01,,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,,135.18,SW,,08,15581,39.052,-108.565,147.355,146.755,88.5,123,Mesa,On-Air,Colorado Connection,Full-time to the Colorado Connection System .,2017-01-06,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,KE7UUJ,"Rock Springs, Aspen Mountain",WY,OPEN,,,136,WNW,,56,10,41.4334,-109.116,146.94,146.34,100,,Sweetwater,On-Air,Sweetwater ARC,,2019-02-15,Wide area. 75 mi radius.,,Sunday ARES/Races @ 7:30 PM,http://www.wy7u.org/,WRCG,,DN51KK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,KE7FGD,"Rock Springs, Aspen Mountain",WY,OPEN,,,136.06,WNW,,56,11,41.4338,-109.117,146.61,146.01,100,,Sweetwater,On-Air,SWARC Sweetwater Amateur Radio Club,,2019-02-15,Wide area: SW Wyoming,,Sun at 19:30 on 146.940 TN 100 Hz,http://www.wy7u.org/,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7375,-25.7,100,KI0HC,Parker,CO,OPEN,,,136.43,SE,,08,14732,39.53910065,-104.56900024,927.7375,902.025,100,100,Douglas,On-Air,,Full-time to the The 900 P25 Network System .,2020-01-01,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,,CCARC,,DM79RM,,,,,,,,,Yes; analog capable.,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,,136.69,W,,49,13408,40.1069,-109.378,449.9,444.9,136.5,,Uintah,,Borderline Amateur Radio Club,,2015-07-04,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,Unknown,,,,,,,,,,,7705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,S,136.91,SE,,08,11473,39.39350128,-104.67500305,446.85,441.85,,,Douglas,On-Air,Parker Radio Association,,2018-03-18,,D-Star B module,,http://parkerradio.org,CCARC,,DM79PJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,K0PRA (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,137.52,SE,ON - IDLE,08,8740,39.13600159,-104.92700195,145.19,144.59,131.8,131.8,Douglas,On-Air,N0OBA Owner,,2018-10-25,Wide area coverage at 8300,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,DM79MD,,,,,,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,Maysville,CO,OPEN,,,139.17,S,,08,16739,38.50630188,-106.34500122,145.325,144.725,100,,Chaffee,On-Air,Chaffee Lake Amateur Repeater Association,,2019-09-04,wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,139.67,SE,,08,8193,38.9939003,-105.05699921,447.675,442.675,179.9,179.9,Teller,On-Air,Mountain Amateur Radio Club (MARC),,2014-05-22,,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,139.68,SE,,08,3750,38.99380112,-105.05699921,927.9,902.9,D205,,Teller,On-Air,MARC,,2012-11-10,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,139.71,SE,,08,249,38.9939003,-105.05599976,145.415,144.815,179.9,,Teller,,MARC,,2012-11-12,,"Closed autopatch, e-power.",,,CCARC,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,139.71,SE,,08,252,38.9939003,-105.05599976,449.025,444.025,141.3,,Teller,,Mountain Amateur Radio Club (MARC),,2012-11-10,,Linked.,,,CCARC,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,139.71,SE,,08,250,38.9939003,-105.05599976,146.82,146.22,107.2,,Teller,On-Air,Mountain ARC,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",2016-11-17,,E-power.,MARC/PCRC: Tue at 19:30.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,139.71,SE,,08,251,38.9939003,-105.05599976,448.65,443.65,107.2,,Teller,On-Air,Mountain ARC (MARC),"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",2016-11-17,,E-power.,MARC/PCRC: Tue at 19:30.,,CCARC,,,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,,140.21,W,,49,181,40.7396,-109.484,147.04,147.64,136.5,,Uintah,On-Air,Borderline ARC,Full-time to the Sinbad Desert (SDARC) System .,2015-03-09,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",E-power.,,,UVHFS,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,140.45,SE,,08,9503,38.9878006,-105.04399872,449.325,444.325,103.5,103.5,Teller,On-Air,KA4EPS,,2019-04-01,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",E-power. Allstar Node 27976,Sunday 1900 MST Tuesday 1900 MST,http://www.ka4eps.com,CCARC,Node # 27976,DM78LX,Amateur Radio Motorcycle Club,,,,,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,,140.46,W,,49,24,40.7517,-109.487,145.49,144.89,136.5,,Uintah,On-Air,"W7BYU, Borderline ARC",,2014-01-20,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.","Autopatch, 8,506', linked to (147.320).",,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,,140.84,SW,Node Offline,08,153,38.899,-108.496,448.15,443.15,100,,Mesa,On-Air,,,2016-04-22,,,,,CCARC,,,,,,,,,,,,312189,,,7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,,141.32,SW,,08,151,39.06560135,-108.7480011,146.94,146.34,107.2,107.2,Mesa,On-Air,Western Colorado Amateur Radio Club,,2016-05-11,Grand Junction 30-50 mi,E-power and autopatch for WCARC members,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,http://w0rrz.org,CCARC,,DM59PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,,141.32,SW,,08,155,39.0656,-108.748,449.575,444.575,131.8,131.8,Mesa,On-Air,,,2018-01-15,Grand Junction,e-power. Linked to GMRA Open System,Wed RACES Net 1930 Hrs,GMRA Repeaters,CCARC,Closed IRLP out,,Grand Mesa Repeater Assoc,,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,141.76,SE,,08,183,39.09170151,-104.87200165,447.725,442.725,100,100,El Paso,On-Air,K0NR,,2016-12-10,Local.,30,,http://www.k0nr.com/wordpress/k0nr-repeater/,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,S,141.89,SSE,,08,9844,38.5347,-105.999,446.975,441.975,,,Chaffee,On-Air,Crestone Amateur Radio Emergency Services,,2013-07-06,,,,KD0QPG,CCARC,,,Crestone Amateur Radio Emergency Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0QPG (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,141.89,SSE,,08,12697,38.53469849,-105.99900055,446.8125,441.8125,,,Chaffee,On-Air,RMHAM,,2019-11-27,,,,,,,,,,yes,7,,,,,,,310825,RMHR c Record retrieved from radioid.net,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,107.2,KE7UUJ,"Rock Springs, Aspen Mountain",WY,OPEN,E,Y,145.16,WNW,Node Offline,56,13123,41.5875,-109.203,146.655,146.055,107.2,107.2,Sweetwater,On-Air,Sweetwater Amateur Radio Club,,2019-02-15,Wide area. 100 mi radius.,Fusion IN - FM Out,,http://wy7u.angelfire.com,,Sweetwater Amateur Radio Club uses this repeater pair for ARES/RACES use. Fusion or FM in and FM output,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,865361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,CC,KF7OBL,Rock Springs,WY,OPEN,,D,145.16,WNW,,56,12934,41.58750153,-109.20300293,147.3,147.9,,,Sweetwater,On-Air,,,2019-12-20,,,,,WRCG,,,,,yes,1,,,,,,,315604,DMR-plus c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.875,-5,CC 123.0,KF7OBL,Rock Springs,WY,OPEN,,D,145.16,WNW,,56,13028,41.5875,-109.203,448.875,443.875,123,,Sweetwater,On-Air,,,2018-05-12,,DMRPlus,,,,,,,,yes,1,,,,,Yes; analog capable.,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 North America 1 3 English 1 13 Local/Cluster 2 2 Mountain Reg USA 2 3177 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,1,,2,,,,,,1,1,,,,,,,,,,,,2,,,,,,,,,,,
449.2,-5,107.2,,Glade Park,CO,OPEN,,,145.23,SW,,08,18392,38.97999954,-108.73999786,449.2,444.2,107.2,,Mesa,On-Air,GMRA,,2019-12-22,,Solar Powered,,http://www.gmra.org/repeaters.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,,145.88,NE,,56,15538,42.0544014,-104.95300293,224.68,223.08,,,Platte,On-Air,,,2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,,145.88,NE,,56,16476,42.0544014,-104.95300293,449.625,444.625,151.4,,Platte,On-Air,,,2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,,WA7SNU,Wheatland,WY,OPEN,,,145.91,NE,,56,47,42.0544014,-104.95200348,146.88,146.28,,,Platte,On-Air,GPARA,,2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,123,N7ABC,Rock Springs,WY,OPEN,,,146.06,WNW,,56,58,41.58639908,-109.22399902,444.5,449.5,123,,Sweetwater,On-Air,Sweetwater ARC,,2015-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,146.64,SSE,,08,204,38.4596,-106.011,147.285,147.885,88.5,123,Chaffee,On-Air,Colorado Connection,Full-time to the Colorado Connection System .,2016-05-23,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",11,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES Net: Sun at 20:00.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,146.64,SSE,,08,203,38.4596,-106.011,145.295,144.695,107.2,,Chaffee,On-Air,Cheyenne Mtn Repeater Group,,2019-08-15,Wide area.,,,CMRG Repeaters,CCARC,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,146.98,SSE,,08,205,38.4528,-106.018,449.65,444.65,107.2,,Chaffee,On-Air,,,2018-01-15,Wide area.,E-power.,,CMRG Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,146.98,SSE,,08,3811,38.4528,-106.018,449.925,444.925,103.5,103.5,Chaffee,On-Air,,,2013-07-05,"Upper Arkansas and Platte Rivers, and the SLV",E-power (Bat),,,CCARC,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8625,-25.8,,WA6IFI,"Salida, Methodist Mountain",CO,OPEN,,,147.51,SSE,,08,18425,38.44670105,-106.01000214,927.8625,902.025,,,Chaffee,On-Air,CMRG,Full-time to the The 900 P25 Network System .,2020-01-01,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,,CCARC,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
