Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Nets,Coordination,Last update,DMR Enabled,Color Code,DMR ID,Wide Network,Affiliate,Web links,EchoLink,Notes,On-air,IRLP,AllStar,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,Grid,Rocky Mountain Wide,Commands,Feed,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,IPSC Network,Local Network,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Devilshead Local,WIRES-X,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,Worldwide,English,TAC 310,Bandwidth,Eastern Colorado,Mountain Reg USA,Location Photo,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,TAC 311,Colorado Chat,Wyoming,WyLOCAL
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,117.07,SE,,08,29,38.4542,-105.29,53.03,51.33,88.5,88.5,Fremont,On-Air,,WB0WDF,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,,CCARC,2012-07-10,,,,,RGARC,Http://www.qsl.net/rghc,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,117.07,SE,,08,30,38.4542,-105.29,145.49,144.89,103.5,103.5,Fremont,On-Air,,Royal Gorge Amateur Radio Club,E-power (Bat),,RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,CCARC,2017-03-11,,,,,Colorado ARES Region 5 District 1,Royal Gorge Amateur Radio Club,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,117.07,SE,,08,31,38.4542,-105.29,223.96,222.36,103.5,103.5,Fremont,On-Air,Wide area. Repeater Coverage Map,RGARC,"E-power (Bat), Remote Base",,,CCARC,2017-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,117.07,SE,,08,32,38.4542,-105.29,447.75,442.75,103.5,103.5,Fremont,On-Air,,RGARC,E-power (Bat),,,CCARC,2017-03-11,,,,,,Royal Gorge Amateur Radio Club,,,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,117.24,SE,,08,278,38.45389938,-105.28600311,927.7,902.7,D114,,Fremont,On-Air,,Royal Gorge ARC,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,K0EB,Hudson,CO,OPEN,EI,,118.74,E,Node Offline,08,8216,40.02019882,-104.64199829,449.925,444.925,114.8,114.8,Weld,On-Air,,K0EB,,,,CCARC,2018-12-01,,,,,K0UPS Club,,448035,,,8035,,,,,,,DN70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,119.64,E,"Rick KT0L Repeater Ft Collins, CO (Limited coverage)",08,10995,40.59379959,-104.9260025,446.775,441.775,,,Larimer,On-Air,"Fort Collins east side, into Red Feather Lakes area.",W0DMR - NoCo C-bridge Network,,,,CCARC,2019-11-27,yes,2,310806,,Brandmeister Network,W0DMR,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,BrandMeister US,"Open Talkgroup View Assignment TS TG Access Worldwide English 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,DN70MO,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,NoCO c Record retrieved from radioid.net,,,,,,,,,,,,,,1,1,1,2,2,2,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,LaSalle,CO,OPEN,I,Y,119.98,E,,08,157,40.26119995,-104.70600128,147,147.6,,,Weld,On-Air,,Weld ARS,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,Tuesday Night club net,CCARC,2019-05-06,,,,,,,,,,3839,,,,,,,DN70PG,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,,119.98,E,,08,158,40.26119995,-104.70600128,448.475,443.475,100,,Weld,On-Air,,Weld Amateur Radio Society (WARS),,,,CCARC,2019-05-06,,,,,,http://www.warsco.org/,,,,3839,,,,,,,DN70PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,,120.06,E,,08,8188,40.58100128,-104.90599823,447.2,442.2,82.5,,Weld,On-Air,,N6RFI,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,DN70NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,,120.33,NE,,08,8251,40.70389938,-105.00900269,448.325,443.325,110.9,,Larimer,On-Air,,,,,,CCARC,2012-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,120.42,SE,,08,15989,38.90000153,-104.80000305,224.72,223.12,103.5,103.5,El Paso,On-Air,Local,w0mog,,,,,2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,120.46,SE,ON - IDLE,08,7185,38.43009949,-105.23200226,447.975,442.975,100,100,Fremont,On-Air,Canon City area. Repeater Coverage Map,K0JSC,Autopatch.,Full-time to the The Fun Machine System .,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,CCARC,2017-03-11,,,,,,http://www.k0jsc.com,363976,,,7301,28368,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7375,-25.7,100,KI0HC,Parker,CO,OPEN,,,120.59,ESE,,08,14732,39.53910065,-104.56900024,927.7375,902.025,100,100,Douglas,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,Full-time to the The 900 P25 Network System .,,CCARC,2020-01-01,,,,,,,,,,,,,,,,,DM79RM,,,,yes,293,yes,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,SY,121.18,SE,,08,17551,39.04850006,-104.7009964,448.95,443.95,,,El Paso,,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,N0PKT,e-power,,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,,2019-01-08,,,,,K0JSC,http://www.k0jsc.com,,,Unknown,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,yes,(B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,yes,1,6.25,yes,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,121.38,SE,,08,46,38.83810043,-104.82099915,147.27,147.87,,,El Paso,On-Air,,TRA,E-power.,,,,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,121.38,SE,,08,43,38.83810043,-104.82099915,146.91,146.31,151.4,151.4,El Paso,On-Air,,GGARC,E-power.,,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,121.38,SE,,08,48,38.83810043,-104.82099915,147.39,147.99,103.5,,El Paso,On-Air,,W0MOG,,,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,,121.52,SE,,08,8211,38.83390045,-104.82099915,449.575,444.575,,,El Paso,On-Air,,RMHARC,,,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,,121.52,SE,,08,8200,38.83390045,-104.82099915,448.3,443.3,100,,El Paso,On-Air,,AA0L,,,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,,121.52,SE,,08,50,38.83390045,-104.82099915,447.35,442.35,151.4,,El Paso,On-Air,,GGARC,E-power.,,,CCARC,2015-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,,121.52,SE,,08,8182,38.83390045,-104.82099915,224.06,222.46,,,El Paso,,Wide area.,Pikes Peak FM Association (PPFMA),"E-power, linked.",,,CCARC,2012-11-12,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,121.52,SE,,08,49,38.83390045,-104.82099915,447.025,442.025,123,,El Paso,Off-Air,,Colorado Springs ARA,"Closed autopatch, e-power, linked, remote base.",,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,121.52,SE,,08,8198,38.83390045,-104.82099915,448.25,443.25,123,,El Paso,Off-Air,Colorado Springs,,,,,CCARC,2018-09-25,,,,,,,,,,,,,,,,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,121.52,SE,,08,51,38.83390045,-104.82099915,447.475,442.475,107.2,,El Paso,On-Air,,Mountain ARC (MARC),"Closed autopatch, e-power.","Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",MARC/PCRC: Tue at 1930.,CCARC,2019-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,121.52,SE,,08,55,38.83390045,-104.82099915,448.6,443.6,114.8,,El Paso,,,W0MOG,,"Full-time to 927.80000 (W0MOG) at Colorado Springs, CO .",,CCARC,2012-11-10,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,121.52,SE,,08,3537,38.83390045,-104.82099915,927.8,902.8,D116,,Teller,On-Air,,,6,"Full-time to 448.60000 (W0MOG) at Colorado Springs, CO .",,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,121.52,SE,,08,8191,38.83390045,-104.82099915,447.55,442.55,123,,El Paso,On-Air,,WA6IFI,,,,CCARC,2015-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,,121.56,SSW,,08,16604,38.02280045,-107.67099762,147.27,147.87,127.3,,Ouray,On-Air,,,,,,CCARC,2018-01-15,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,,121.99,SE,,08,56,38.77999878,-104.84999847,448.725,443.725,123,,El Paso,On-Air,,KA0TTF,,,,CCARC,2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,122.09,SE,,08,41,38.73720169,-104.8809967,146.76,146.16,107.2,107.2,El Paso,On-Air,,Cheyenne Mountain Repeater Group,"Closed autopatch, e-power.",,,CCARC,2018-01-15,,,,,,,,,,,,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,122.09,SE,,08,269,38.73720169,-104.8809967,448,443,107.2,,El Paso,On-Air,,,,,,CCARC,2018-01-15,,,,,,CMRG Repeaters,,,,,,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,122.09,SE,,08,53,38.73720169,-104.8809967,448.1,443.1,107.2,107.2,El Paso,On-Air,Wide area.,,"Closed autopatch, e-power.","Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,CCARC,2018-01-15,,,,,,CMRG Repeaters,,,,,,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,122.13,SE,,08,47,38.73720169,-104.87999725,147.345,147.945,107.2,107.2,El Paso,On-Air,Wide area.,,"Closed autopatch, e-power.","Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to the Cheyenne Mtn Repeater Group System .",,CCARC,2018-01-15,,,,,,http://www.cmrg.org/,,,,3854,,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,122.13,SE,ON - IDLE,08,38,38.73720169,-104.87999725,145.16,144.56,107.2,107.2,El Paso,On-Air,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",Colorado Repeater Association,"Closed autopatch, e-power.","Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,CCARC,2017-11-13,,,,,CRA VHF Link System,http://www.w0cra.org/info/cosprgs.html#145160,347086,Switch to this repeater at mile marker 170 on I-25.,,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,122.32,SE,,08,8176,38.83969879,-104.80000305,147.135,147.735,100,,El Paso,On-Air,,AA0L,6,,,CCARC,2016-04-08,,,,,,,,,,,,,,,,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,Y,122.61,SE,,08,39,38.70000076,-104.90000153,145.265,144.665,,,El Paso,On-Air,Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,Pikes Peak FM Association (http://PPFMA.ORG),,,,CCARC,2019-03-07,,,,,,PPFMA Repeaters,,,,,,,,,,,DM78NQ,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,122.67,SE,,08,37,38.74520111,-104.86199951,145.13,144.53,88.5,123,El Paso,On-Air,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,Colorado Connection,9,Full-time to the Colorado Connection System .,Colorado Traffic Net: Daily at 19:00. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00. Colorado Preparedness Net: Sat at 09:30,CCARC,2019-11-11,,,,,,,,Linked into the Colorado Connection System,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,122.67,SE,,08,8087,38.74509811,-104.86199951,446.9125,441.9125,,,El Paso,Off-Air,,Cheyenne Mountain Repeater Group (CMRG),,,,,2019-12-28,,,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,,,,,,,yes,KC0CVU (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,122.67,SE,,08,7171,38.74499893,-104.86199951,927.85,902.85,D114,,Teller,On-Air,,CMRG,9,"Full-time to 147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,CCARC,2017-03-09,,,,,,http://www.cmrg.org,,,,,,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,D,122.67,SE,"Welcome to The RMHAM DMR Machine, located on Cheyenne Mountain above Colorado Springs This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 and 3740 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,310895,311,312,31200,31203,313,31327,314,3140,31400,31408,3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",08,12355,38.74509811,-104.86199951,445.0625,440.0625,,,El Paso,On-Air,,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio Brandmeister Sites,,,CCARC,2019-11-27,yes,1,310857,,N0SZ Colorado Springs Brandmeister,,,"This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,311,312,31200,31203,313,31327,314,3140,31400,31408, 3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",,,,,"Open Talkgroup View Assignment TS TG Access TAC 310 2 310 PTT TAC 311 2 311 PTT Colorado 2 3108 Full-Time Colorado Chat 2 31080 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,2,2,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,122.67,SE,,08,8158,38.74499893,-104.86199951,53.13,51.43,107.2,107.2,El Paso,On-Air,,Cheyenne Mountain Repeater Group (CMRG),,,,CCARC,2017-03-09,,,,,,http://www.cmrg.org,,,,,,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,,122.69,SW,,08,127,38.5767,-108.647,449.4,444.4,131.8,131.8,Mesa,On-Air,Wide area via links - Western Colorado - Eastern Utah,"WA4HND, Grand Mesa Repeater Association",E-power.,Full-time to the GMRA Open System .,RACES Wed 1930 Hrs,CCARC,2016-08-19,,,,,,http://www.gmra.org,,Closed IRLP out - Ask for a control op,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.385,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,122.69,SE,,08,8088,38.74449921,-104.86199951,145.385,144.785,,,El Paso,Testing,Wide area,Cheyenne Mountain Repeater Group (CMRG),,,,CCARC,2019-12-29,,,,,,http://www.cmrg.org,,"This repeater is operational and linked to XRF720. Currently, INBOUND traffic is making it in but OUTBOUND traffic is not getting to the gateway or reflector. We hope to have this resolved soon.",,,,,,,,,DM78NR,,,,,,,,,,,,yes,KC0CVU (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,,123.8,E,,08,159,40.40370178,-104.70300293,449.725,444.725,127.3,,Weld,On-Air,,K0OJ,"Autopatch, WX.",,,CCARC,2019-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,,123.94,E,,08,156,40.40359879,-104.69999695,146.85,146.25,100,100,Weld,On-Air,,Northern Colorado ARC,"E-power, WX.",,,CCARC,2017-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC,KB0VGD,Greeley,CO,OPEN,,D,124.06,E,,08,18521,40.42331314,-104.70912933,445.1375,440.1375,,,Weld,On-Air,,,,,,,2020-02-17,yes,2,,,,,,,,,,,,,,,,,,,,,,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,S,124.07,E,,08,8210,40.4233017,-104.70899963,449.325,444.325,,,Weld,On-Air,,Colorado Amateur Repeater Network (CARN),,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,,124.91,S,,08,63,37.8492,-106.926,146.925,146.325,,,Mineral,Off-Air,,Creede ARC,,,,CCARC,2012-11-12,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,156.7,AD0TP,Colorado Springs,CO,OPEN,,,125,SE,,08,42,38.83969879,-104.7437973,146.85,146.25,156.7,103.5,El Paso,On-Air,Greater Colorado Springs Area,AD0TP,,,,CCARC,2020-02-10,,,,,Village 7 Amateur Radio Club,http://www.v7arc.com/,,Please email with comments/signal reports,,,,,,,,,DM78PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,125.97,SE,ON - IDLE,08,13294,39.04370117,-104.60800171,447.625,442.625,100,100,El Paso,On-Air,,KD0MDP,Linked.,Full-time to the The Fun Machine System .,,,2015-06-02,,,,,The Fun Machine,,363976,,,7301,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,,128.11,SE,,08,15584,38.1347,-105.466,448.325,443.325,100,100,Custer,On-Air,,,,Full-time to the The Fun Machine System .,,,2017-01-06,,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,128.11,SE,,08,8218,38.1347,-105.466,919.1,894.1,88.5,CSQ,Pueblo,Off-Air,Wide area.,Pueblo HC,,,,CCARC,2016-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,,128.14,SE,,08,7189,38.1347,-105.465,147.06,147.66,77,77,Custer,On-Air,,http://www.qsl.net/rghc,E-power,,,CCARC,2019-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,,128.14,SE,,08,248,38.1347,-105.465,448.15,443.15,103.5,103.5,Custer,On-Air,,Royal George ARC,E-power.,,,CCARC,2017-03-11,,,,,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,,128.14,SE,,08,7192,38.1347,-105.465,927.775,902.775,D116,D116,Custer,On-Air,,Royal Gorge Amateur Radio Club,,,,CCARC,2012-06-14,,,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,Y,128.77,SE,,08,13790,38.93299866,-104.60900116,447.2,442.2,,,El Paso,Testing,"Falcon, Black Forest, Peyton Areas",GGARC,,,,,2015-11-11,,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
