Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,Op Status,EchoLink,IRLP,Notes,Nets,Coverage,Downlink Tone,Links,DMR Enabled,Color Code,DMR ID,Wide Network,Affiliate,Web links,Grid,Commands,IPSC Network,Talkgroups,Rocky Mountain Wide,Northern Colorado Regional,Bandwidth,YSF Digital Enabled,DG-ID,Local Network,D-STAR Enabled,Node,Sources,Central Regional,AllStar,Talkgroup Network,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,TAC 310,Mountain Reg USA,Mixed-Mode,WIRES-X,Worldwide,English,Feed,P-25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Wyoming,WyLOCAL,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Southern Colorado,Devilshead Local
447.225,-5,CC,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,D,166.05,W,,56,60,41.26660156,-105.43299866,447.225,442.225,,Albany,,Laramie County EM,,WRCG,2019-12-12,On-Air,,,,,Wide area.,,,yes,11,315608,,Wyoming DMR Project,,DN71GG,,WyDMR c Record retrieved from radioid.net,"Open Talkgroup View Assignment TS TG Access Wyoming 1 3156 Full-Time WyLOCAL 2 100 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,Wyoming DMR Project,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,,166.07,SSW,,08,7395,38.85200119,-103.69999695,449.9,444.9,107.2,Lincoln,,,,CCARC,2012-07-20,On-Air,,,,,,,,,,,,BSAR,,DM88DU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,,166.17,WSW,ON - IDLE,08,8208,39.83670044,-105.03700256,449.3,444.3,100,Adams,,N1UPS,,CCARC,2017-04-24,On-Air,43699,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9,-5,,K0PRA,Parker,CO,OPEN,W,Y,166.28,SW,,08,18248,39.51860046,-104.76100159,446.9,441.9,,Arapahoe,,Parker Radio Association,Linked to the Colorado Mega digital system,,2019-11-03,On-Air,,,,Monday nights 8pm mountain,Small coverage area in Parker,,,,,,,,https://www.parkerradio.org,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,40895,,,,,,,,,,,,,,,,,,,
448.05,-5,CC,N0KEG,Parker,CO,OPEN,,D,166.28,SW,,08,17696,39.51860046,-104.76100159,448.05,443.05,,Douglas,Unknown,,,,2019-11-27,,,,,,,,,yes,1,310374,BrandMeister,,,,,Brandmeister c Record retrieved from radioid.net,,,,,,,Brandmeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,146.2,K0HS,"Hot Springs, City library/HSARC club house",SD,OPEN,,,166.72,NNW,,46,18390,43.22800064,-103.47399902,444.7,449.7,146.2,Fall River,,Hot Springs ARC,HF remote base,,2019-12-22,On-Air,,,,,City of Hot Springs,146.2,,,,,,,http://www.k0hs.com/,,#9 plays the IDer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,123,KC0WZL,"Kearney, Kearney Water Tower",NE,OPEN,,,166.73,ESE,,31,14669,40.7216,-99.0932,147,146.4,123,Buffalo,,MARC,,,2017-09-01,On-Air,,,This is the severe weather operations machine for the Kearney area.,Weather nets as needed.,15,,,,,,,,http://w0ky.club/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,,166.74,WSW,ON - IDLE,08,12216,39.75519943,-104.98699951,447.175,442.175,100,Denver,,W0JRL,,CCARC,2015-05-15,On-Air,201712,,,,,100,,,,,,,,DM79MS,Standard AllStar Link access commands.,,,,,,,,,,,,,29997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,K0PRA,Parker,CO,OPEN,,D,166.94,SW,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17292,39.44910049,-104.70300293,445.075,440.075,,Douglas,,Parker Radio Association,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,CCARC,2019-11-27,On-Air,,,Mixed Mode,Mondays 20:30 MST,,,,yes,1,310844,,,http://www.parkerradio.org,,,None c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,,167.19,WSW,,08,75,39.73920059,-104.98400116,145.475,144.875,100,Jefferson,,Intermountain Repeater Group,E-power.,CCARC,2015-05-22,On-Air,,,,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,,167.19,WSW,,08,79,39.73920059,-104.98400116,146.715,146.115,123,Denver,,EARS,E-power.,CCARC,2017-04-09,On-Air,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,,167.19,WSW,,08,91,39.73920059,-104.98400116,448.075,443.075,123,Denver,,W0IG,,CCARC,2017-03-11,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,,167.19,WSW,,08,93,39.73920059,-104.98400116,448.55,443.55,82.5,Denver,,HPRA,E-power.,CCARC,2017-03-11,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,,167.29,WSW,,08,8196,39.73759842,-104.98500061,447.925,442.925,100,Denver,,RADOPS El Jebel Shriners,,CCARC,2014-07-03,On-Air,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,,167.29,WSW,,08,8195,39.73759842,-104.98500061,447.9,442.9,CSQ,Denver,,WB0TPT,,CCARC,2017-03-11,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,S,167.29,WSW,,08,8212,39.7376,-104.985,449.65,444.65,,Denver,,Colorado Amateur Repeater Network (CARN),,CCARC,2012-11-16,On-Air,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,S,167.29,WSW,,08,8213,39.73759842,-104.98500061,449.675,444.675,,Denver,,Colorado Amateur Repeater Network (CARN),,CCARC,2012-11-16,On-Air,,7708,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie, Pilot Hill",WY,OPEN,,,167.5,W,,56,4,41.3098,-105.455,53.03,52.03,,Albany,,K7UWR,8,,2017-01-04,Off-Air,,,,,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,,,,,,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,123,KA0DBK,Kearney,NE,OPEN,,,167.53,ESE,,31,29,40.6993,-99.0817,147.39,147.99,123,Buffalo,,KA0DBK,"E-power, WX.",,2017-05-23,On-Air,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,123,KA0RCZ,Kearney,NE,OPEN,,,167.53,ESE,,31,28,40.6993,-99.0817,147.315,147.915,123,Buffalo,,"MARC, WA0LST, N0LVL",Linked to 444.625 Axtell,,2019-05-04,On-Air,,,,Buffalo/Dawson Counties ARES net: Tue at 20:15.,SW Central Nebraska,123,,,,,,MARC,http://w0ky.club/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.85,5,74.4,KA0RCZ,Kearney,NE,OPEN,,,167.53,ESE,,31,90,40.6993,-99.0817,444.85,449.85,74.4,Buffalo,,KA0RCZ,"Autopatch, e-power, linked.",WB0CMC,2017-05-21,On-Air,,,,,,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,,KD0PBW,"Kearney, County Courthouse",NE,OPEN,,S,167.53,ESE,,31,14688,40.6993,-99.0817,147.03,147.63,,Buffalo,,,,,2018-12-09,On-Air,,,,,"Buffalo County, HWY 10, HWY 30, and Interstate 80",,,,,,,,http://www.dstarusers.org/viewrepeater.php?system=KD0PBW,EN00,,,,,,,,,,yes,KD0PBW (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,123,W0KY,Kearney,NE,OPEN,,,167.53,ESE,,31,27,40.6993,-99.0817,146.625,146.025,123,Buffalo,,Midway Amateur Radio Club (MARC),E-power.,WB0CMC,2017-05-23,On-Air,,,,MARC: Every Thursday at 20:15 Local time,,123,,,,,,,http://w0ky.club/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.3,5,141.3,K0ECT,Elkader,KS,OPEN,,,168.07,SSE,,20,4100,38.785,-100.921,444.3,449.3,141.3,Logan,,SKECT,E-power.,Kansas Repeater Council,2018-07-12,On-Air,,,,,,141.3,Full-time to the SKECT System .,,,,,,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.275,5,100,AA0HJ,Phillipsburg,KS,OPEN,,,168.21,SE,,20,11673,39.908,-99.397,443.275,448.275,100,Phillips,,,,Kansas Repeater Council,2019-05-06,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,S,168.33,SW,,08,11473,39.39350128,-104.67500305,446.85,441.85,,Douglas,,Parker Radio Association,D-Star B module,CCARC,2018-03-18,On-Air,,,,,,,,,,,,,http://parkerradio.org,DM79PJ,,,,,,,,,,yes,K0PRA (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.475,5,CC,N0KOM,"Logan, KS-DMR",KS,OPEN,,D,168.54,SE,,20,10023,39.664,-99.577,444.475,449.475,,Phillips,,,,Kansas Repeater Council,2019-04-11,On-Air,,,,,40,,Full-time to the KS-DMR (3120) System .,yes,1,310597,,,KS-DMR Network,,,,,,,,,,K0USY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,CC,N0KEG,Centennial,CO,OPEN,,DS,168.6,SW,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17676,39.58069992,-104.8769989,147.315,147.915,,Arapahoe,Unknown,N0KEG,,,2019-11-27,,,,,Monday 8pm. Colorado Link Digital Net. Repeater is used in DSTAR mode for this net.,"Southeast metro Denver area. Parker, Centennial, SE Aurora, Elizabeth, Franktown, Castle Rock.",,,yes,1,310759,,Parker Radio Association,https://www.parkerradio.org,,,Brandmeister c Record retrieved from radioid.net,,,,,,,,yes,N0KEG (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,S,169.09,WSW,,08,8171,40.03720093,-105.23000336,145.3875,144.7875,,Boulder,,Boulder County ARES,E-power.,CCARC,2012-11-12,On-Air,,,,,20,,,,,,,,http://bouldercountyares.org/technical/d-star,,,,,,,,,,,yes,KC0DS (C),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,S,169.09,WSW,,08,8220,40.03720093,-105.23000336,1283.8625,1263.8625,,Boulder,,Boulder County ARES,E-power.,CCARC,2013-12-21,On-Air,,,,,20,,,,,,,,,DN70JA,,,,,,,,,,yes,KC0DS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,,169.17,WSW,Node Offline,08,15,40.05709839,-105.24299622,146.73,146.13,91.5,Boulder,,BARC,12,CCARC,2017-05-02,Off-Air,115482,,,,Local,91.5,,,,,,,http://www.ked-wireless.com/products1.htm,DN70jb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.625,5,,KA0RCZ,"Axtell, NTV Studio",NE,OPEN,,,169.98,ESE,,31,74,40.493,-99.0835,444.625,449.625,,Kearney,,KA0RCZ,Linked.,WB0CMC,2017-07-04,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,170.46,SW,,08,8189,39.49420166,-104.83599854,447.525,442.525,203.5,Douglas,,EmComm Colorado,,CCARC,2017-03-11,On-Air,,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,"Denver metropolitan area, front range foothills",146.2,,,,,,Colorado ARES,,DM79NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,,W0EJL,Burwell,NE,OPEN,,,171.31,E,,31,12981,41.7817,-99.1332,147.09,147.69,,Garfield,,,,WB0CMC,2017-05-21,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,171.65,WSW,,08,21,40.01499939,-105.26999664,449.4,444.4,91.5,Boulder,,BARC,2,CCARC,2013-01-08,Off-Air,,,,,,,,,,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,171.65,WSW,ON - IDLE,08,11,40.01499939,-105.26999664,449.55,444.55,100,Boulder,,Rocky Mtn VHF Soc,8,CCARC,2017-03-11,On-Air,217336,,,,Denver metro area.,,"Full-time to 224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,171.7,WSW,,08,8186,40.01499939,-105.27100372,446.8625,441.8625,,Boulder,,Boulder County ARES,,CCARC,2017-03-11,On-Air,,,,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,171.7,WSW,,08,8185,40.015,-105.271,446.8,441.8,,Boulder,,Rocky Mountain Ham Radio,,CCARC,2017-03-11,On-Air,,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,Wide area.,,Full-time to the Colorado TRBO System .,yes,7,,,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,171.7,WSW,,08,8221,40.01499939,-105.27100372,1299.5,1279.5,,Boulder,,Boulder County ARES,E-power.,CCARC,2012-11-12,On-Air,,,,,,,,,,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,,172.55,WSW,ON - IDLE,08,119,40.36009979,-105.4509964,146.685,146.085,123,Larimer,,Estes Valley ARC,E-power.,CCARC,2017-08-05,On-Air,625757,7268,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),,"Full-time to 449.80000 (N0FH) at Estes Park, CO .",,,,,,,DN70GI,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,820,ATV,W0BTV,Boulder,CO,OPEN,,,172.91,WSW,,08,18534,39.97848511,-105.27445221,423,1243,ATV,Boulder,,BATVC,"dual-mode, NTSC analog &amp; DVB-T digital ATV",,2020-02-25,On-Air,,,,"ATV, Thurs, 3pm local","Wide Area, WY border to DIA to SE Denver",,,,,,,ATN,https://kh6htv.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,172.94,WSW,,08,13,39.97829819,-105.27500153,146.61,146.01,100,Boulder,,Boulder Amateur Radio Club,,CCARC,2019-08-23,On-Air,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,172.95,WSW,,08,10,39.97800064,-105.27500153,448.9,443.9,100,Boulder,,Boulder ARC,6,CCARC,2013-03-17,On-Air,,,,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,,173.1,WSW,,08,9775,39.75049973,-105.1230011,147.21,147.81,100,Jefferson,,Denver Water Amateur Radio Club,,,2020-01-23,On-Air,,3241,,,,100,,,,,,,http://www.dwarc.com,DM79KS,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,Y,173.1,WSW,,08,17349,39.75059891,-105.1230011,448.35,443.35,,Jefferson,,Denver Water Amateur Radio Club (DWARC),,CCARC,2018-10-02,On-Air,,,,,Denver Metro and surrounding,,,,,,,,http://www.DWARC.com,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,173.15,WSW,,08,14,39.97750092,-105.27899933,146.7,146.1,100,Boulder,,Boulder Co ARC,6,CCARC,2013-03-17,On-Air,,,,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,,,,,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,Y,174.09,W,,56,76,41.31480026,-105.58200073,146.61,146.01,,Albany,,University ARC,,WRCG,2017-01-04,On-Air,,,,,Laramie Valley 30 mi radius.,,,,,,,,http://www.uwyo.edu/uarc,DN71FH,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,174.18,WSW,,08,8992,40.07220078,-105.35399628,445.05,440.05,,Boulder,,Rocky Mountain Ham Radio,BrandMeister Network,CCARC,2019-11-27,On-Air,,,,,Wide area,,,yes,1,310852,BrandMeister,,,,,RMHR c Record retrieved from radioid.net,,,,,,,BrandMeister US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,174.18,WSW,,08,5219,40.07220078,-105.35399628,446.9875,441.9875,,Boulder,,Rocky Mountain Ham Radio,Linked on Time Slot 2 to Almagre Mtn (446.950).,,2019-11-27,On-Air,,,,,,,"Full-time to 446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO . Full-time to the Colorado TRBO System .",yes,7,310813,,,,,,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,,174.18,WSW,,08,19,40.07220078,-105.35399628,447.75,442.75,141.3,Boulder,,Rocky Mountain Ham Radio,,CCARC,2018-04-24,On-Air,,3450,,,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,,174.18,WSW,ON - IDLE,08,8,40.07220078,-105.35399628,145.46,144.86,107.2,Boulder,,Colorado Repeater Association (CRA),"Closed autopatch, e-power.",CCARC,2017-11-13,On-Air,347086,3990,,,Boulder/Denver Metro,107.2,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,CRA VHF Link System,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,,174.18,WSW,,08,20,40.07220078,-105.35399628,447.975,442.975,107.2,Boulder,,Colorado Repeater Association (CRA),Closed autopatch.,CCARC,2016-09-08,On-Air,,,,,Wide area: Boulder/Longmont area.,107.2,,,,,,,,DN70HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,,174.18,WSW,ON - IDLE,08,18,40.07220078,-105.35399628,224.02,222.42,,Boulder,,Rocky Mtn VHF Soc,8,CCARC,2017-03-11,On-Air,217336,,,,Denver metro area.,,"Full-time to 449.55000 (W0IA) at Boulder, CO .",,,,,,RMVHS repeaters,DN70HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,,174.53,W,,56,9,41.31140137,-105.59100342,146.82,146.22,114.8,Albany,,Shy-Wy Amateur Radio Club,,WRCG,2019-06-13,On-Air,,,,Shy-WY ARC: Thu at 19:00.,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,174.63,WSW,,08,5805,39.7162,-105.13,447.825,442.825,D073,Jefferson,,Denver Radio Club,,CCARC,2017-03-11,On-Air,,,Now operating in Narrow Band mode with Digital Code Squelch. Please reset your programing to use: 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).,,,D073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,174.73,WSW,,08,8204,39.70460129,-105.1230011,448.75,443.75,100,Jefferson,,,E-power.,CCARC,2019-08-23,Off-Air,,,,,Local.,100,,,,,,N0ELY,,DM79KQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.7,5,162.2,N0NM,"Hill City, K-Link",KS,OPEN,A,,175.07,SE,,20,11236,39.2657,-99.8336,443.7,448.7,162.2,Graham,,"N0NM, N0KOM",E-power.,Kansas Repeater Council,2019-05-06,On-Air,,,Use PL 131.8 for WesKan Intertie Use PL 162.2 for K-Link,,Click for coverage map. 45 mi radius.,,Linkable to the K-Link System . Linkable to the Western Kansas Intertie System .,,,,,Western Kansas Inter-Tie K-Link Repeater Network,K-Link Repeater Network,,,,,,,,,,,,,,,46425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC,W1VAN,"Red Feather Lakes, Red Feather Lakes",CO,OPEN,,D,175.56,W,Static Talkgroups: 3171 - N. Colorado - Slot 2 31083 - CO Severe WX - Slot 1,08,17821,40.80759811,-105.61699677,447.6,442.6,,Larimer,,W1VAN,Brandmeister Network,,2019-11-27,On-Air,,,,,Covers Red Feather Lakes Area,,,yes,2,310869,,W0DMR,http://www.w0dmr.org,,,brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,,175.8,WSW,ON - IDLE,08,120,40.37720108,-105.52100372,449.8,444.8,123,Larimer,,Estes Valley ARC,E-Power,CCARC,2017-08-05,On-Air,625757,7268,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,,"Full-time to 146.68500 (N0FH) at Estes Park, CO .",,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,CC,N0WAR,"Estes Park, Prospect Mtn",CO,OPEN,,D,176.05,WSW,"DMR BrandMeister Repeater in Estes Park, Colorado Wide area coverage of Estes Park, Colorado &amp; Rocky Mountain National Park. Static TG of 3171 on T.S. 2 Located @ KC0KBP QTH",08,17813,40.36059952,-105.51999664,147.24,147.84,,Larimer,,N0WAR,Brandmeister Network,,2019-11-27,On-Air,,,,,Wide Area: Estes Park &amp; Rocky Mtn Nat Park,,,yes,2,310853,,W0DMR,http://www.w0dmr.org,DN70FI,,Brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,,176.13,S,,20,15098,38.46969986,-101.75299835,442.175,447.175,156.7,Greeley,,WKARC,,,2019-05-07,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
