Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Features,Coordination,Last update,Sponsor,Coverage,Web links,Links,Affiliate,IRLP,Notes,Nets,DMR Enabled,Color Code,Wide Network,On-air,Commands,EchoLink,DMR ID,AllStar,D-STAR Enabled,Node,Sources,Grid,Talkgroups,Rocky Mountain Wide,Southern Colorado,P-25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Central Regional,Northern Colorado Regional,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Bandwidth,Eastern Colorado,Devilshead Local,YSF Digital Enabled,DG-ID,IPSC Network,Mixed-Mode,TAC 311,Colorado,Colorado Chat,Local Network,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,163.37,NE,,08,136,39.7772,-105.329,448.85,443.85,88.5,88.5,Jefferson,On-Air,e-power.,CCARC,2016-01-17,Aurora Repeater Assoc,"Denver metro, central front range",ARA Repeaters,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,163.37,NE,,08,86,39.7772,-105.329,224,222.4,103.5,103.5,Jefferson,On-Air,8,CCARC,2017-03-11,Rocky Mountain Radio League,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,163.37,NE,,08,133,39.7772,-105.329,147.15,147.75,100,100,Jefferson,On-Air,e-power,CCARC,2016-01-17,Aurora Repeater Assoc (ARA),"Denver metro, central front range",ARA Repeaters,"Linkable to 224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,,163.39,NE,,08,72,39.8875,-105.426,145.31,144.71,88.5,123,Gilpin,On-Air,10,CCARC,2019-08-15,Colorado Connection,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",,Full-time to the Colorado Connection System .,,,"Split tone. The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,,163.39,NE,,08,97,39.8875,-105.426,449.225,444.225,141.3,141.3,Gilpin,On-Air,Emergency Power,CCARC,2015-11-03,Rocky Mountain Ham Radio (RMHR),Wide area.,,,,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,,163.42,NE,,08,265,39.7772,-105.328,449.75,444.75,103.5,103.5,Jefferson,On-Air,8,CCARC,2016-12-23,Rocky Mtn Radio League,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,163.42,NE,,08,134,39.7772,-105.328,224.74,223.14,88.5,88.5,Jefferson,On-Air,e-power,CCARC,2016-01-17,Aurora Repeater Assoc,,ARA Repeaters,,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,,163.42,NE,,08,71,39.7772,-105.328,145.22,144.62,103.5,103.5,Jefferson,On-Air,8,CCARC,2016-12-23,Rocky Mtn Radio League,Wide area.,Repeater,,,,Talk-Group of $FFFF.,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,,163.71,E,,08,80,39.5042,-105.128,146.88,146.28,100,,Jefferson,On-Air,E-power.,CCARC,2018-05-21,Denver Radio League,Wide Area,DRL Repeaters,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,Y,163.71,E,Node Offline,08,273,39.5042,-105.128,449.6,444.6,100,,Jefferson,On-Air,,CCARC,2014-03-04,Denver Radio League,,DRL Repeaters,,,3345,,,,,,,,690473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.385,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,163.76,ESE,,08,8088,38.7445,-104.862,145.375,144.77,,,El Paso,Off-Air,,CCARC,2018-07-15,Cheyenne Mountain Repeater Group (CMRG),wide area,http://www.cmrg.org,,,,Repeater off air for now.,,,,,,,,,,yes,KC0CVU (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,163.77,ESE,,08,37,38.7452,-104.862,145.13,144.53,88.5,123,El Paso,On-Air,9,CCARC,2016-04-03,Colorado Connection,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,,Full-time to the Colorado Connection System .,,,Linked into the Colorado Connection System,Colorado Traffic Net: Daily at 19:00. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00. Colorado Preparedness Net: Sat at 09:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,163.77,ESE,,08,8087,38.7451,-104.862,446.9125,441.9125,,,El Paso,Off-Air,,,2019-01-08,Cheyenne Mountain Repeater Group (CMRG),,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,yes,KC0CVU (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,163.77,ESE,,08,7171,38.745,-104.862,927.85,902.85,D114,,Teller,On-Air,9,CCARC,2017-03-09,CMRG,,http://www.cmrg.org,"Full-time to 147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,D,163.77,ESE,,08,12355,38.7451,-104.862,445.0625,440.0625,,,El Paso,On-Air,Rocky Mountain Ham Radio Brandmeister Sites,CCARC,2019-02-10,Rocky Mountain Ham Radio,,,,N0SZ Colorado Springs Brandmeister,,"This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,311,312,31200,31203,313,31327,314,3140,31400,31408, 3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",,yes,1,,,,,310857,,,,,,"Open Talkgroup View Assignment TS TG Access TAC 310 2 310 PTT TAC 311 2 311 PTT Colorado 2 3108 Full-Time Colorado Chat 2 31080 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,2,,,,,,,,,,,,2,2,2,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,163.77,ESE,,08,8158,38.745,-104.862,53.13,51.43,107.2,107.2,El Paso,On-Air,,CCARC,2017-03-09,Cheyenne Mountain Repeater Group (CMRG),,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,,164.14,SE,,35,15616,36.647,-105.967,145.175,144.575,141.3,,Taos,Off-Air,,NMFCC,2017-01-16,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,164.15,SE,,35,174,36.6469,-105.967,146.76,146.16,67,,Taos,On-Air,11,,2016-08-20,Taos ARC,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,,164.66,ESE,,08,56,38.78,-104.85,448.725,443.725,123,,El Paso,On-Air,,CCARC,2016-04-19,KA0TTF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,164.75,E,,08,10514,39.6734,-105.218,53.17,52.67,107.2,CSQ,Jefferson,On-Air,,CCARC,2019-03-25,N6LXX,"I-70,I-76,I-25,I-225",,Full-time to the N6LXX System .,N6LXX,,,,,,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,164.75,E,,08,10513,39.6734,-105.218,447.875,442.875,107.2,107.2,Jefferson,On-Air,,CCARC,2017-03-09,N6LXX,"I-70,I-76,I-25,I-225",,Full-time to the N6LXX System .,N6LXX,,,,,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,165.15,E,ON - IDLE,08,8740,39.136,-104.927,145.19,144.59,131.8,131.8,Douglas,On-Air,,,2018-10-25,N0OBA Owner,Wide area coverage at 8300,,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,KE0VH,"Golden, Lookout Mountain",CO,OPEN,,Y,165.84,E,,08,139,39.733,-105.239,449.625,444.625,141.3,141.3,Jefferson,On-Air,E-power,CCARC,2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,Yes; analog capable.,,,,,,,,,,,,,,
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,165.95,E,,08,18156,39.7333,-105.237,927.975,902.0375,67,67,Jefferson,On-Air,AllStar,,2019-10-05,,"Denver, Golden",http://www.w0sky.com,,,,,,,,,,Standard AllStar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,166.03,E,,08,3739,39.7305,-105.233,145.25,144.65,,,Jefferson,On-Air,,CCARC,2014-01-03,Colorado D-Star,,Colorado D-Star,,,,,,,,,,,,,,yes,W0CDS (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,166.03,E,,08,2769,39.7305,-105.233,446.9625,441.9625,,,Jefferson,On-Air,,CCARC,2017-03-11,Colorado D-Star,,Colorado D-Star,,,,,,,,,,,,,,yes,W0CDS (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,166.03,E,,08,3751,39.7305,-105.233,1283.9625,1263.9625,,,Jefferson,On-Air,,CCARC,2014-01-03,Colorado D-Star,,Colorado D-Star,,,,,,,,,,,,,,yes,W0CDS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,166.03,E,,08,8222,39.7305,-105.233,1299.9,1299.9,,,Jefferson,On-Air,,,2014-01-03,Colorado D-Star,,Colorado D-Star,,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,166.04,E,,08,10939,39.7307,-105.233,145.37,144.77,,,Jefferson,On-Air,700,CCARC,2018-11-25,Rocky Mountain Ham Radio,,Rocky Mountain Ham Radio,,,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,yes,7,,,,,310808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC,WA2YZT,"Golden, Lookout",CO,OPEN,,D,166.08,E,,08,3753,39.7305,-105.232,446.8375,441.8375,,,Jefferson,On-Air,200,CCARC,2017-02-23,WA2YZT,,,Full-time to the Colorado TRBO System .,,,See website for more info on CC/TS/TG programming. www.rmham.org,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,,166.66,ESE,,08,8211,38.8339,-104.821,449.575,444.575,,,El Paso,On-Air,,CCARC,2016-08-10,RMHARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,,166.66,ESE,,08,8200,38.8339,-104.821,448.3,443.3,100,,El Paso,On-Air,,CCARC,2016-08-10,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,,166.66,ESE,,08,50,38.8339,-104.821,447.35,442.35,151.4,,El Paso,On-Air,E-power.,CCARC,2015-03-04,GGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,,166.66,ESE,,08,8182,38.8339,-104.821,224.06,222.46,,,El Paso,,"E-power, linked.",CCARC,2012-11-12,Pikes Peak FM Association (PPFMA),Wide area.,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,166.66,ESE,,08,49,38.8339,-104.821,447.025,442.025,123,,El Paso,Off-Air,"Closed autopatch, e-power, linked, remote base.",CCARC,2016-08-10,Colorado Springs ARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,166.66,ESE,,08,8198,38.8339,-104.821,448.25,443.25,123,,El Paso,Off-Air,,CCARC,2018-09-25,,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,166.66,ESE,,08,51,38.8339,-104.821,447.475,442.475,107.2,,El Paso,,"Closed autopatch, e-power.",CCARC,2012-11-10,Mountain ARC (MARC),,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,MARC/PCRC: Tue at 1930.,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,166.66,ESE,,08,55,38.8339,-104.821,448.6,443.6,114.8,,El Paso,,,CCARC,2012-11-10,W0MOG,,,"Full-time to 927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,166.66,ESE,,08,3537,38.8339,-104.821,927.8,902.8,D116,,Teller,On-Air,6,CCARC,2012-11-10,,,,"Full-time to 448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,166.66,ESE,,08,8191,38.8339,-104.821,447.55,442.55,123,,El Paso,On-Air,,CCARC,2015-11-13,WA6IFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,166.7,ESE,,08,46,38.8381,-104.821,147.27,147.87,,,El Paso,On-Air,E-power.,,2016-08-10,TRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,166.7,ESE,,08,43,38.8381,-104.821,146.91,146.31,151.4,151.4,El Paso,On-Air,E-power.,CCARC,2016-08-10,GGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,166.7,ESE,,08,48,38.8381,-104.821,147.39,147.99,103.5,,El Paso,On-Air,,CCARC,2016-08-10,W0MOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,167.25,E,,08,183,39.0917,-104.872,447.725,442.725,100,100,El Paso,On-Air,30,CCARC,2016-12-10,K0NR,Local.,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,167.46,E,,08,7170,39.7555,-105.221,927.7875,902.7875,156.7,,Jefferson,On-Air,,,2017-12-24,N0PYY,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,167.47,E,,08,143,39.7556,-105.221,448.125,443.125,107.2,,Jefferson,On-Air,,CCARC,2014-04-28,Denver PD EEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,167.47,E,,08,137,39.7556,-105.221,448.975,443.975,123,,Jefferson,On-Air,Linkable VHF/UHF Remote Base,CCARC,2019-09-06,FRG,Wide area.,,,,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,167.54,E,,08,105,39.7008,-105.178,53.09,51.39,107.2,,Jefferson,On-Air,E-power.,CCARC,2017-03-11,Denver Radio Club,Metro Denver area.,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,167.83,ESE,,08,8176,38.8397,-104.8,147.135,147.735,100,,El Paso,On-Air,6,CCARC,2016-04-08,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,168.43,ESE,,08,15989,38.9,-104.8,224.72,223.12,103.5,103.5,El Paso,On-Air,,,2017-04-07,w0mog,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,168.54,E,,08,85,39.6822,-105.143,147.33,147.93,100,,Jefferson,On-Air,E-power.,CCARC,2017-03-31,Denver Radio Club,Metro Denver and the foothills.,DRC Repeaters,,,,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,168.54,E,,08,267,39.6822,-105.143,224.38,222.78,100,100,Jefferson,On-Air,,CCARC,2017-03-11,Denver Radio Club,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,CSQ,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,168.54,E,,08,8215,39.6822,-105.143,449.775,444.775,,,Jefferson,On-Air,Yaesu Digital Only,CCARC,2019-09-06,Denver Radio Club,Metro Denver,Denver Radio Club,,,,"YSF digital only, no analog FM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,
446.975,-5,CC,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,168.73,E,,08,14273,39.7846,-105.216,446.975,441.975,,,Jefferson,On-Air,,,2016-01-25,W0DMR,Denver Metro Area,http://www.w0dmr.org/,,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",yes,0,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310. TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,W7BYU,"Myton, Flat Top",UT,OPEN,,,169.38,NW,,49,13041,40.2222,-110.104,145.49,144.89,136.5,,Duchesne,On-Air,E-power.,UVHFS,2017-06-29,,"Duchesne, UT area.",http://sdarc.us/repeaters/flat-top.html,,Sinbad Desert ARC (SDARC),,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,,169.81,NNE,,08,244,40.6494,-106.382,145.16,144.56,88.5,123,Jackson,On-Air,8,CCARC,2017-01-06,Colorado Connection,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",,Full-time to the Colorado Connection System .,,,Part of the Colorado Connection system of repeaters.,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,,170.08,SE,,08,168,37.505,-105.007,145.355,144.755,100,,Huerfano,On-Air,"E-power, linked.",CCARC,2019-03-17,N0JPX,,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,170.12,E,,08,57,39.0302,-104.799,448.8,443.8,100,,El Paso,On-Air,,CCARC,2019-09-24,Pikes Peak FM Association (http://PPFMA.ORG),I-25 corridor from Baptist Rd south to Fort Carson,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,170.22,E,,08,8204,39.7046,-105.123,448.75,443.75,100,100,Jefferson,Off-Air,E-power.,CCARC,2019-08-23,,Local.,,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,170.28,E,,08,5805,39.7162,-105.13,447.825,442.825,D073,D073,Jefferson,On-Air,,CCARC,2017-03-11,Denver Radio Club,,,,,,Now operating in Narrow Band mode with Digital Code Squelch. Please reset your programing to use: 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,,170.59,ESE,ON - IDLE,08,7994,38.303,-104.734,448.975,443.975,100,100,Pueblo,On-Air,,CCARC,2017-03-11,,,http://www.k0jsc.com,Full-time to the The Fun Machine System .,,7301,Off air. Will return to service,,,,,,,363976,,28368,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,156.7,AD0TP,Colorado Springs,CO,OPEN,,,170.83,ESE,,08,42,38.8381,-104.821,146.85,146.25,156.7,103.5,El Paso,On-Air,,CCARC,2019-02-17,AD0TP,,http://www.v7arc.com/,,Village 7 Amateur Radio Club,,Please email with comments/signal reports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,,171.44,NE,,08,13368,40.0633,-105.41,146.91,147.51,123,127.3,Boulder,On-Air,,,2017-04-09,,"East of Gold Hill, The Indian Peaks, Denver, Boulder",http://goldhilltown.com/,,"Town of Gold Hill, Colorado",,There is a MOU With BCARES for repeater use.,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,,171.78,E,,08,9775,39.7505,-105.123,147.21,147.81,100,100,Jefferson,On-Air,,,2018-10-07,Denver Water Amateur Radio Club,,http://www.dwarc.com,,,3241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,
