Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update,Uplink Tone,DMR Enabled,Color Code,Wide Network,Coverage,Affiliate,Links,Notes,Web links,Features,EchoLink,Nets,IRLP,Grid,Downlink Tone,DMR ID,IPSC Network,Local Network,Commands,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,On-air,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,AllStar,YSF Digital Enabled,DG-ID,Talkgroup Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Central Regional,Northern Colorado Regional,Feed,WIRES-X,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Colorado,Mountain Reg USA,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Bandwidth,Wyoming,WyLOCAL,Eastern Colorado,TAC 311,Colorado Chat,Location Photo
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,,143.17,SSE,ON - IDLE,08,5369,38.0340004,-104.48899841,449.975,444.975,,,,Pueblo,On-Air,K0JSC,CCARC,2017-03-11,100,,,,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass Repeater Coverage Map,,"Linkable to 146.79000 (W0PHC) at Pueblo, Baculite Mesa, CO . Linkable to 146.88000 (W0PHC) at Pueblo, 12 Mile Hill, CO . Linkable to 145.49000 (WD0EKR) at Canon City, Fremont Peak, CO . Linkable to 145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.46000 (WB0WDF) at Cripple Creek, CO . Full-time to the The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,K0JSC dot Com,2,363976,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,7301,DM78SA18,100,,,,,,,,,,,,,,,28368,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,,147.02,WSW,,08,8179,38.8683,-107.592,147.33,147.93,,,,Delta,On-Air,North Fork Repeater Assoc.,CCARC,2016-05-16,107.2,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,,150.09,SE,Node Offline,08,122,39.30329895,-102.60500336,146.895,146.295,,,,Kit Carson,On-Air,Big Sandy ARC,CCARC,2018-04-01,103.5,,,,,,,,,,830619,,,DM89QH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,151.4,KD7JNQ,Torrington,WY,OPEN,,,152.39,NNE,,56,17395,42.0625,-104.18399811,448.325,443.325,,,,Goshen,,,,2018-10-26,151.4,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,CSQ,KF7BR,Torrington,WY,OPEN,,,152.39,NNE,,56,42,42.0625,-104.18399811,146.73,146.13,,,,Goshen,On-Air,,,2019-02-20,CSQ,,,,,,,,,,,,,DN72VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,,152.81,WSW,,08,253,39.4519,-108.052,449.8,444.8,,,,Garfield,On-Air,,CCARC,2018-01-15,107.2,,,,,,,,GMRA Repeaters,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,,152.82,WSW,,08,36,39.2406,-107.961,449.5,444.5,,,,Mesa,Off-Air,Grand Mesa Repeater Association (GMRA),CCARC,2016-07-01,107.2,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,123,,Scottsbluff,NE,OPEN,,,152.89,NNE,,31,18469,41.86660004,-103.66699982,147.375,147.975,,,,Scotts Bluff,On-Air,,,2020-01-18,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,100,W0KAV,Scottsbluff,NE,OPEN,,,154.16,NNE,,31,111,41.88710022,-103.66400146,444.825,449.825,,,,Scotts Bluff,On-Air,W0KAV/KW0R,,2020-01-05,100,,,,,,,,,"Autopatch, e-power.",,,,DN81EV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,CSQ,WD0BQM,Scottsbluff,NE,OPEN,,,154.16,NNE,,31,57,41.88710022,-103.66400146,145.475,144.875,,,,Scotts Bluff,On-Air,RWMC,,2018-12-02,CSQ,,,,,,,,,e-power.,,,,DN81EV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,,154.21,NNE,,31,11356,41.95100021,-103.80000305,445.1,445.1,,,,Scotts Bluff,On-Air,,,2014-04-17,100,,,,,,,This is a simplex IRLP node.,,,,,3942,DN81CW,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC 88.5,W0PHC,"Walsenburg, Badito Cone",CO,OPEN,,D,155.56,S,,08,18345,37.77199936,-105.02200317,447.6,442.6,,,,Huerfano,Off-Air,Pueblo Amateur Radio Club,CCARC,2019-12-12,88.5,yes,,,,,,Repeater off line due to road closure for the winter. (note entered 12/2019),http://www.puebloradio.org/,,,,,DM77LS,88.5,,c Record retrieved from radioid.net,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,,156.39,WSW,,08,149,39.06669998,-107.93599701,145.355,144.755,,,,Mesa,On-Air,Colorado Connection,CCARC,2017-01-06,88.5,,,,"Rifle to the east, several miles east of Green River, Utah to the west.",,Full-time to the Colorado Connection System .,Colorado Connection system of repeaters,,E-power.,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,,156.44,WSW,,08,8763,39.0666,-107.937,449.65,444.65,,,,Mesa,On-Air,Keri Washburn,CCARC,2016-10-28,151.4,,,,Wide area coverage,,"Full-time to 447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,NWS weather alert system.,,,8162,,151.4,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,,157.48,NNE,,31,59,41.9406,-103.656,147.075,147.675,,,,Scotts Bluff,On-Air,Tri-City Radio Amateur Club,,2014-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,,158.19,NE,,31,11355,41.90399933,-103.55799866,146.445,146.445,,,,Scotts Bluff,On-Air,,,2015-03-16,88.5,,,,,,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,http://garymcduffie.com,,,,3055,,88.5,,,,Access pre-fix = 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,,160.03,NW,,56,43,41.79109955,-107.23799896,146.76,146.16,,,,Carbon,On-Air,CCARS,,2017-10-06,100,,,,Wide area.,,,,,,,Sunday nite net 2030 local time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,100,KD7BN,Rawlins,WY,OPEN,,,160.03,NW,,56,55,41.79109955,-107.23799896,147.39,147.99,,,,Carbon,On-Air,HERC,,2017-01-04,100,,,,Wide area.,N7ZEF (EchoLink).,"Full-time to 146.80500 (W7BEQ) at Shoshoni, Copper Mtn, WY . Full-time to 146.94000 (W7VNJ) at Casper, Casper Mountain, WY .",,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,KD7SU,Rawlins,WY,OPEN,,,160.07,NW,,56,15548,41.79109955,-107.23899841,448.3,443.3,,,,Carbon,,,WRCG,2017-01-04,100,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,,160.07,NW,,56,5791,41.7911,-107.239,146.7,146.1,,,,Carbon,On-Air,,WRCG,2017-01-04,162.2,,,,,,,,,,,,7045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,,160.07,NW,,56,15551,41.79109955,-107.23899841,449.8,444.8,,,,Carbon,,Wyocomm,WRCG,2017-01-04,146.2,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,WY7EOC,Rawlins,WY,CLOSED,,D,160.07,NW,,56,13858,41.79109955,-107.23899841,445.05,440.05,,,,Carbon,On-Air,Laramie County EM,WRCG,2019-12-12,,yes,11,,Wide area.,Wyoming DMR Project,,,,,,,,DN61JS,,315609,WyDMR c Record retrieved from radioid.net,Wyoming DMR Project,,,,,,,,,,,,,,,Wyoming DMR Project,"Open Talkgroup View Assignment TS TG Access Wyoming 1 3156 Full-Time WyLOCAL 2 100 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,,,,,,,,,1,2,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,,160.38,WSW,,08,3755,38.9944,-107.973,447.35,442.35,,,,Delta,,Grand Mesa Repeater Assoc (GMRA),CCARC,2012-11-10,107.2,,,,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,W0PHC,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,,161.07,SSE,,08,247,37.77190018,-104.45600128,146.73,146.13,,,,Huerfano,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,88.5,,,,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,,,Pueblo Ham Club,6,,,,DM77SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,,161.18,WSW,,08,3745,38.9016,-107.926,147.195,147.795,,,,Delta,,,,2018-04-04,107.2,,,,Local.,Colorado District 25 ARES,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,,161.18,WSW,,08,3749,38.90159988,-107.9260025,147.36,147.96,,,,Delta,On-Air,W0ALC,CCARC,2019-08-26,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,,161.18,WSW,,08,3760,38.9016,-107.926,449.825,444.825,,,,Delta,,W0ALC,CCARC,2018-04-04,100,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,,161.32,E,,08,163,40.58440018,-102.30200195,146.955,146.355,,,,Phillips,,PCARC,CCARC,2012-11-10,,,,,,,,,,E-power.,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,,162.66,SSW,,08,14200,37.7531,-106.109,146.64,146.04,,,,Rio Grande,On-Air,,,2016-12-25,77,,,,Low level local coverage,,,,,,,,,,77,,,,,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,,162.95,SSW,,08,16645,37.75,-106.115,447.1,442.1,,,,Saguache,On-Air,,,2017-12-13,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,Y,167.75,SE,,08,167,37.99950027,-103.52899933,147.36,147.96,,,,Otero,On-Air,,,2018-09-30,,,,,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,KC0ITF,,Digital Wires-X,,E-power,,,,DM87FX,123,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,11360,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,103.5,KC0VJD,Firstview,CO,OPEN,W,Y,168.01,SE,,08,17703,38.79579926,-102.54799652,447.6,442.6,,,,Cheyenne,On-Air,Delbert Noakes (KC0VJD),CCARC,2019-04-24,,,,,"US-40, US-287, US-385, CO-94, CO-96 Kit Carson, Cheyenne Wells, Firstview, Eads, Aroya, Sheridan Lake",,,,,"APRS Digireater &amp; iGate, Weather Station",,,,DM88RT,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,35710,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,D,169.98,WSW,,08,16721,39.0889,-108.227,446.9125,441.9125,,,,Mesa,On-Air,Bill Frost,,2018-01-09,,yes,1,,"Grand Junction, I70",,,Brandmeister network,,,,,,,,310868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,,170.88,SW,,08,15213,38.38750076,-107.6740036,448.65,443.65,,,,Montrose,On-Air,KB0YNA,,2016-10-11,,,,,Wide area.,,"Full-time to 447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,,170.88,SW,,08,69,38.3875,-107.674,447.2,442.2,,,,Montrose,On-Air,,CCARC,2018-01-15,107.2,,,,Delta/Montrose,Grand Mesa Repeater Assoc,Full-time to the GMRA Open System .,Closed IRLP out - Ask for a control op,GMRA Repeaters,9,,RACES Net Wed at 1930 Hrs.,3710,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,,172.27,WSW,,08,154,39.0539,-108.254,449.3,444.3,,,,Mesa,On-Air,,CCARC,2018-01-16,107.2,,,,Wide Area I-70 West Rifle to Western Utah,,,Closed IRLP out,http://www.gmra.org/,e-power Linked to GMRA Open System,,RACES Wed 1930 hrs,3710,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,,174.02,S,,08,168,37.50500107,-105.00700378,145.355,144.755,,,,Huerfano,On-Air,N0JPX,CCARC,2019-03-17,100,,,,,,,,,"E-power, linked.",,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,,174.09,SSW,,08,63,37.8492,-106.926,146.925,146.325,,,,Mineral,Off-Air,Creede ARC,CCARC,2012-11-12,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,94.8,K0SLV,Monte Vista,CO,OPEN,,,174.22,SSW,,08,18580,37.58418274,-106.13030243,449.625,444.625,,,,Rio Grande,On-Air,S.A.R.A.,,2020-03-11,94.8,,,,,,,,http://K0SLV.COM,Emergency Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,,175.22,SW,,08,12442,38.4783,-107.876,146.91,146.31,,,,Montrose,On-Air,,CCARC,2014-12-13,107.2,,,,,,,,,E-Power,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,,175.22,SW,,08,7953,38.4783,-107.876,146.79,146.19,,,,Montrose,On-Air,KC0UXX,CCARC,2012-09-06,107.2,,,,,,,,,E-power.,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,,175.64,SW,,08,16607,38.03,-107.315,147.135,146.535,,,,Hinsdale,On-Air,,CCARC,2018-01-15,123,,,,,,,,http://www.sjcham.com,E-power (solar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,100,KB5ITS,"Montrose, Raspberry",CO,OPEN,,,176.59,SW,,08,18465,38.41740036,-107.84600067,448.825,443.825,,,,Montrose,On-Air,San Juan Connection,,2020-01-17,100,,,,"Nucla, Uncompahgre Plateau, coverage into Montrose and ?West End?",,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,,181.01,SSW,,08,14923,37.7933,-107.055,449.525,444.525,,,,Mineral,On-Air,N0PKT,,2017-01-06,100,,,,,The Fun Machine,Full-time to the The Fun Machine System .,,,,,,,DM67lt,100,,,,,,,,,,,,,,,43265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,,183.93,WSW,,08,147,39.1173,-108.522,145.175,144.575,,,,Mesa,On-Air,,CCARC,2016-05-11,107.2,,,,Greater grand Junction area.,,,,,"E-power,",,,3161,,,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.8,-5,CC,AD0RM,"Ridgway, On top of Log Hill",CO,OPEN,,D,185.25,SW,,08,17998,38.18,-107.79,447.8,442.8,,,,Ouray,On-Air,AD0RM,,2019-08-17,,yes,1,,Montrose to Ouray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,,185.27,S,ON - IDLE,08,13485,37.34069824,-105.02400208,449.75,444.75,,,,Las Animas,On-Air,N0ZSN,CCARC,2015-07-27,100,,,,,The Fun Machine,Full-time to the The Fun Machine System .,,The Fun Machine,,363976,,7301,,100,,,,,,,,,,,,,,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,,186.66,WSW,,08,152,39.0639,-108.55,147.39,147.99,,,,Mesa,,KE0TY,CCARC,2012-11-10,107.2,,,,,,,,,Linked.,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,"Grand Junction, 9 Mile, Hwy 141, Unaweep",CO,OPEN,A,,186.66,WSW,,08,261,39.0639,-108.55,146.82,146.22,,,,Mesa,On-Air,,CCARC,2019-02-12,107.2,,,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,,,,,,,,Enter *83 node# to link. *81 Unlink,,,,,,,,,,,43554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,,186.71,WSW,,08,8175,39.0639,-108.551,147.105,147.705,,,,Mesa,On-Air,K0SSI,CCARC,2013-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,,186.71,WSW,,08,8206,39.0639,-108.551,449,444,,,,Mesa,On-Air,KB0SW,CCARC,2015-08-03,,,,,,Grand Mesa Repeater Assoc,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,S,186.71,WSW,,08,11792,39.0639,-108.551,446.775,441.775,yes,KD0RED (B) Gateway Repeater,jfindu lookup / dstar-users lookup,Mesa,On-Air,,,2014-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,,186.71,WSW,ON - IDLE,08,11793,39.06389999,-108.5510025,449.775,444.775,,,,Mesa,On-Air,,CCARC,2015-10-25,173.8,,,,,,,,,,7572,,7573,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,,186.71,WSW,,08,8167,39.0639,-108.551,145.22,144.62,,,,Mesa,,KE0TY,CCARC,2012-11-12,107.2,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,,186.72,WSW,,08,3757,39.0638,-108.551,447.5,442.5,,,,Mesa,,KC0ARV,CCARC,2012-11-10,114.8,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2625,-5,CC,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,D,186.98,W,,08,17249,40.0875,-108.805,445.2625,440.2625,,,,Rio Blanco,On-Air,RMHAM,,2018-10-25,,yes,7,,,,,,https://www.rmham.org,,,,,,,310154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,,187.72,WSW,,08,15581,39.052,-108.565,147.355,146.755,,,,Mesa,On-Air,Colorado Connection,CCARC,2017-01-06,88.5,,,,,,Full-time to the Colorado Connection System .,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,,188.53,SW,,08,16604,38.02280045,-107.67099762,147.27,147.87,,,,Ouray,On-Air,,CCARC,2018-01-15,127.3,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,,188.53,WSW,Node Offline,08,153,38.899,-108.496,448.15,443.15,,,,Mesa,On-Air,,CCARC,2016-04-22,100,,,,,,,,,,312189,,7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,,N2VHZ,Alliance,NE,OPEN,E,,190.42,NE,Node Offline,31,10450,42.093,-102.87,147.015,147.615,,,,Box Butte,On-Air,N2VHZ,,2018-01-14,,,,,Local.,,,,,,775183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,,191.66,NE,,31,10034,42.11700058,-102.87000275,146.715,146.115,,,,Box Butte,On-Air,TriCity,,2018-01-14,103.5,,,,,,,,,,,,,DN82NC,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,N0LAR,Lamar,CO,OPEN,EI,,194.87,SE,ON - IDLE,08,171,38.08720016,-102.62000275,449.5,444.5,,,,Prowers,On-Air,Lamar ARC,CCARC,2019-12-29,123,,,,45,,"Full-time to 146.61000 (N0LAR) at Lamar, CO .",,http://www.qrz.com/db/n0lar,Linked full time to 146.610 (N0LAR) repeater,37784,NWS net: Daily 12:15pm,3774,DM-88,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,110.9,K7PLA,"Casper, Casper Mountain",WY,OPEN,,,195.56,NNW,,56,12433,42.736,-106.309,145.46,144.86,,,,Natrona,On-Air,W7QQA,WRCG,2017-01-04,110.9,,,,"Wide area: East to Douglas, South to Saratoga, Rawlings. West to Moneta, Jeffery city/muddy gap, independence rock.North to Buffalo","Buffalo Radio Club, Casper Radio Club",,,http://wyoham.com,,,"Buffalo roll call, Tuesday night",,,110.9,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,100,W7VNJ,"Casper, Casper Mountain",WY,OPEN,,,196,NNW,,56,5,42.74290085,-106.30799866,145.235,144.635,,,,Natrona,On-Air,Casper ARC,,2019-10-23,100,,,,Wide Area,,,Autopatch,http://casperarc.net/wiki/index.php/145.235,"E-power, 15 watts, autopatch.",,,,DN62UR,100,,,,*[number] to dial # to hang up. 7 digit numbers only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,CC 162.2,W0CTS,Lamar,CO,OPEN,,D,196.42,SE,Static Talkgroups: 3108 - Colorado - Slot 1 3740 - REACT - Slot 1,08,18386,38.12810135,-102.53199768,449.2,444.2,,,,Prowers,On-Air,,,2019-12-21,162.2,yes,1,,,,,,https://brandmeister.network/?page=repeater&amp;id=311409,TS1 TG3108 Colorado TS1 TG31083 Co Severe Wx TS2 not networked/local,,,,,162.2,311409,BrandMeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,,196.53,WSW,,08,151,39.06560135,-108.7480011,146.94,146.34,,,,Mesa,On-Air,Western Colorado Amateur Radio Club,CCARC,2016-05-11,107.2,,,,Grand Junction 30-50 mi,,,,http://w0rrz.org,E-power and autopatch for WCARC members,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,DM59PB,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
