Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Coordination,Last update,YSF Digital Enabled,DG-ID,Features,Mixed-Mode,Web links,D-STAR Enabled,Node,Sources,Grid,Links,Affiliate,EchoLink,IRLP,AllStar,Bandwidth,DMR Enabled,Color Code,IPSC Network,Wide Network,Notes,Nets,Feed,DMR ID,Talkgroups,Rocky Mountain Wide,Southern Colorado,WIRES-X,Location Photo,On-air,Commands,TAC 310,TAC 311,Colorado,Colorado Chat,Local/Cluster,Central Regional,REACT,CO-Park County,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Devilshead Local,Local Network,c-Bridge,Talkgroup Network,Worldwide,North America,English,DCI Bridge,Texas,COMM 1,Texas/Oklahoma Regional USA,Northern Colorado Regional,Europe,Southwest USA
443.0125,5,CC,KD5ROK,Dumas,TX,OPEN,,D,166.81,SE,,48,14523,35.86539841,-101.97299957,443.0125,448.0125,,,Moore,On-Air,,,,2019-12-09,,,,,http://www.dmr-marc.net/,,,,,,,,,,,yes,14,LoneStar Network c Record retrieved from radioid.net,DCI,Time Slot #2 - Group Call 10 = West Texas Local,,,314844,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 Full-Time North America 1 3 English 1 13 PTT TAC 310 1 310 PTT DCI Bridge 1 3100 Full-Time Texas 1 3148 COMM 1 1 3777215 Local/Cluster 2 2 Full-Time Texas 2 3148 PTT Texas/Oklahoma Regional USA 2 3175 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,1,,,,2,,,,,,,,,,,,,Lonestar,LoneStar,Lonestar,1,1,1,1,2,1,2,,,
147.315,0.6,CC,N0KEG,Centennial,CO,OPEN,,DS,167.85,N,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17676,39.58069992,-104.8769989,147.315,147.915,,,Arapahoe,,"Southeast metro Denver area. Parker, Centennial, SE Aurora, Elizabeth, Franktown, Castle Rock.",N0KEG,,2019-11-27,,,,,https://www.parkerradio.org,yes,N0KEG (C) Repeater,jfindu lookup / dstar-users lookup,,,Parker Radio Association,,,,,yes,1,Brandmeister c Record retrieved from radioid.net,,,Monday 8pm. Colorado Link Digital Net. Repeater is used in DSTAR mode for this net.,,310759,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,168.23,NNW,,08,103,39.5211,-105.305,1287.9,1267.9,CSQ,,Jefferson,Off-Air,Fort Collins to Colorado Springs.,Colorado Repeater Association (CRA),CCARC,2017-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,168.5,NNW,,08,59,39.5148,-105.353,147.12,147.72,88.5,88.5,Jefferson,On-Air,Denver metro and east.,Aurora Repeater Association,CCARC,2016-01-17,,,E-power.,,http://www.n0ara.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,100,NM5SC,"Placitas, La Madera",NM,OPEN,A,,168.62,SW,,35,9768,35.30749893,-106.45700073,147.08,147.68,100,,Sandoval,On-Air,"Wide area: Sandia Mtns, Edgewood, Moriarty, Madrid, Golden.",Sandoval County ARES,NMFCC,2017-02-10,,,"Linked, e-power.",,http://www.nmscares.org,,,,DM65SH,,ARRL,,,28176,,,,,,25,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,,168.95,N,,08,5,39.6072998,-104.74099731,145.4,144.8,100,,Arapahoe,On-Air,Greater Denver area.,Castle Rock Repeater Group,CCARC,2019-03-09,,,"Autopatch, e-power.",,,,,,,"Full-time to 448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,88.5,N5DFQ,Guymon,OK,OPEN,,,170.11,ESE,,40,4418,36.68280029,-101.48200226,147.15,147.75,88.5,,Texas,On-Air,,DBARC,ORSI,2014-01-27,,,"Linked, WX.",,http://caprockintertie.org/,,,,,Full-time to the Caprock Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,,170.45,N,ON - IDLE,08,8741,39.62799835,-104.75800323,145.19,144.59,151.4,131.8,Arapahoe,On-Air,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",N0OBA,,2018-02-01,,,Autopatch (please contact trustee).,,,,,,DM79OP,,,10079,,,,,,,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott","""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,D,171.16,NNW,,08,16783,39.2653,-106.182,445.05,440.05,,,Lake,On-Air,,K2AD,CCARC,2018-07-07,,,,,http://www.rmham.org/,,,,,,Rocky Mountain Ham Radio,,,,,yes,7,,,,,,310852,"Open Talkgroup View Assignment TS TG Access Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,2,,,,,,,,,,2,,,,,,,,,,,,,,RMHAM,,,,,,,,2,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,,172.21,NNW,,08,172,39.28139877,-106.18599701,145.445,144.845,88.5,,Lake,On-Air,,Colorado Connection,CCARC,2019-08-16,,,E-power (solar).,,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,172.27,NNW,,08,17457,39.6,-105.21,927.9375,902.025,,,Jefferson,On-Air,"Wide area,Denver,Colorado Springs, Pueblo, Loveland. I70 East of Denver to Genoa and I25 North to Loveland &amp; South to Aguilar. I76 East to Atwood",,CCARC,2018-12-23,,,linked to Centennial Cone 927.8375 &amp; Almagre 927.7250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,,172.55,W,,08,8177,37.115,-107.633,147.15,147.75,100,,La Plata,On-Air,Bayfield,,CCARC,2018-01-16,,,E-power.,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,,W5AOX,Sandia Park,NM,OPEN,E,,172.72,SW,Node Offline,35,152,35.1631012,-106.34799957,224.94,223.34,,,Bernalillo,Off-Air,,W5AOX,NMFCC,2018-05-21,,,Remote base.,,http://www.qsl.net/w5aox/,,,,DM65TD,"Full-time to 444.15000 (W5AOX) at Sandia park, NM .",,3061,,,,,,,,,,,,,,,,,,"CB58 (this selects mem 58, or 146.58.. Enter B and the desired memory number, then unkey) VFO Freq Entry CD14*275D (example is to enter 14.275 MHz) Step Freq UP 1 KHz C2 Step Freq DOWN 1 Khz C1 Select/Toggle through Modes C8 Read Back Current Mode C0 (Zero) Read Current Freq in CW C4 Activate Remote Base Transmit 587 Remote Base Receive Only 576 Toggle RX Preamp C5 Toggle RX 20dB Attenuator C3 Select 80/40M Dipole *1A Select Triband (10-15-20-6M) Beam *1B Select Ringo Ranger 2M vert ant *2A Select 2M + 432 horiz beams *2B Scan Start CA (MUST be in monitor-only mode (576) to scan, Starts from current freq) Scan Stop PTT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,100,W5AOX,Sandia park,NM,OPEN,E,,172.72,SW,Node Offline,35,35,35.1631012,-106.34799957,444.15,449.15,100,,Bernalillo,On-Air,,W5AOX,NMFCC,2017-07-16,,,,,,,,,DM65TD,"Full-time to 224.94000 (W5AOX) at Sandia Park, NM .",,3061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,100,WA6CCB,"Albuquerque, Sandia Peak",NM,CLOSED,,,173.2,SW,,35,11724,35.21829987,-106.4509964,443.75,448.75,100,,Bernalillo,Off-Air,,"WA6CCB, K5RKE",NMFCC,2017-07-21,,,,,,,,,DM65SF,,,,,,,,,,,,Bosque Youth Amateur Radio Net: M-F at 17:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.7,-1,156.7,WB5IUZ,"Albuquerque, Sandia Crest",NM,OPEN,,,173.25,SW,,35,4208,35.21670151,-106.44999695,51.7,50.7,156.7,,Bernalillo,Off-Air,,K5RKE,NMFCC,2017-07-25,,,,,,,,,DM65SF,,,,,,,,,,,Off the air until spring 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.3,5,CC,WR7HLN,"Albuquerque, Sandia Crest",NM,OPEN,,D,173.25,SW,"The First Mac Pass Repeater Group DMR Repeater in New Mexico Sandia Crest 2 miles East of Albuquerque, NM. 10,600 Feet Elevation. 50 watt Hytera RD985 Repeater. Dual Mix with Analog, PL 131.8. Receive Antenna is Directional to the West at 10 db gain, the Transmit antenna is a Celwave PD-1151 8dBd omni pattern. Tower height is 65 feet, repeater antennas are on top. The repeater is working very, very well and no RF Noise issues on the mountain. On the air April 27, 2019.",35,151,35.21670151,-106.44999695,443.3,448.3,,,Bernalillo,On-Air,Wide area.,Mac Pass Repeater Group,NMFCC,2019-12-08,,,Brandmeister Networ on DMR Dual Mix Repeater with Analog on PL Tone 131.8,Yes; analog capable.,http://dmr-montana.net,,,,DM65SF,,,,,,,yes,1,BrandMeister c Record retrieved from radioid.net,,Timeslot 1 3135 (New Mexico) Timeslot 2 31301 (MPRG 1),,,310792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.9,5,CC,KA8JMW,"Albuquerque, Sandia Crest",NM,OPEN,,D,173.42,SW,,35,12414,35.21350098,-106.44999695,442.9,447.9,,,Bernalillo,On-Air,,"Rocky Mountain Ham Radio, NM",NMFCC,2019-12-16,,,TS 1 TG 700 Wide TS 2 TG 719 South TS 2 TG 713 Albuquerque Local TS 2 TG 505 New Mexico,,DMR Radio Site Information,,,,DM65SF,Full-time to the Colorado TRBO System .,,,,,,yes,7,Rocky Mtn c Record retrieved from radioid.net,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,313503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,W0QS,Hugoton,KS,OPEN,,,173.5,ESE,,20,18554,37.1753006,-101.34960175,146.61,146.01,123,123,Graham,On-Air,,,,2020-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.6,5,100,K5FSB,"Albuquerque, Sandia Peak",NM,OPEN,,,173.57,SW,,35,31,35.20890045,-106.4469986,442.6,447.6,100,,Bernalillo,On-Air,Wide area.,URFMSI,NMFCC,2017-01-15,,,Closed autopatch.,,http://www.urfmsi.org/wp/repeaters/analog/gary-diamond-repeater,,,,DM65SF,,,,,,,,,,,"Voting receiver. 10,680'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.1,5,162.2,KB5GAS,"Albuquerque, Sandia Crest",NM,OPEN,I,,173.57,SW,,35,28,35.20890045,-106.4469986,442.1,447.1,162.2,,Bernalillo,On-Air,Wide area.,Albuquerque Gas Balloon Assoc,,2017-07-08,,,E-power.,,,,,,DM65SF,,,,3676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,"Albuquerque, Sandia Crest",NM,OPEN,I,,173.57,SW,,35,203,35.20890045,-106.4469986,442.75,447.75,162.2,,Bernalillo,On-Air,,,,2015-04-30,,,10,,,,,,DM65SF,,,,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,,173.57,SW,,35,15,35.20890045,-106.4469986,145.29,144.69,100,,Bernalillo,On-Air,,New Mexico Mega Link Assoc,NMFCC,2017-03-02,,,10,,http://nm5ml.com/,,,,DM65SF,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.325,5,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,,173.57,SW,,35,37,35.20890045,-106.4469986,444.325,449.325,100,,Bernalillo,On-Air,Wide area.,,NMFCC,2018-01-07,,,10,,,,,,DM65SF,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.33,-0.6,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,,173.57,SW,,35,16,35.20890045,-106.4469986,145.33,144.73,100,,Bernalillo,On-Air,Wide area.,Amateur Radio Caravan Club of New Mexico,NMFCC,2015-12-28,,,E-power.,,http://caravanradio.org/,,,,DM65SF,"Full-time to 444.00000 (W5CSY) at Albuquerque, Sandia Crest, NM .",,,,,,,,,,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,,173.57,SW,,35,34,35.20890045,-106.4469986,444,449,100,,Bernalillo,On-Air,Wide area.,Amateur Radio Caravan Club of New Mexico,NMFCC,2017-07-16,,,E-power.,,http://www.caravanradio.org,,,,DM65SF,"Full-time to 145.33000 (W5CSY) at Albuquerque, Sandia Crest, NM .",,,,,,,,,,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.8,5,,W5MPZ,"Albuquerque, Sandia Crest",NM,OPEN,,S,173.6,SW,,35,9295,35.21030045,-106.44999695,443.8,448.825,,,Bernalillo,On-Air,Wide area;,Sandia National Laboratories ARC,NMFCC,2017-07-08,,,,,,yes,W5MPZ (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,,173.62,NNW,,08,10827,39.2508,-106.293,147.24,147.84,156.7,156.7,Lake,On-Air,,,CCARC,2019-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,,174.03,W,,35,15644,36.8,-107.62,147.36,147.96,100,,San Juan,On-Air,,,NMFCC,2018-01-15,,,,,http://www.sjcham.com,,,,,Full-time to the San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,,174.83,E,,20,15098,38.46969986,-101.75299835,442.175,447.175,156.7,,Greeley,On-Air,,WKARC,,2019-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,141.3,K0ECT,"Ulysses, Wagon Bed Springs",KS,OPEN,,,174.9,ESE,,20,4110,37.40299988,-101.33300018,444.525,449.525,141.3,141.3,Grant,On-Air,,SKECT,Kansas Repeater Council,2019-05-07,,,E-power.,,http://skect.org/default.aspx,,,,DM97IJ,Full-time to the SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,S,175.42,N,,08,8207,39.69670105,-104.80999756,449.15,444.15,,,Arapahoe,On-Air,,Colorado Amateur Repeater Network (CARN),CCARC,2012-11-12,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,175.88,NNW,,08,73,39.6333,-105.317,145.34,144.74,103.5,127.3,Jefferson,On-Air,Wide area.,Rocky Mtn Radio League,CCARC,2019-08-15,,,E-power.,,Repeater,,,,,,,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,175.88,NNW,,08,10932,39.6333,-105.317,145.175,144.575,,,Clear Creek,On-Air,,Rocky Mountain Ham Radio,CCARC,2018-11-25,,,700,,Rocky Mountain Ham Radio,,,,,,,,,,,yes,7,,,Voice ID is required for data/GPS/text on TG 705,,,310810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,,176.16,NNW,,08,24,39.4439,-105.969,147.39,147.99,88.5,123,Summit,On-Air,Wide area.,Colorado Connection,CCARC,2015-01-30,,,12,,Breckenridge Repeater,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-. This machine has a split tone, 88.5 rx and 123.0 tx",Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.35,5,100,WA5OLD,Rio Rancho,NM,OPEN,,,176.21,SW,,35,140,35.27550125,-106.61799622,442.35,447.35,100,,Sandoval,On-Air,,WA5OLD,NMFCC,2017-07-21,,,Autopatch.,,,,,,DM65QG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.48,-1.6,100,K6LIE,"Albuquerque, Northeast Heights area",NM,OPEN,I,,176.44,SW,,35,3113,35.19670105,-106.51000214,224.48,222.88,100,,Bernalillo,On-Air,Entire Albuquerque Area,K6LIE,NMFCC,2015-01-12,,,,,,,,,DM65RE,,High Desert ARC of New Mexico,,3285,,,,,,,Moved to new location and added PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,,176.84,WNW,,08,209,37.79330063,-107.6289978,147.375,147.975,156.7,,San Juan,On-Air,Wide area.,,CCARC,2018-01-15,,,13,,http://www.sjcham.com,,,,DM67ET,"Part-time to 146.67000 (K0EP) at Durango, Eagle Pass, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,177.06,N,,08,85,39.68220139,-105.14299774,147.33,147.93,100,,Jefferson,On-Air,Metro Denver and the foothills.,Denver Radio Club,CCARC,2017-03-31,,,E-power.,,DRC Repeaters,,,,,,,,,,,,,,,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,177.06,N,,08,267,39.68220139,-105.14299774,224.38,222.78,100,100,Jefferson,On-Air,,Denver Radio Club,CCARC,2017-03-11,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,CSQ,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,177.06,N,,08,8215,39.68220139,-105.14299774,449.775,444.775,,,Jefferson,On-Air,Metro Denver,Denver Radio Club,CCARC,2019-09-06,yes,Open ↑ / Open ↓,Yaesu Digital Only,,Denver Radio Club,,,,DM79KQ,,,,,,,,,,,"YSF digital only, no analog FM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,177.31,NNW,,08,10514,39.67340088,-105.21800232,53.17,52.67,107.2,,Jefferson,On-Air,"I-70,I-76,I-25,I-225",N6LXX,CCARC,2019-03-25,,,,,,,,,,Full-time to the N6LXX System .,N6LXX,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,177.31,NNW,,08,10513,39.67340088,-105.21800232,447.875,442.875,107.2,107.2,Jefferson,On-Air,"I-70,I-76,I-25,I-225",N6LXX,CCARC,2017-03-09,,,,,,,,,,Full-time to the N6LXX System .,N6LXX,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC,N0SZ,"Breckenridge, Baldy",CO,OPEN,,D,177.33,NNW,,08,16780,39.459,-105.979,445.0875,440.0875,,,Fremont,On-Air,,K2AD,,2018-02-01,,,,,http://www.rmham.org/,,,,,,Rocky Mountain Ham Radio,,,,,yes,7,,,,,,310830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,100,K5BIQ,"Albuquerque, BCFD Fire Station 35",NM,OPEN,,,177.69,SW,,35,15613,35.17350006,-106.51000214,145.13,144.53,100,100,Bernalillo,On-Air,,BERNCO OEM,NMFCC,2018-06-16,,,,,http://bc-ares.org/wordpress/,,,,DM65RE,"Full-time to 145.15000 (K5BIQ) at Tijeras, Cedro Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,CC,N5QD,Corrales,NM,OPEN,,D,177.76,SW,Static Talkgroups: 93 - North America - Slot 1 3135 - New Mexico - Slot 2 3176 - Southwest USA - Slot 2,35,16498,35.2378006,-106.60700226,443.2,448.2,,,Sandoval,On-Air,,,,2019-12-08,,,Brandmeister,,http://brandmeister.network/?page=repeater&amp;id=313513,,,,,,,,,,,yes,1,Brandmeister c Record retrieved from radioid.net,,,,,313513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,,177.78,N,,08,92,39.72940063,-104.83100128,448.5,443.5,100,,Denver,On-Air,Greater Denver area.,Castle Rock Repeater Group,CCARC,2017-03-11,,,E-power.,,,,,,,"Full-time to 145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,,177.79,N,,08,8202,39.72940063,-104.83200073,448.4,443.4,94.8,,Arapahoe,On-Air,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,,177.79,N,,08,8199,39.72940063,-104.83200073,448.275,443.275,156.7,,Arapahoe,On-Air,,W0BG,CCARC,2013-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,Aurora,CO,OPEN,,,177.79,N,,08,8743,39.72940063,-104.83200073,449.95,444.95,77,77,Arapahoe,On-Air,Primarily to the North along I-25 corridor,W9SL Owner,CCARC,2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,Y,177.79,N,,08,16032,39.72940063,-104.83200073,448.825,443.825,,,Arapahoe,On-Air,,,,2017-12-13,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,30584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,178.37,N,,08,8204,39.70460129,-105.1230011,448.75,443.75,100,100,Jefferson,Off-Air,Local.,,CCARC,2019-08-23,,,E-power.,,,,,,DM79KQ,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,178.7,NNW,,08,105,39.70080185,-105.1780014,53.09,51.39,107.2,,Jefferson,On-Air,Metro Denver area.,Denver Radio Club,CCARC,2017-03-11,,,E-power.,,DRC Repeaters,,,,DM79JQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,,178.99,WNW,,08,210,37.81190109,-107.66400146,447.525,442.525,127.3,,San Juan,On-Air,Wide area.,KB5ITS,CCARC,2014-06-30,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,67,NM5ML,"Tijeras, Cedro Peak",NM,OPEN,,,179.02,SW,,35,173,35.05310059,-106.35099792,147.34,147.94,67,,Bernalillo,On-Air,Wide area,,NMFCC,2018-01-07,,,7,,,,,,DM65TB,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,100,K5BIQ,"Tijeras, Cedro Peak",NM,OPEN,,,179.05,SW,,35,15614,35.0530014,-106.35199738,145.15,144.55,100,100,Bernalillo,On-Air,,BERNCO OEM,NMFCC,2018-06-16,,,,,http://bc-ares.org/wordpress/,,,,DM65TB,"Full-time to 145.13000 (K5BIQ) at Albuquerque, BCFD Fire Station 35, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,,179.05,WNW,,08,16605,37.8119,-107.665,145.325,144.725,127.3,,San Juan,On-Air,,,CCARC,2018-01-15,,,Solar powered,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,,179.05,WNW,,08,16624,37.8119,-107.665,444,449,67,,San Juan,On-Air,,,,2018-08-03,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
