Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update,Coverage,Features,Links,Notes,Downlink Tone,Op Status,Affiliate,Nets,Web links,EchoLink,IRLP,AllStar,Grid,Commands,DMR Enabled,Color Code,DMR ID,Wide Network,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,D-STAR Enabled,Node,Sources,Rocky Mountain Wide,Feed,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Local Network,YSF Digital Enabled,DG-ID,Devilshead Local,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,IPSC Network,Bandwidth,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,Location Photo,Worldwide,English,TAC 310,WIRES-X,Eastern Colorado,TAC 311,Colorado Chat,Mountain Reg USA,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Wyoming,WyLOCAL,Europe,Southwest USA
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,Y,117.96,ESE,,08,17349,39.7506,-105.123,448.35,443.35,,Jefferson,,Denver Water Amateur Radio Club (DWARC),CCARC,2018-10-02,Denver Metro and surrounding,,,,,On-Air,,,http://www.DWARC.com,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,118.69,SE,,08,15900,39.1525,-105.164,446.875,441.875,,Douglas,,W0VG,CCARC,2018-01-27,,,Full-time to the Colorado TRBO System .,,,On-Air,RMHAM,,http://www.rmham.org,,,,,,yes,6,310846,,RMHAM,"Open Talkgroup View Assignment TS TG Access Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,,119.51,S,,08,63,37.8492,-106.926,146.925,146.325,,Mineral,,Creede ARC,CCARC,2012-11-12,,,,WA0JS license expired,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,119.68,ESE,,08,7193,39.2648,-105.114,446.925,441.925,,Douglas,,,CCARC,2018-12-23,,,Full-time to the Colorado TRBO System .,See the website for programming info.,,On-Air,,,Rocky Mountain Ham Radio,,,,,,yes,8,310817,,,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,119.68,ESE,,08,8190,39.2648,-105.114,447.525,442.525,146.2,Douglas,,EmComm Colorado,CCARC,2015-06-17,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",146.2,On-Air,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,,120.26,E,,08,16,40.0556,-105.157,146.76,146.16,100,Boulder,,Rocky Mtn VHF Soc,CCARC,2017-03-11,Wide area.,5,,ARES primary repeater. Voting Receivers: RX Location Tone Pitch PL Gunbarrel single beep low 100.0 Lousville single beep low 100.0 Lyons double beep high followed by medium 100.0 Louisville #2 double beep high followed by low 100.0,,On-Air,Boulder County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,,121.52,S,,08,16605,37.8119,-107.665,145.325,144.725,127.3,San Juan,,,CCARC,2018-01-15,,Solar powered,,,,On-Air,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,,121.52,S,,08,16624,37.8119,-107.665,444,449,67,San Juan,,,,2018-08-03,,,,,,On-Air,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,,121.52,S,,08,210,37.8119,-107.664,447.525,442.525,127.3,San Juan,,KB5ITS,CCARC,2014-06-30,Wide area.,E-power.,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,,121.69,E,,08,26,39.9206,-105.086,448.925,443.925,131.8,Boulder,,W0LMA,CCARC,2019-06-19,,,,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,,121.69,E,,08,266,39.9206,-105.086,449.825,444.825,103.5,Boulder,,Rocky Mountain Radio League,CCARC,2019-06-19,Along the foothills and into Boulder where the 94 repeater is shadowed.,6,,,,Off-Air,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,,122.29,S,,08,14923,37.7933,-107.055,449.525,444.525,100,Mineral,,N0PKT,,2017-01-06,,,Full-time to the The Fun Machine System .,,100,On-Air,The Fun Machine,,,,,43265,DM67lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,,122.52,S,,08,209,37.7933,-107.629,147.375,147.975,156.7,San Juan,,,CCARC,2018-01-15,Wide area.,13,"Part-time to 146.67000 (K0EP) at Durango, Eagle Pass, CO .",,,On-Air,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,,123.24,ESE,Node Offline,08,8208,39.8367,-105.037,449.3,444.3,100,Adams,,N1UPS,CCARC,2017-04-24,,,,,,On-Air,,,,43699,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,125.1,ESE,ON - IDLE,08,83,39.1755,-105.034,147.225,147.825,107.2,Douglas,,Colorado Repeater Association (CRA),CCARC,2017-11-13,Wide area,Closed autopatch,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",,107.2,On-Air,CRA VHF Link System,"CRA Net, Sunday 9AM",Colorado Repeater Association,347086,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,125.1,ESE,,08,16547,39.1755,-105.034,448.425,443.425,107.2,Douglas,,Colorado Repeater Association (CRA),,2017-11-14,Wide area,,"Full-time to 147.10500 (WA0DE) at Simla, CO .",,107.2,On-Air,ARESDEC,,http://www.w0cra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,125.11,ESE,,08,15903,39.1749,-105.034,449.975,444.975,100,Douglas,,K0JSC,CCARC,2017-04-21,,Simulcast and Voted with Cedarwood and Methodist.,Full-time to the The Fun Machine System .,"Can be linked to Allstar, Echolink and others by a Sysop",100,On-Air,The Fun Machine,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,,125.17,ESE,,08,8196,39.7376,-104.985,447.925,442.925,100,Denver,,RADOPS El Jebel Shriners,CCARC,2014-07-03,,,,,100,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,,125.17,ESE,,08,8195,39.7376,-104.985,447.9,442.9,CSQ,Denver,,WB0TPT,CCARC,2017-03-11,,,,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,S,125.17,ESE,,08,8212,39.7376,-104.985,449.65,444.65,,Denver,,Colorado Amateur Repeater Network (CARN),CCARC,2012-11-16,,,,,,On-Air,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,S,125.17,ESE,,08,8213,39.7376,-104.985,449.675,444.675,,Denver,,Colorado Amateur Repeater Network (CARN),CCARC,2012-11-16,,,,,,On-Air,,,,,7708,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,,125.18,ESE,ON - IDLE,08,12216,39.7552,-104.987,447.175,442.175,100,Denver,,W0JRL,CCARC,2015-05-15,,,,,100,On-Air,,,,201712,,29997,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC,W1VAN,"Red Feather Lakes, Red Feather Lakes",CO,OPEN,,D,125.2,NE,,08,17821,40.8076,-105.617,447.6,442.6,,Larimer,,W1VAN,,2019-05-11,Covers Red Feather Lakes Area,Brandmeister Network,,,,On-Air,W0DMR,,http://www.w0dmr.org,,,,,,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,,125.23,ESE,,08,75,39.7392,-104.984,145.475,144.875,100,Jefferson,,Intermountain Repeater Group,CCARC,2015-05-22,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",E-power.,,,,On-Air,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,,125.23,ESE,,08,79,39.7392,-104.984,146.715,146.115,123,Denver,,EARS,CCARC,2017-04-09,,E-power.,,,123,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,,125.23,ESE,,08,91,39.7392,-104.984,448.075,443.075,123,Denver,,W0IG,CCARC,2017-03-11,,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,,125.23,ESE,,08,93,39.7392,-104.984,448.55,443.55,82.5,Denver,,HPRA,CCARC,2017-03-11,,E-power.,,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,,125.42,E,Node Offline,08,176,40.1672,-105.101,448.525,443.525,151.4,Boulder,,N0EPA,CCARC,2019-06-19,,,,,,On-Air,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,,125.42,E,,08,175,40.1672,-105.101,147.27,147.87,100,Boulder,,Longmont ARC (LARC),CCARC,2017-03-11,Wide area: Northern Colorado.,"Closed autopatch, e-power, EchoLink.","Linkable to 448.80000 (W0ENO) at Longmont, CO .",,100,On-Air,,,http://w0eno.org/?q=node/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,,125.42,E,,08,177,40.1672,-105.101,448.8,443.8,88.5,Boulder,,Longmont ARC,CCARC,2017-03-11,,30,"Linkable to 147.27000 (W0ENO) at Longmont, CO .",,88.5,On-Air,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,,126.4,E,,08,185,39.8856,-104.987,147.045,147.645,123,Adams,,Northglenn RA,CCARC,2017-04-10,,E-power.,,,CSQ,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,127.01,SE,,08,33,38.5386,-105.349,449,444,67,Fremont,,WB0WDF,CCARC,2012-06-14,,"E-power (Solar, Wind)",Full-time to the Mega-Link System .,North of the Royal Gorge Bridge.,67,On-Air,,,Mega Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,127.27,SE,,08,8193,38.9939,-105.057,447.675,442.675,179.9,Teller,,Mountain Amateur Radio Club (MARC),CCARC,2014-05-22,,E-power.,,,179.9,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,127.27,SE,,08,3750,38.9938,-105.057,927.9,902.9,D205,Teller,,MARC,CCARC,2012-11-10,,,,,D205,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,127.32,SE,,08,249,38.9939,-105.056,145.415,144.815,179.9,Teller,Unknown,MARC,CCARC,2012-11-12,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,127.32,SE,,08,252,38.9939,-105.056,449.025,444.025,141.3,Teller,Unknown,Mountain Amateur Radio Club (MARC),CCARC,2012-11-10,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,127.32,SE,,08,250,38.9939,-105.056,146.82,146.22,107.2,Teller,,Mountain ARC,CCARC,2016-11-17,,E-power.,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,On-Air,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,127.32,SE,,08,251,38.9939,-105.056,448.65,443.65,107.2,Teller,,Mountain ARC (MARC),CCARC,2016-11-17,,E-power.,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,,On-Air,MARC,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,127.75,SE,,08,65,38.7466,-105.178,147.015,147.615,107.2,Teller,,Mountain ARC,CCARC,2016-11-17,,E-power.,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,,On-Air,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,127.75,SE,,08,64,38.7466,-105.178,145.46,144.86,67,Teller,,WB0WDF,CCARC,2012-06-15,,"E-power, 100% Solar",,,,On-Air,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,127.75,SE,,08,7203,38.7466,-105.178,224.94,223.34,67,Teller,,,CCARC,2012-06-18,,,,,,Testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,127.75,SE,,08,66,38.7467,-105.178,447.4,442.4,67,Teller,,WB0WDF,CCARC,2012-06-15,,"E-power, Solar, Remote Base",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,127.75,SE,,08,67,38.7466,-105.178,1287.7,1267.7,67,Teller,,WB0WDF,CCARC,2012-06-18,,,,Testing in Canon City,,Testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,128.06,SE,,08,9503,38.9878,-105.044,449.325,444.325,103.5,Teller,,KA4EPS,CCARC,2019-04-01,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",E-power. Allstar Node 27976,,Node # 27976,103.5,On-Air,Amateur Radio Motorcycle Club,Sunday 1900 MST Tuesday 1900 MST,http://www.ka4eps.com,,,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,Y,128.31,NNE,Node Offline,56,15436,41.0972,-105.977,147.015,147.615,146.2,Albany,,"Albany County ARES/RACES, University Amateur Radio",,2017-02-24,Albany County,,,,,On-Air,,,http://www.uwyo.edu/uarc/,82070,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,,128.34,WSW,,49,13042,38.5286,-109.322,146.76,146.16,88.5,Grand,,Sinbad Desert ARC,UVHFS,2017-11-04,Moab and immediate surroundings.,,,8,,On-Air,,,http://www.sdarc.us/repeaters/bald.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,,128.48,WSW,,49,52,38.5286,-109.325,449.1,444.1,107.2,Grand,,Grand Mesa Repeater Association (GMRA),UVHFS,2017-11-04,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",8,,,107.2,On-Air,,RACES Wed. 1930 hours,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,128.69,NE,,08,5853,40.6111,-105.324,447.7,442.7,100,Larimer,,Northern Colorado Amateur Radio Club,,2014-09-02,Wide Area Coverage,,"Linkable to 146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO . Linkable to 146.85000 (W0UPS) at Greeley, UNC, CO . Full-time to 224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,100,On-Air,,,http://ncarc.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25.9,,KI0HC,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,128.73,NE,,08,18424,40.61669922,-105.32800293,927.875,902.025,,Larimer,,RM Ham,CCARC,2020-01-01,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,Full-time to the The 900 P25 Network System .,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2,-5,CC,N0SZ,"Fort Collins, Buckhorn Mountain",CO,OPEN,,D,128.79,NE,,08,18418,40.61700058,-105.32700348,445.2,440.2,,Larimer,,RMHAM,,2019-12-28,,,,,,On-Air,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,https://www.rmham.org/wordpress/dmr-radio-site-information/,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,128.79,NE,,08,246,40.617,-105.327,146.625,146.025,100,Larimer,,Northern Colorado ARC,CCARC,2017-03-11,Wide area: Northern front range.,E-power.,"Linkable to 146.85000 (W0UPS) at Greeley, UNC, CO . Linkable to 224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,100,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,128.79,NE,,08,3660,40.617,-105.327,224.84,223.24,100,Larimer,,Northern Colorado ARC,,2019-08-23,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY","E-power, 25 watts.","Full-time to 447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,100,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,130.39,E,,08,179,40.3985,-105.125,147.195,147.795,100,Larimer,,Loveland Repeater Assoc,CCARC,2016-08-18,,"Closed autopatch, e-power.",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,CC,N0KEG,Centennial,CO,OPEN,,DS,130.41,ESE,,08,17676,39.5807,-104.877,147.315,147.915,,Arapahoe,Unknown,N0KEG,,2019-03-21,"Southeast metro Denver area. Parker, Centennial, SE Aurora, Elizabeth, Franktown, Castle Rock.",,,,,,Parker Radio Association,Monday 8pm. Colorado Link Digital Net. Repeater is used in DSTAR mode for this net.,https://www.parkerradio.org,,,,,,yes,1,,,,,,,,yes,N0KEG (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,,130.53,SSW,,08,208,37.6992,-107.806,147.27,147.87,127.3,San Juan,,KB5ITT,CCARC,2017-04-14,Wide area.,E-power.,,,,On-Air,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,131.3,SE,ON - IDLE,08,8740,39.136,-104.927,145.19,144.59,131.8,Douglas,,N0OBA Owner,,2018-10-25,Wide area coverage at 8300,,,,131.8,On-Air,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,,131.73,E,ON - IDLE,08,123,40.5397,-105.196,145.115,144.515,100,Larimer,,Northern Colorado ARC,CCARC,2016-10-25,Wide area.,7,,,100,On-Air,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,131.73,E,,08,275,40.5397,-105.196,224.52,222.92,100,Larimer,,Northern Colorado ARC,CCARC,2018-03-21,,E-power.,,,100,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,131.73,E,,08,126,40.5397,-105.196,447.275,442.275,100,Larimer,,Northern Colorado ARC,CCARC,2018-07-23,Wide area.,"Closed autopatch, e-power.",,,100,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,131.84,SE,,08,44,38.84,-105.04,146.97,146.37,100,El Paso,,Pikes Peak FM Assoc,CCARC,2019-08-16,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",e-power.,"Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,On-Air,,listed on http://ppfma.org,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,
