Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Affiliate,Last update,Op Status,Sponsor,Coordination,Web links,Downlink Tone,Features,Links,IRLP,Commands,Notes,Nets,EchoLink,DMR Enabled,Color Code,DMR ID,Wide Network,AllStar,D-STAR Enabled,Node,Sources,Grid,Talkgroups,Rocky Mountain Wide,Southern Colorado,Talkgroup Network,Central Regional,Northern Colorado Regional,P-25 Digital Enabled,NAC,Default Reflector,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Devilshead Local,Mixed-Mode,Bandwidth,Eastern Colorado,YSF Digital Enabled,DG-ID,Local Network,TAC 311,Colorado,Colorado Chat,IPSC Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,WIRES-X,Worldwide English,Local/Cluster,N. Colorado
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,152.61,E,,08,84,39.6781,-105.487,147.3,147.9,103.5,Clear Creek,,Wide area.,,2017-03-11,On-Air,Denver PD EEB,CCARC,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,152.81,E,,08,8250,39.6732,-105.48,449,444,136.5,Clear Creek,,,,2017-03-11,On-Air,CARN,CCARC,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,153.2,E,,08,95,39.7425,-105.514,449.05,444.05,107.2,Denver,,Wide area.,,2012-11-20,On-Air,WG0N,CCARC,,107.2,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,136.5,K7SDC,"Hanksville, Ellen Peak",UT,OPEN,EI,,154.68,WSW,ON - IDLE,49,56,38.0726,-110.795,147.08,147.68,136.5,Wayne,,"Wide area: Areas around the Henry Mountain range in southeastern Utah including Hanksville, Hite, Boulder, Escalante, and Bullfrog.",,2018-08-11,On-Air,Sinbad Desert ARC,UVHFS,http://sdarc.us/repeaters/mt-ellen.html,,"Closed autopatch, remote base.",Full-time to the Sinbad Desert (SDARC) System .,3270,,11,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,154.73,ESE,ON - IDLE,08,7185,38.4301,-105.232,447.975,442.975,100,Fremont,,Canon City area. Repeater Coverage Map,,2017-03-11,On-Air,K0JSC,CCARC,http://www.k0jsc.com,100,Autopatch.,Full-time to the The Fun Machine System .,7301,,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,363976,,,,,28368,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,155.05,E,,08,59,39.5148,-105.353,147.12,147.72,88.5,Jefferson,,Denver metro and east.,,2016-01-17,On-Air,Aurora Repeater Association,CCARC,http://www.n0ara.org,88.5,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,155.8,ESE,,08,65,38.7466,-105.178,147.015,147.615,107.2,Teller,,,,2016-11-17,On-Air,Mountain ARC,CCARC,,,E-power.,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,155.8,ESE,,08,64,38.7466,-105.178,145.46,144.86,67,Teller,,,RGARC,2012-06-15,On-Air,WB0WDF,CCARC,,,"E-power, 100% Solar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,155.8,ESE,,08,7203,38.7466,-105.178,224.94,223.34,67,Teller,,,,2012-06-18,Testing,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,155.8,ESE,,08,66,38.7467,-105.178,447.4,442.4,67,Teller,,,,2012-06-15,On-Air,WB0WDF,CCARC,,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,155.8,ESE,,08,67,38.7466,-105.178,1287.7,1267.7,67,Teller,,,,2012-06-18,Testing,WB0WDF,CCARC,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,156.05,E,,08,9580,39.7189,-105.44,447.85,442.85,141.3,Clear Creek,,Wide area at 9500',Rocky Mountain Ham Radio,2019-08-23,Off-Air,AC0KQ,CCARC,,141.3,AllStar node repeater providing wide area coverage along the Front Range,,,,,,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,,157.16,NNW,,49,181,40.7396,-109.484,147.04,147.64,136.5,Uintah,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,2015-03-09,On-Air,Borderline ARC,UVHFS,,,E-power.,Full-time to the Sinbad Desert (SDARC) System .,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,103.5,WC3W,Grand Lake,CO,OPEN,A,,157.28,NE,,08,18131,40.2392,-105.847,449.425,444.425,103.5,Clear Creek,,"Grand Lake, CO",,2019-09-21,On-Air,,,,103.5,,,,,Linked to the Allstar Florida Hub,Sunday and Tuesday nights at 7 PM MT,,,,,,45202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,157.61,E,,08,103,39.5211,-105.305,1287.9,1267.9,CSQ,Jefferson,,Fort Collins to Colorado Springs.,,2017-10-07,Off-Air,Colorado Repeater Association (CRA),CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,,N7PQD,Duchense,UT,OPEN,,,157.75,NW,,49,152,40.1547,-110.392,147.26,147.86,,Duchesne,,"Tabby mountain and nearby communities including Duchesne, Roosevelt, and Vernal.",,2016-05-07,On-Air,Borderline ARC,UVHFS,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,,157.97,NNW,,49,24,40.7517,-109.487,145.49,144.89,136.5,Uintah,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,2014-01-20,On-Air,"W7BYU, Borderline ARC",UVHFS,,,"Autopatch, 8,506', linked to (147.320).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,158.66,ESE,,08,15900,39.1525,-105.164,446.875,441.875,,Douglas,,,RMHAM,2018-01-27,On-Air,W0VG,CCARC,http://www.rmham.org,,,Full-time to the Colorado TRBO System .,,,,,,yes,6,310846,,,,,,,"Open Talkgroup View Assignment TS TG Access Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,2,RMHAM,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,88.5,K7GX,"Price, Wood Hill",UT,OPEN,EI,,158.71,WNW,ON - IDLE,49,10058,39.6111,-110.812,147.2,147.8,88.5,Carbon,,,,2018-05-20,On-Air,,UVHFS,,,,,3270,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,,K7GX,"Price, Wood Hill",UT,OPEN,EI,,158.71,WNW,ON - IDLE,49,10061,39.6111,-110.812,448.3,443.3,,Carbon,Unknown,,,2013-08-05,,,UVHFS,,,,,3270,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,88.5,W7CEU,"Price, Wood Hill",UT,OPEN,,,158.73,WNW,,49,78,39.6119,-110.812,145.43,144.83,88.5,Carbon,Unknown,Price.,,2008-07-11,,,UVHFS,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.5,-1.6,88.5,W7CEU,"Price, Wood Hill",UT,OPEN,,,158.73,WNW,,49,2764,39.6119,-110.812,224.5,222.9,88.5,Carbon,Unknown,,,2008-11-25,,College of Eastern Utah ARC,UVHFS,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,88.5,W7CEU,"Price, Wood Hill",UT,OPEN,,,158.73,WNW,,49,2765,39.6119,-110.812,448.3,443.3,88.5,Carbon,Unknown,Price.,,,,College of Eastern Utah ARC,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,,159.4,NNE,,08,244,40.6494,-106.382,145.16,144.56,88.5,Jackson,,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",,2017-01-06,On-Air,Colorado Connection,CCARC,,123,8,Full-time to the Colorado Connection System .,,,Part of the Colorado Connection system of repeaters.,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,,159.46,E,,08,201,39.9172,-105.501,224.6,223,100,Gilpin,Unknown,,,2012-11-10,,W0RM,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,159.72,E,,08,73,39.6333,-105.317,145.34,144.74,103.5,Jefferson,,Wide area.,,2019-08-15,On-Air,Rocky Mtn Radio League,CCARC,Repeater,127.3,E-power.,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,159.72,E,,08,10932,39.6333,-105.317,145.175,144.575,,Clear Creek,,,,2018-11-25,On-Air,Rocky Mountain Ham Radio,CCARC,Rocky Mountain Ham Radio,,700,,,,Voice ID is required for data/GPS/text on TG 705,,,yes,7,310810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,160.93,E,,08,82,39.7525,-105.359,146.985,146.385,100,Denver,,,,2016-09-05,On-Air,El Jebel RADOPS,CCARC,,100,E-power.,,3346,,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,160.93,E,,08,140,39.7525,-105.359,145.28,144.68,100,Jefferson,,Wide area.,,2015-05-22,On-Air,,CCARC,Intermountain Repeater Group,,"Closed autopatch, e-power, linked.","Full-time to 449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,"PL is usually off, allowing use by older transceivers.",Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,160.93,E,,08,138,39.7525,-105.359,449.525,444.525,CSQ,Jefferson,,,,2015-05-23,On-Air,KE0SJ,CCARC,Intermountain Repeater Group,,E-power.,"Full-time to 145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,,160.93,E,,08,77,39.7525,-105.359,146.64,146.04,100,Jefferson,,Wide area. Repeater Coverage Map,,2017-03-11,On-Air,Denver Radio League,CCARC,DRL Repeaters,,E-power.,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,,,160.98,E,,08,9702,39.7658,-105.366,927.8375,902.025,,Jefferson,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills. Now linked with Almagre 927.7250 for great coverage south,,2018-12-23,On-Air,,CCARC,,,Linked with Chief 927.9375 &amp; Almagre 927.7250 for wide area coverage,,,,The offset is -25.8125,,,,,,,45770,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,160.98,E,,08,7165,39.7657,-105.366,446.7875,441.7875,,Jefferson,,,Brandmeister Network,2017-12-09,On-Air,Denver Radio Club,CCARC,http://www.w0tx.org/,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,160.98,E,,08,112,39.7525,-105.358,448.625,443.625,100,Jefferson,,Denver metro area.,,2017-03-11,On-Air,Denver Radio Club,CCARC,DRC Repeaters,100,E-power.,"Full-time to 145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,,161.93,E,,08,72,39.8875,-105.426,145.31,144.71,88.5,Gilpin,,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",,2019-08-15,On-Air,Colorado Connection,CCARC,,123,10,Full-time to the Colorado Connection System .,,,"Split tone. The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,,161.93,E,,08,97,39.8875,-105.426,449.225,444.225,141.3,Gilpin,,Wide area.,,2015-11-03,On-Air,Rocky Mountain Ham Radio (RMHR),CCARC,,141.3,Emergency Power,,,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,161.94,E,,08,60,39.4703,-105.198,447.5,442.5,88.5,Jefferson,,Wide area.,,2014-04-28,On-Air,Aurora Repeater Association,CCARC,,88.5,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,107.2,AD7ZW,Altamont,UT,OPEN,EI,,162.53,NW,ON - IDLE,49,14977,40.3597,-110.284,147.28,147.88,107.2,Duchesne,,,,2016-11-20,On-Air,AD7ZW,UVHFS,http://ad7zwrepeater.xyz,107.2,Autopatch,,3205,B21 = 911 B22 = Local Public Safety Dispatch (Non Emergency) B3 = 3 Minute Autopatch Extension B0 = Autopatch Disconnect,,,458414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,WB7CBS,Altamont,UT,OPEN,,,162.59,NW,,49,253,40.3594,-110.286,146.74,146.14,100,Duchesne,,,,2015-06-11,Off-Air,,UVHFS,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,162.72,E,,08,7193,39.2648,-105.114,446.925,441.925,,Douglas,,,,2018-12-23,On-Air,,CCARC,Rocky Mountain Ham Radio,,,Full-time to the Colorado TRBO System .,,,See the website for programming info.,,,yes,8,310817,,,,,,,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,162.72,E,,08,8190,39.2648,-105.114,447.525,442.525,146.2,Douglas,,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",Colorado ARES,2015-06-17,On-Air,EmComm Colorado,CCARC,,146.2,,,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,162.96,ESE,,08,3750,38.9938,-105.057,927.9,902.9,D205,Teller,,,,2012-11-10,On-Air,MARC,CCARC,,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,162.97,ESE,,08,8193,38.9939,-105.057,447.675,442.675,179.9,Teller,,,,2014-05-22,On-Air,Mountain Amateur Radio Club (MARC),CCARC,,179.9,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,163.02,ESE,,08,249,38.9939,-105.056,145.415,144.815,179.9,Teller,Unknown,,,2012-11-12,,MARC,CCARC,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,163.02,ESE,,08,252,38.9939,-105.056,449.025,444.025,141.3,Teller,Unknown,,,2012-11-10,,Mountain Amateur Radio Club (MARC),CCARC,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,163.02,ESE,,08,250,38.9939,-105.056,146.82,146.22,107.2,Teller,,,,2016-11-17,On-Air,Mountain ARC,CCARC,,,E-power.,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,163.02,ESE,,08,251,38.9939,-105.056,448.65,443.65,107.2,Teller,,,MARC,2016-11-17,On-Air,Mountain ARC (MARC),CCARC,,,E-power.,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,163.1,E,,08,136,39.7772,-105.329,448.85,443.85,88.5,Jefferson,,"Denver metro, central front range",,2016-01-17,On-Air,Aurora Repeater Assoc,CCARC,ARA Repeaters,88.5,e-power.,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,163.1,E,,08,86,39.7772,-105.329,224,222.4,103.5,Jefferson,,,,2017-03-11,On-Air,Rocky Mountain Radio League,CCARC,Repeater,103.5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,163.1,E,,08,133,39.7772,-105.329,147.15,147.75,100,Jefferson,,"Denver metro, central front range",,2016-01-17,On-Air,Aurora Repeater Assoc (ARA),CCARC,ARA Repeaters,100,e-power,"Linkable to 224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,,163.15,E,,08,265,39.7772,-105.328,449.75,444.75,103.5,Jefferson,,,,2016-12-23,On-Air,Rocky Mtn Radio League,CCARC,Repeater,103.5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,163.15,E,,08,134,39.7772,-105.328,224.74,223.14,88.5,Jefferson,,,,2016-01-17,On-Air,Aurora Repeater Assoc,CCARC,ARA Repeaters,88.5,e-power,,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,,163.15,E,,08,71,39.7772,-105.328,145.22,144.62,103.5,Jefferson,,Wide area.,,2016-12-23,On-Air,Rocky Mtn Radio League,CCARC,Repeater,103.5,8,,,,Talk-Group of $FFFF.,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,163.27,ESE,,08,44,38.84,-105.04,146.97,146.37,100,El Paso,,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,2019-08-16,On-Air,Pikes Peak FM Assoc,CCARC,PPFMA Repeaters,,e-power.,"Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,listed on http://ppfma.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,163.27,ESE,,08,54,38.84,-105.04,448.45,443.45,100,El Paso,,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,2019-03-07,On-Air,Pikes Pk FM Assoc,CCARC,PPFMA Repeaters,,E-power.,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,see http://www.ppfma.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,,163.52,SE,,08,245,38.0411,-105.185,224.32,222.72,88.5,Custer,,,,2016-07-14,Off-Air,Pueblo Ham Club,CCARC,PHC repeaters,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,Pueblo,CO,OPEN,,,163.52,SE,,08,197,38.0411,-105.185,447.175,442.175,88.5,Pueblo,,Wide area: Southeast Colorado.,,2015-04-15,Off-Air,Pueblo HC,CCARC,Pueblo Ham Club,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,163.62,ESE,,08,9503,38.9878,-105.044,449.325,444.325,103.5,Teller,,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",Amateur Radio Motorcycle Club,2019-04-01,On-Air,KA4EPS,CCARC,http://www.ka4eps.com,103.5,E-power. Allstar Node 27976,,,,Node # 27976,Sunday 1900 MST Tuesday 1900 MST,,,,,,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,164.21,E,,08,17457,39.6,-105.21,927.9375,902.025,,Jefferson,,"Wide area,Denver,Colorado Springs, Pueblo, Loveland. I70 East of Denver to Genoa and I25 North to Loveland &amp; South to Aguilar. I76 East to Atwood",,2018-12-23,On-Air,,CCARC,,,linked to Centennial Cone 927.8375 &amp; Almagre 927.7250,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
