Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,YSF Digital Enabled,DG-ID,WIRES-X,County,Grid,Op Status,Coverage,Affiliate,Features,Mixed-Mode,Notes,Last update,Sponsor,Links,EchoLink,IRLP,Nets,Web links,Coordination,Bandwidth,AllStar,Feed,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,On-air,Commands,Local/Cluster,Central Regional,Colorado,REACT,CO-Park County,D-STAR Enabled,Node,Sources,TAC 310,TAC 311,Colorado Chat,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Location Photo,Devilshead Local,Local Network,Northern Colorado Regional,Talkgroup Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,English,DCI Bridge,Texas,COMM 1,Texas/Oklahoma Regional USA,N. Colorado,Mountain Reg USA,Worldwide English
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,,104.24,NNE,Node Offline,08,122,39.30329895,-102.60500336,146.895,146.295,103.5,,,,,Kit Carson,DM89QH,On-Air,,,,,,2018-04-01,Big Sandy ARC,,830619,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,104.88,NW,,08,183,39.09170151,-104.87200165,447.725,442.725,100,100,,,,El Paso,,On-Air,Local.,,30,,,2016-12-10,K0NR,,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,,105.02,W,,08,7189,38.1347,-105.465,147.06,147.66,77,77,,,,Custer,,On-Air,,,E-power,,,2019-08-16,http://www.qsl.net/rghc,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,,105.02,W,,08,248,38.1347,-105.465,448.15,443.15,103.5,103.5,,,,Custer,,On-Air,,,E-power.,,,2017-03-11,Royal George ARC,,,,,http://www.qsl.net/rghc,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,,105.02,W,,08,7192,38.1347,-105.465,927.775,902.775,D116,D116,,,,Custer,,On-Air,,,,,System uses digital PL,2012-06-14,Royal Gorge Amateur Radio Club,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,,105.08,W,,08,15584,38.1347,-105.466,448.325,443.325,100,100,,,,Custer,,On-Air,,The Fun Machine,,,,2017-01-06,,Full-time to the The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,105.08,W,,08,8218,38.1347,-105.466,919.1,894.1,88.5,CSQ,,,,Pueblo,,Off-Air,Wide area.,,,,,2016-07-14,Pueblo HC,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,105.13,WNW,,08,33,38.5386,-105.349,449,444,67,67,,,,Fremont,,On-Air,,,"E-power (Solar, Wind)",,North of the Royal Gorge Bridge.,2012-06-14,WB0WDF,Full-time to the Mega-Link System .,,,,Mega Link,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,106.69,NW,,08,9503,38.9878006,-105.04399872,449.325,444.325,103.5,103.5,,,,Teller,DM78LX,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",Amateur Radio Motorcycle Club,E-power. Allstar Node 27976,,Node # 27976,2019-04-01,KA4EPS,,,,Sunday 1900 MST Tuesday 1900 MST,http://www.ka4eps.com,CCARC,,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,107.45,NW,,08,249,38.9939003,-105.05599976,145.415,144.815,179.9,,,,,Teller,,,,,"Closed autopatch, e-power.",,,2012-11-12,MARC,,,,,,CCARC,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,107.45,NW,,08,252,38.9939003,-105.05599976,449.025,444.025,141.3,,,,,Teller,,,,,Linked.,,,2012-11-10,Mountain Amateur Radio Club (MARC),,,,,,CCARC,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,107.45,NW,,08,250,38.9939003,-105.05599976,146.82,146.22,107.2,,,,,Teller,,On-Air,,,E-power.,,,2016-11-17,Mountain ARC,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,MARC/PCRC: Tue at 19:30.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,107.45,NW,,08,251,38.9939003,-105.05599976,448.65,443.65,107.2,,,,,Teller,,On-Air,,MARC,E-power.,,,2016-11-17,Mountain ARC (MARC),"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,MARC/PCRC: Tue at 19:30.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,107.49,NW,,08,3750,38.99380112,-105.05699921,927.9,902.9,D205,,,,,Teller,,On-Air,,,,,,2012-11-10,MARC,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,107.5,NW,,08,8193,38.9939003,-105.05699921,447.675,442.675,179.9,179.9,,,,Teller,,On-Air,,,E-power.,,,2014-05-22,Mountain Amateur Radio Club (MARC),,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,109.13,NW,ON - IDLE,08,8740,39.13600159,-104.92700195,145.19,144.59,131.8,131.8,,,,Douglas,DM79MD,On-Air,Wide area coverage at 8300,,,,,2018-10-25,N0OBA Owner,,10079,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,S,114.86,NNW,,08,11473,39.39350128,-104.67500305,446.85,441.85,,,,,,Douglas,DM79PJ,On-Air,,,D-Star B module,,,2018-03-18,Parker Radio Association,,,,,http://parkerradio.org,CCARC,,,,,,,,,,,,,,,,,,,yes,K0PRA (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,115.05,NW,,08,15903,39.17490005,-105.03399658,449.975,444.975,100,100,,,,Douglas,,On-Air,,The Fun Machine,Simulcast and Voted with Cedarwood and Methodist.,,"Can be linked to Allstar, Echolink and others by a Sysop",2017-04-21,K0JSC,Full-time to the The Fun Machine System .,,,,The Fun Machine,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,115.08,NW,ON - IDLE,08,83,39.17549896,-105.03399658,147.225,147.825,107.2,107.2,,,,Douglas,DM79LE,On-Air,Wide area,CRA VHF Link System,Closed autopatch,,,2017-11-13,Colorado Repeater Association (CRA),"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",347086,3990,"CRA Net, Sunday 9AM",Colorado Repeater Association,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,115.08,NW,,08,16547,39.17549896,-105.03399658,448.425,443.425,107.2,107.2,,,,Douglas,,On-Air,Wide area 55 mi radius.,ARESDEC,E-Power,,,2020-02-11,Colorado Repeater Association (CRA),"Full-time to 147.10500 (WA0DE) at Simla, CO .",,,,http://www.w0cra.org,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,K0PRA,Parker,CO,OPEN,,D,118.9,NNW,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17292,39.44910049,-104.70300293,445.075,440.075,,,,,,Douglas,,On-Air,,,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,Mixed Mode,2019-11-27,Parker Radio Association,,,,Mondays 20:30 MST,http://www.parkerradio.org,CCARC,,,,yes,1,310844,None c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,119.02,NW,,08,15900,39.15250015,-105.16400146,446.875,441.875,,,,,,Douglas,,On-Air,,RMHAM,,,,2019-11-27,W0VG,Full-time to the Colorado TRBO System .,,,,http://www.rmham.org,CCARC,,,,yes,6,310846,RMHAM c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Central Regional 2 720 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,119.75,NW,,08,8214,38.9797,-105.357,449.7,444.7,107.2,,,,,Park,,,,,,,,2012-11-12,CMRG,,,,,,CCARC,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7375,-25.7,100,KI0HC,Parker,CO,OPEN,,,120.75,NNW,,08,14732,39.53910065,-104.56900024,927.7375,902.025,100,100,,,,Douglas,DM79RM,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,Yes; analog capable.,,2020-01-01,,Full-time to the The 900 P25 Network System .,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,122.48,NW,,08,7193,39.26480103,-105.11399841,446.925,441.925,,,,,,Douglas,DM79KG,On-Air,,,,,See the website for programming info.,2019-11-27,,Full-time to the Colorado TRBO System .,,,,Rocky Mountain Ham Radio,CCARC,,,,yes,8,310817,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,122.48,NW,,08,8190,39.26480103,-105.11399841,447.525,442.525,146.2,146.2,,,,Douglas,DM79KG,On-Air,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",Colorado ARES,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",2015-06-17,EmComm Colorado,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,,123.51,E,,20,3559,38.91389847,-101.59400177,444.6,449.6,146.2,,,,,Wallace,DM98EV,On-Air,US-40 Repeater Coverage Map,,,,Dial 9335 to access K-Link,2019-03-27,WA0VJR,,,3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,156.7,N0OMC,Lakin,KS,OPEN,,,124.26,ESE,,20,3967,37.93579865,-101.26399994,146.985,146.385,156.7,156.7,,,,Kearney,DM97IW,On-Air,"Kearny, Finney and Scott Counties",,E-power,,Linked full time to the Garden City 146.910 and Scott City 146.700 repeaters,2018-09-16,N0OMC,,,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9,-5,,K0PRA,Parker,CO,OPEN,W,Y,124.62,NNW,,08,18248,39.51860046,-104.76100159,446.9,441.9,,,yes,Open ↑ / Open ↓,40895,Arapahoe,,On-Air,Small coverage area in Parker,,Linked to the Colorado Mega digital system,,,2019-11-03,Parker Radio Association,,,,Monday nights 8pm mountain,https://www.parkerradio.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.05,-5,CC,N0KEG,Parker,CO,OPEN,,D,124.62,NNW,,08,17696,39.51860046,-104.76100159,448.05,443.05,,,,,,Douglas,,,,,,,,2019-11-27,,,,,,,,,,,yes,1,310374,Brandmeister c Record retrieved from radioid.net,BrandMeister,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,Brandmeister,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,125.39,NNW,,08,8189,39.49420166,-104.83599854,447.525,442.525,203.5,146.2,,,,Douglas,DM79NL,On-Air,"Denver metropolitan area, front range foothills",Colorado ARES,,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",2017-03-11,EmComm Colorado,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Maxwell,NM,OPEN,A,,126.62,SW,,35,16113,36.50999832,-104.91000366,145.21,144.61,110.9,110.9,,,,Colfax,,On-Air,,,,,,2020-01-25,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,,,,,,,46298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,141.3,K0ECT,"Ulysses, Wagon Bed Springs",KS,OPEN,,,127.4,SE,,20,4110,37.403,-101.333,444.525,449.525,141.3,141.3,,,,Grant,,On-Air,,,E-power.,,,2019-05-07,SKECT,Full-time to the SKECT System .,,,,http://skect.org/default.aspx,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,,127.86,NNW,,08,274,39.55799866,-104.79399872,448.7,443.7,146.2,,,,,Douglas,,On-Air,Local North Parker only,,,,,2018-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,,128.72,SW,,35,15618,36.75999832,-105.30999756,145.25,144.65,123,,,,,Taos,DM76IS,On-Air,,,,,,2017-08-27,Taos ARC,,,,,Taos Amateur Radio Club,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,,129.31,NNW,,08,5,39.6072998,-104.74099731,145.4,144.8,100,,,,,Arapahoe,,On-Air,Greater Denver area.,,"Autopatch, e-power.",,,2019-03-09,Castle Rock Repeater Group,"Full-time to 448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,129.32,NW,,08,170,39.0489,-105.512,147.36,147.96,107.2,107.2,,,,Park,,On-Air,Wide area.,,E-power.,,,2018-01-15,,,,3854,,CMRG Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,129.38,NW,,08,169,39.04940033,-105.51300049,146.685,146.085,107.2,107.2,,,,Park,DM79FB,On-Air,,,"Closed autopatch, e-power.",,,2016-11-17,Mountain ARC (MARC),"Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,MARC/PCRC: Tue at 19:30.,,CCARC,,,,,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,,131,NNW,ON - IDLE,08,8741,39.62799835,-104.75800323,145.19,144.59,151.4,131.8,,,,Arapahoe,DM79OP,On-Air,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",,Autopatch (please contact trustee).,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",2018-02-01,N0OBA,,10079,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,CC,N0KEG,Centennial,CO,OPEN,,DS,131.57,NNW,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17676,39.58069992,-104.8769989,147.315,147.915,,,,,,Arapahoe,,,"Southeast metro Denver area. Parker, Centennial, SE Aurora, Elizabeth, Franktown, Castle Rock.",Parker Radio Association,,,,2019-11-27,N0KEG,,,,Monday 8pm. Colorado Link Digital Net. Repeater is used in DSTAR mode for this net.,https://www.parkerradio.org,,,,,yes,1,310759,Brandmeister c Record retrieved from radioid.net,,,,,Unknown,,,,,,,yes,N0KEG (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,W0QS,Hugoton,KS,OPEN,,,132.55,SE,,20,18554,37.1753006,-101.34960175,146.61,146.01,123,123,,,,Graham,,On-Air,,,,,,2020-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,,133.11,SW,,35,15635,36.57799911,-105.19799805,147.04,147.64,141.3,,,,,Colfax,DM76JN,On-Air,,,,,,2017-01-24,NMEMA ARC,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,,133.98,SW,,35,77,36.59999847,-105.25,444.35,449.35,100,,,,,Colfax,DM76JO,On-Air,,,,,11,2018-01-07,,Full-time to the Mega-Link System .,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,,,135.3,NW,,08,80,39.50419998,-105.12799835,146.88,146.28,100,,,,,Jefferson,,On-Air,Wide Area,,E-power.,,6,2020-03-13,Denver Radio League,,,,,DRL Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,EI,Y,135.3,NW,Node Offline,08,273,39.50419998,-105.12799835,449.6,444.6,,,yes,Open ↑ / Open ↓,,Jefferson,,On-Air,,,,,,2020-03-13,Denver Radio League,,690473,3345,,DRL Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,135.94,NW,,08,60,39.4703,-105.198,447.5,442.5,88.5,88.5,,,,Jefferson,,On-Air,Wide area.,,E-power.,,,2014-04-28,Aurora Repeater Association,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,S,136.49,NNW,,08,8207,39.69670105,-104.80999756,449.15,444.15,,,,,,Arapahoe,,On-Air,,,,,,2012-11-12,Colorado Amateur Repeater Network (CARN),,,,,,CCARC,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8625,-25.8,,WA6IFI,"Salida, Methodist Mountain",CO,OPEN,,,137.62,WNW,,08,18425,38.44670105,-106.01000214,927.8625,902.025,,,,,,Chaffee,,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,,,2020-01-01,CMRG,Full-time to the The 900 P25 Network System .,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,,137.67,WNW,ON - IDLE,08,13510,38.4463,-106.011,449.975,444.975,100,100,,,,Chaffee,DM68xk,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,2,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,2017-03-11,,Full-time to the The Fun Machine System .,363976,7301,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,K0JSC.COM,CCARC,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,137.87,WNW,,08,204,38.4596,-106.011,147.285,147.885,88.5,123,,,,Chaffee,,On-Air,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",,11,,,2016-05-23,Colorado Connection,Full-time to the Colorado Connection System .,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES Net: Sun at 20:00.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,137.87,WNW,,08,203,38.4596,-106.011,145.295,144.695,107.2,,,,,Chaffee,DM78ik,On-Air,Wide area.,,,,,2019-08-15,Cheyenne Mtn Repeater Group,,,,,CMRG Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,138.14,WNW,,08,205,38.4528,-106.018,449.65,444.65,107.2,,,,,Chaffee,,On-Air,Wide area.,,E-power.,,,2018-01-15,,,,,,CMRG Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,138.14,WNW,,08,3811,38.4528,-106.018,449.925,444.925,103.5,103.5,,,,Chaffee,,On-Air,"Upper Arkansas and Platte Rivers, and the SLV",Colorado ARES,E-power (Bat),,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,2013-07-05,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,K0ECT,Ulysses,KS,OPEN,,,138.29,SE,,20,3979,37.24000168,-101.1989975,147.06,147.66,,,,,,Grant,DM97JF,On-Air,Local,,,,,2019-10-18,SKECT,,,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,S,138.5,WNW,,08,9844,38.5347,-105.999,446.975,441.975,,,,,,Chaffee,,On-Air,,Crestone Amateur Radio Emergency Services,,,,2013-07-06,Crestone Amateur Radio Emergency Services,,,,,KD0QPG,CCARC,,,,,,,,,,,,,,,,,,,yes,KD0QPG (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
