Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,IPSC Network,Wide Network,County,Op Status,Coverage,Features,Notes,Coordination,Last update
442.4,5,CC,KG5SLG,"Rio Rancho, NM 528 and Corrales Rd",NM,OPEN,,D,142.05,S,,35,16499,35.23279953,-106.66300201,442.4,447.4,1,4,c Record retrieved from radioid.net,,Sandoval,Off-Air,"Rio Rancho, Bernalillo,Albuquerque and plus Northeast heights of Albuquerque","Brandmeister, DMR CC 4, D-Star, Fusion",Dmr color code 4,NMFCC,2020-05-02
