Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Features,Last update
1283.9625,-12,,W5MPZ,"Albuquerque, Sandia Crest",NM,OPEN,DSTAR,190.61,SSW,,35,19249,35.215,-106.45,1283.9625,1271.9625,1,W5MPZ (A) Repeater,jfindu lookup / dstar-users lookup,Bernalillo,On-Air,KA8JMW,W5MPZ A 1283.9625 -12,2021-02-10
