Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Affiliate,Coordination,Last update
448.2,-5,100,KC5WDV,"Gallup, Deza Bluffs",NM,OPEN,,,135.9,SW,,35,13539,35.90309906,-108.77200317,448.2,443.2,100,McKinley,DM55OV,On-Air,McKinley County ARES,NMFCC,2017-12-27
