Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Op Status,Coverage,Sponsor,Features,Notes,Web links,Coordination,Last update
440.3,5,CC6,N5UBJ,"Farmington, FAA Hill",NM,OPEN,DMR,199.04,SW,,35,18712,36.7785,-108.1875,440.3,445.3,1,6,311624,Rocky Mountain Ham c Record retrieved from radioid.net,,San Juan,On-Air,50,RMHAM,Supported Talk groups: 505 TS2 New Mexico 700 TS1 Rocky Mountain Wide 719 TS2 Southern Colorado Regional 745 TS2 Four Corners Regional,5918,https://www.rmham.org/dmr-site-information/,NMFCC,2020-05-02
