Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Sponsor,Coordination,Last update
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,S,127.54,S,,35,11429,36.65000153,-107.79100037,1292.3,1272.3,1,KF5VBD (A) Gateway Repeater,jfindu lookup / dstar-users lookup,San Juan,DM66CP,On-Air,San Juan County,NMFCC,2018-02-02
