Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,FM IRLP,166.21,SSE,,35,16629
