Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Grid,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update
443.65,5,CC1,NM5SH,Albuquerque,NM,OPEN,DMR,146.49,S,,35,33,35.16189957,-106.72499847,443.65,448.65,1,1,313517,Brandmeister c Record retrieved from radioid.net,,Bernalillo,DM65pd,On-Air,Albuquerque Metro,NM5SH,Brandmeister,NM5SH QSL.net,NMFCC,2019-12-08
