Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,AllStar,Web links,Coordination,Last update
442.05,5,100,K5BIQ,"Albuquerque, West Mesa",NM,OPEN,A,,153.16,S,,35,15759,35.06700134,-106.7009964,442.05,447.05,100,100,Bernalillo,On-Air,BERNCO OEM,28828,http://bc-ares.org/wordpress/,NMFCC,2018-06-16
