Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Features,IRLP,Last update
442.75,5,162.2,KC5IPK,"Albuquerque, Sandia Crest",NM,OPEN,I,,145.8,SSE,,35,203,35.20890045,-106.4469986,442.75,447.75,162.2,Bernalillo,DM65SF,On-Air,10,7855,2015-04-30
