Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Sponsor,Web links,Coordination,Last update
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,S,108.71,SSE,,35,6805,36.99250031,-104.47399902,446.775,441.775,1,KD0RDI (B) Repeater,jfindu lookup / dstar-users lookup,Colfax,DM76SX,On-Air,Cheyenne Mountain Repeater Group,http://www.cmrg.org/,NMFCC,2017-07-22
