Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Grid,Op Status,Sponsor,Features,Links,EchoLink,Commands,Web links,Coordination,Last update
224.94,-1.6,,W5AOX,Sandia Park,NM,OPEN,E,,150.15,SSE,Node Offline,35,152,35.1631012,-106.34799957,224.94,223.34,Bernalillo,DM65TD,On-Air,W5AOX,Remote base.,"Full-time to 444.15000 (W5AOX) at Sandia park, NM .",3061,"CB58 (this selects mem 58, or 146.58.. Enter B and the desired memory number, then unkey) VFO Freq Entry CD14*275D (example is to enter 14.275 MHz) Step Freq UP 1 KHz C2 Step Freq DOWN 1 Khz C1 Select/Toggle through Modes C8 Read Back Current Mode C0 (Zero) Read Current Freq in CW C4 Activate Remote Base Transmit 587 Remote Base Receive Only 576 Toggle RX Preamp C5 Toggle RX 20dB Attenuator C3 Select 80/40M Dipole *1A Select Triband (10-15-20-6M) Beam *1B Select Ringo Ranger 2M vert ant *2A Select 2M + 432 horiz beams *2B Scan Start CA (MUST be in monitor-only mode (576) to scan, Starts from current freq) Scan Stop PTT",http://www.qsl.net/w5aox/,NMFCC,2018-05-21
