Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Sponsor,Web links,Coordination,Last update
449.45,-5,,W5URR,"Albuquerque, Op Center",NM,OPEN,DSTAR,186.67,SW,,35,7531,35.05780029,-106.58699799,449.45,444.45,1,W5URR (B),jfindu lookup / dstar-users lookup,Bernalillo,DM65QB,On-Air,,The Upper Rio FM Society,http://www.urfmsi.org,NMFCC,2017-07-20
