Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Last update
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,DSTAR,190.2,SW,,35,11428,36.78170013,-107.98999786,145.115,144.515,1,KF5VBE (C) Gateway Repeater,jfindu lookup / dstar-users lookup,San Juan,DM66AS,On-Air,2020-09-21
