Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Nets,Web links,Coordination,Last update
444.575,5,,W5SF,"Santa Fe, Food Depot",NM,OPEN,DSTAR,111.23,SSW,,35,13768,35.658,-105.995,444.575,449.575,1,W5SF (B) Gateway Repeater,jfindu lookup / dstar-users lookup,Santa Fe,DM75AP,Off-Air,Local Santa Fe,W5SF,Santa Fe Amateur Radio CLub,New Mexico D-Star net on Thursday @ 2000 MST D* REF05 A,https://dstar.sfares.org/,NMFCC,2021-01-02
