Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,P-25 Digital Enabled,NAC,Default Reflector,County,Op Status,Coverage,Notes,Coordination,Last update
927.9,-25,NAC 293,WD9CMS,Los Alamos,NM,OPEN,P-25,187.2,SSW,,35,12228,35.88000107,-106.3030014,927.9,902.9,1,293,1,Los Alamos,On-Air,Los Alamos and surrounding areas,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",NMFCC,2017-02-05
