Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,P-25 Digital Enabled,NAC,Default Reflector,County,Op Status,Features,Last update
927.5375,-25,NAC,N5UBJ,"Bloomfield, Huerfano Mesa",NM,OPEN,P-25,74.57,SW,,35,19248,36.4223,-107.8455,927.5375,902.5375,1,,1,San Juan,On-Air,Mixed mode narrowband analog and P25 voice NAC 293,2020-12-29
