Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Coordination,Last update
147.28,0.6,67,NM5ML,Melrose,NM,OPEN,,,195.43,SSE,,35,62,34.43030167,-103.63200378,147.28,147.88,67,Curry,On-Air,Wide area.,Mega-Link,4,Full-time to the Mega-Link System .,NMFCC,2018-01-07
