Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Commands,Notes,Nets,Coordination,Last update
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,,185.34,SSW,,35,194,35.90269852,-106.28199768,146.88,146.28,CSQ,Los Alamos,DM65UV,On-Air,,Los Alamos ARC,Autopatch,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",Located on the Barranca Mesa water tower.,LAARC: Sun at 2000.,NMFCC,2018-05-17
