Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,AllStar,Last update
145.21,-0.6,110.9,N5GDR,"Maxwell, Eagle Tail Mountain",NM,OPEN,A,,129.86,SSE,,35,16113,36.50999832,-104.91000366,145.21,144.61,110.9,110.9,Colfax,On-Air,"Gary Reynolds N5GDR, Dale Finley KB5NFT",46298,2020-01-25
