Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Grid,Op Status,Coverage,Sponsor,Features,Notes,Nets,Web links,Coordination,Last update
442.225,5,CC7,NM5BB,"Los Alamos, Pajarito Mountain",NM,OPEN,DMR,105.59,SSW,,35,15733,35.88669968,-106.39499664,442.225,447.225,1,7,313505,Colorado/Rocky Mountain c Record retrieved from radioid.net,,Los Alamos,DM65TV,On-Air,"Wide area NM-4, NM-502, NM-503, NM-68, US-84, US-285, NM-76 100 mi radius.",Rocky Mountain Ham Radio,"TG 700 Wide TS1, TG 719 South TS2, TG 714 Los Alamos Local TS2, TG 505 New Mexico TS2,",Linked to RMHAM,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,https://www.rmham.org/dmr-site-information/,NMFCC,2020-12-26
