Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,EchoLink,AllStar,Coordination,Last update
443.7,5,100,NM5F,Rio Rancho,NM,OPEN,EA,,142.05,S,ON - IDLE,35,18120,35.23279953,-106.66300201,443.7,448.7,100,Sandoval,On-Air,27580,27578,NMFCC,2019-12-02
