Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Features,Commands,Coordination,Last update
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,,188.36,SSW,,35,196,35.88399887,-106.38200378,223.94,222.34,CSQ,Los Alamos,DM65TV,On-Air,E-power.,Wide area.,NMFCC,2015-10-16
