Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Links,IRLP,Last update
442.1,5,162.2,KB5GAS,"Albuquerque, Sandia Crest",NM,OPEN,I,,145.8,SSE,,35,28,35.20890045,-106.4469986,442.1,447.1,162.2,Bernalillo,DM65SF,On-Air,Wide area.,Albuquerque Gas Balloon Assoc,E-power.,,3676,2017-07-08
