Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update
145.45,-0.6,,KB5WEZ,Las Vegas,NM,OPEN,,,197.31,S,,35,113,35.59389877,-105.22299957,145.45,144.85,San Miguel,On-Air,Wide area.,KB5WEZ,"E-power, linked.",NMFCC,2017-08-22
