Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Coverage,Last update
442.425,5,,NM5WR,Los Alamos,NM,OPEN,DSTAR,186.73,SSW,,35,5181,35.88809967,-106.30699921,442.425,447.425,1,NM5WR (B),jfindu lookup / dstar-users lookup,Los Alamos,On-Air,30,2017-07-25
