Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Features,AllStar,Notes,Nets,Web links,Coordination,Last update
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,,199.02,SSE,,35,9767,35.69670105,-106.85900116,443.1,448.1,100,Sandoval,DM65NQ,On-Air,Wide area - NW NM.,Sandoval County ARES,ARRL,"Linked, e-power.",27748,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",Sandoval County ARES: Mon at 19:30.,http://nmscares.org/,NMFCC,2020-05-13
