Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Local Network,c-Bridge,Wide Network,County,Grid,Op Status,Coverage,Sponsor,Web links,Coordination,Last update
444.65,5,CC1,KE5FYL,"Grants, Rogers Rock",NM,OPEN,DMR,194.81,S,,35,17003,35.119,-107.9013,444.65,449.65,1,1,313508,Brandmeister c Record retrieved from radioid.net,BrandMeister US,BM,BrandMeister,Cibola,DM65BC,On-Air,Grants/Milan NM,Cibola County Amateur Radio Club,Brandmeister Repeater KE5FYL 313507,NMFCC,2021-03-24
