Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Sponsor,Features,Web links,Coordination,Last update
147,0.6,100,KB5ITS,"Farmington, College Hill",NM,OPEN,,,125.13,SSW,,35,86,36.72809982,-108.21800232,147,147.6,100,San Juan,DM56VR,On-Air,San Juan Connection,"Autopatch, e-power.",http://www.sjcham.com,NMFCC,2020-01-13
