Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Sponsor,Notes,Coordination,Last update
145.175,-0.6,156.7,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,,178.03,SSE,,35,15615,36.013384,-106.844559,145.175,144.575,156.7,156.7,Sandoval,DM66NA,On-Air,NMEMA ARC,New tone,NMFCC,2020-05-14
