Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Grid,Op Status,Coverage,Sponsor,Features,Links,Nets,Web links,Coordination,Last update
442.9,5,CC7,KA8JMW,"Albuquerque, Sandia Crest",NM,OPEN,DMR,190.7,SSW,,35,12414,35.21350098,-106.44999695,442.9,447.9,1,7,313503,Rocky Mtn c Record retrieved from radioid.net,,Bernalillo,DM65SF,On-Air,"Wide area I-25, I-40, NM-550 100 mi radius.",Rocky Mountain Ham Radio,"TG 700 Wide TS1, TG 719 South TS2, TG 713 Abq Local TS2, TG 505 New Mexico TS2,",Full-time to the Colorado TRBO System .,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,DMR Radio Site Information,NMFCC,2020-12-26
