Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Web links,Coordination,Last update
145.21,-0.6,,W5SF,"Santa Fe, Food Depot",NM,OPEN,DSTAR,111.18,SSW,,35,13769,35.659,-105.996,145.21,144.61,1,W5SF (C) Gateway Repeater,jfindu lookup / dstar-users lookup,Santa Fe,DM75AP,On-Air,Local Santa Fe,W5SF,Santa Fe Amateur Radio Club,https://dstar.sfares.org/,NMFCC,2020-05-14
