Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Sponsor,Features,Coordination,Last update
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,S,77.51,WSW,,35,16279,36.70830154,-108.22599792,1291.7,1271.7,1,KF5VBF (A) Repeater,jfindu lookup / dstar-users lookup,San Juan,DM56VQ,On-Air,San Juan County,DV only,NMFCC,2018-02-02
