Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Sponsor,Features,Links,Coordination,Last update
147.06,0.6,67,K5FIQ,"Clines Corners, Tapia Mesa",NM,OPEN,,,171.73,SSE,,35,60,35.04779816,-105.62999725,147.06,147.66,67,San Miguel,DM75EB,On-Air,Upper Rio FM Society,7,"Full-time to 146.90000 (K5FIQ) at Albuquerque, Op Ctr, NM .",NMFCC,2017-07-22
