Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Sponsor,Notes,Web links,Coordination,Last update
442,5,100,KA5BIW,Los Alamos,NM,OPEN,,,196.33,SSE,,35,15608,35.89199829,-106.28500366,442,447,100,Los Alamos,DM65UV,On-Air,KA5BIW,Linked to 224.04 in Los Alamos and 224.38 in Albuquerque,http://ka5biw.com/ham_radio/repeater.php,NMFCC,2019-03-12
