Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Features,Web links,Last update
442.175,5,CC5,KF5PFO,"Taos, Picuris Peak",NM,OPEN,DMR,154,S,,35,19045,36.247,-105.655,442.175,447.175,1,5,312033,RMHAM c Record retrieved from radioid.net,,Taos,DM76EF,On-Air,"NM-75, NM-518, NM-68, US-64, NM-522 100 mi radius.",Rocky Mountain Ham Radio,Taos ARC,"TG 700 Wide TS1, TG 719 South TS2, TG 715 Taos Local TS2, TG 505 New Mexico TS2,",https://www.rmham.org/dmr-site-information/,2020-12-26
