Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Local Network,Wide Network,Talkgroups,New Mexico,NM Chat / TAC,County,Op Status,Features,Web links,Last update
443.2,5,CC1,N5QD,Corrales,NM,OPEN,DMR,193.66,SSW,,35,16498,35.2378006,-106.60700226,443.2,448.2,1,1,313513,Brandmeister c Record retrieved from radioid.net,BrandMeister US,BrandMeister,"Open Talkgroup View Assignment TS TG Access New Mexico 1 3135 Full-Time NM Chat / TAC 1 31350 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,1,Sandoval,On-Air,Brandmeister,http://brandmeister.network/?page=repeater&amp;id=313513,2019-12-08
