Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Sponsor,Features,Notes,Web links,Coordination,Last update
444.525,5,,K5URD,"Belen, Capilla Peak",NM,OPEN,,S,180.69,S,,35,47,34.70140076,-106.40100098,444.525,449.525,1,K5URD (B) Repeater,jfindu lookup / dstar-users lookup,Torrance,DM64TQ,On-Air,Wide area.,Upper Rio FM Soc,E-power.,9,URFMS Repeaters,NMFCC,2018-11-19
