Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Links,Coordination,Last update
444.95,5,100,KE5FYL,"Grants, La Mosca Peak",NM,OPEN,,,143.12,SSW,,35,96,35.25299835,-107.59700012,444.95,449.95,100,88.5,Cibola,DM65EG,On-Air,Wide area.,Cibola County Amateur Radio Club,"Full-time to 147.18000 (KE5FYL) at Grants, NM .",NMFCC,2018-11-29
