ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,Digital.P25,Digital.DStar,Digital.YSF,Digital.DMR.ColorCode,Digital.DMR.ID,Digital,SquelchTone.Input,SquelchTone.Output,VOIP.AllStar,VOIP.Wires,VOIP.EchoLink.NodeID,VOIP.IRLP.NodeID,VOIP.EchoLink,VOIP.IRLP,VOIP.AllStar.NodeID,Digital.DMR,VOIP.Wires.ID,Digital.YSF.GroupID.Input,Digital.YSF.GroupID.Output,Digital.DStar.Node,Digital.P25.NAC,DigitalTone.Input,DigitalTone.Output
16623,8,KB5ITS,Open,On-Air,,,,37.4739,-108.505,Montezuma,CO,"Dolores, Summit Ridge",442.275,447.275,,,,,,,100,,,,,,,,,,,,,,,,
16603,35,K5YEJ,Open,On-Air,,,,35.59930038,-107.09600067,Sandoval,NM,"San Luis, Cabezon",448,443,,,,,,,100,,,,,,,,,,,,,,,,
117,35,WA5IHL,Closed,On-Air,,,,35.40399933,-105.19300079,San Miguel,NM,"Las Vegas, Mesa Apache",449.375,444.375,,,,,,,100,,,,,,,,,,,,,,,,
3745,8,KC0QXX,Open,Other,,,,38.9016,-107.926,Delta,CO,"Cedaredge, Cedar Mesa",147.795,147.195,,,,,,,107.2,,,,,,,,,,,,,,,,
3749,8,W0ALC,Open,On-Air,,,,38.90159988,-107.9260025,Delta,CO,Cedaredge,147.96,147.36,,,,,,,100,,,,,,,,,,,,,,,,
3760,8,W0ALC,Open,Other,,,,38.9016,-107.926,Delta,CO,Cedaredge,444.825,449.825,,,,,,,100,,,,,,,,,,,,,,,,
61,8,KD5LWU,Open,On-Air,,,,37.3489,-108.585,Montezuma,CO,"Cortez, Downtown",146.19,146.79,,,,,,,127.3,127.3,,,24336,,,,29317,,,,,,,,
62,8,KD5LWU,Open,Off-Air,,,,37.34889984,-108.58499908,Montezuma,CO,Cortez,444.175,449.175,,,,,,,127.3,,,,24336,,,,,,,,,,,,
6009,8,K0VQ,Open,On-Air,,,,39.4247,-107.097,Garfield,CO,"Carbondale, Missouri Heights",442.15,447.15,,,,,,,136.5,,,,8150,,,,,,,,,,,,
14763,35,NM5SV,Open,On-Air,,,,35.33599854,-106.44100189,Sandoval,NM,"Placitas, Sandia Peak",448.4,443.4,,,,,,,100,,,,,,,,,,,,,,,,
9768,35,NM5SC,Open,On-Air,,,,35.30749893,-106.45700073,Sandoval,NM,"Placitas, La Madera",147.68,147.08,,,,,,,100,,,,,,,,28176,,,,,,,,
35,8,K0ELK,Open,On-Air,,,,39.4,-107.315,Garfield,CO,"Carbondale, Four Mile Ridge",444.725,449.725,,,,,,,179.9,,,,,3722,,,28434,,,,,,,,
259,8,K0SNO,Open,On-Air,,,,39.4,-107.315,Garfield,CO,"Carbondale, Four Mile Ridge",147.99,147.39,,,,,,,107.2,,,,,,,,,,,,,,,,
3755,8,,Open,Other,,,,38.9944,-107.973,Delta,CO,"Cedaredge, Grand Mesa",442.35,447.35,,,,,,,107.2,,,,,,,,,,,,,,,,
149,8,KB0VJJ,Open,On-Air,,,,39.06669998,-107.93599701,Mesa,CO,"Grand Junction, Grand Mesa",144.755,145.355,,,,,,,88.5,123,,,,,,,,,,,,,,,
8763,8,KB0YNA,Open,On-Air,,,,39.0666,-107.937,Mesa,CO,"Grand Junction, Grand Mesa",444.65,449.65,,,,,,,151.4,151.4,,,,8162,,,,,,,,,,,
129,8,KB0VJJ,Open,On-Air,,,,39.4264,-107.38,Garfield,CO,"Glenwood Springs, Sunlight Peak",146.25,146.85,,,,,,,88.5,123,,,,,,,,,,,,,,,
130,8,KI0G,Open,On-Air,,,,39.42639923,-107.37999725,Garfield,CO,"Glenwood Springs, Sunlight Peak",146.28,146.88,,,,,,,107.2,,,,,,,,,,,,,,,,
132,8,KI0G,Open,On-Air,,,,39.4264,-107.38,Garfield,CO,"Glenwood Springs, Sunlight Peak",442.1,447.1,,,,,,,107.2,,,,,,,,,,,,,,,,
255,8,N0XLI,Open,On-Air,,,,39.4264,-107.38,Garfield,CO,"Glenwood Springs, Sunlight Peak",444.6,449.6,,,,,,,107.2,,,,,,,,,,,,,,,,
11724,35,WA6CCB,Closed,Off-Air,,,,35.21829987,-106.4509964,Bernalillo,NM,"Albuquerque, Sandia Peak",448.75,443.75,,,,,,,100,,,,,,,,,,,,,,,,
4208,35,WB5IUZ,Open,Off-Air,,,,35.21670151,-106.44999695,Bernalillo,NM,"Albuquerque, Sandia Crest",50.7,51.7,,,,,,,156.7,,,,,,,,,,,,,,,,
151,35,WR7HLN,Open,On-Air,,,,35.2167,-106.45,Bernalillo,NM,"Albuquerque, Sandia Crest",448.3,443.3,,,,1,310792,,,,,,,,,,,,,,,,,,
3112,35,KC5IPK,Open,On-Air,,,,35.2744,-106.737,Sandoval,NM,Rio Rancho,447.75,442.75,,,,,,,162.2,,,,214956,7855,,,,,,,,,,,
141,35,NM5RR,Open,On-Air,,,,35.2743988,-106.73699951,Sandoval,NM,"Rio Rancho, Rainbow",448,443,,,,,,,100,,,,,,,,27750,,,,,,,,
12414,35,KA8JMW,Open,On-Air,,,,35.21350098,-106.44999695,Bernalillo,NM,"Albuquerque, Sandia Crest",447.9,442.9,,,,7,313503,,,,,,,,,,,,,,,,,,
9295,35,W5MPZ,Open,On-Air,,,,35.21030045,-106.44999695,Bernalillo,NM,"Albuquerque, Sandia Crest",448.825,443.8,,,,,,,,,,,,,,,,,,,,W5MPZ (B) Repeater,,,
16498,35,N5QD,Open,On-Air,,,,35.2378006,-106.60700226,Sandoval,NM,Corrales,448.2,443.2,,,,1,313513,,,,,,,,,,,,,,,,,,
16499,35,KG5SLG,Open,Off-Air,,,,35.23279953,-106.66300201,Sandoval,NM,"Rio Rancho, NM 528 and Corrales Rd",447.4,442.4,,,,4,,,,,,,,,,,,,,,,,,,
18120,35,NM5F,Open,On-Air,,,,35.23279953,-106.66300201,Sandoval,NM,Rio Rancho,448.7,443.7,,,,,,,100,,,,27580,,,,27578,,,,,,,,
3113,35,K6LIE,Open,On-Air,,,,35.1967,-106.51,Bernalillo,NM,"Albuquerque, Northeast Heights area",222.88,224.48,,,,,,,100,,,,,3285,,,,,,,,,,,
142,35,K5CPU,Open,On-Air,,,,35.225,-106.66,Sandoval,NM,"Rio Rancho, Intel Corp",449.7,444.7,,,,,,,100,,,,,,,,,,,,,,,,
152,35,W5AOX,Open,Off-Air,,,,35.1631012,-106.34799957,Bernalillo,NM,Sandia Park,223.34,224.94,,,,,,,,,,,3061,,,,,,,,,,,,
15613,35,K5BIQ,Open,On-Air,,,,35.1735,-106.51,Bernalillo,NM,"Albuquerque, BCFD Fire Station 35",144.53,145.13,,,,,,,100,100,,,,,,,,,,,,,,,
18214,35,WB5NJU,Open,On-Air,,,,36.90100098,-103.00299835,Union,NM,Kenton,147.99,147.39,,,,,,,88.5,,,,,,,,,,,,,,,,
16283,35,KC0QIZ,Open,On-Air,,,,35.16609955,-106.54299927,Bernalillo,NM,Albuquerque,448.85,443.85,,,,,,,103.5,,,,881226,3818,,,,,,,,,,,
10214,35,NM5HD,Open,On-Air,,,,35.19760132,-106.71499634,Sandoval,NM,Rio Rancho,144.77,145.37,,,,,,,162.2,,,,,7706,,,,,,,,,,,
131,8,K0VQ,Open,Off-Air,,,,39.5506,-107.324,Garfield,CO,"Glenwood Springs, Three Mile Ridge",147.9,147.3,,,,,,,107.2,,,,266359,,,,,,,,,,,,
8181,8,KI0G,Closed,Other,,,,39.55049896,-107.32499695,Garfield,CO,Glenwood Springs,222.42,224.02,,,,,,,,,,,,,,,,,,,,,,,
8192,8,KI0G,Closed,Other,,,,39.5505,-107.325,Garfield,CO,Glenwood Springs,442.6,447.6,,,,,,,,,,,,,,,,,,,,,,,
13637,8,WA4HND,Open,On-Air,,,,39.55049896,-107.32499695,Garfield,CO,"Glenwood Springs, Lookout Mountain",444.85,449.85,,,,,,,131.8,131.8,,,,,,,,,,,,,,,
22,35,K5LXP,Open,On-Air,,,,35.1306,-106.498,Bernalillo,NM,Albuquerque,147.92,147.32,,,,,,,100,,,,,,,,,,,,,,,,
15432,35,KB5UGU,Open,On-Air,,,,35.1629982,-106.70999908,Bernalillo,NM,Albuquerque,222.3,223.9,,,,,,,,,,,87120,,,,,,,,,,,,
36,8,KB0SW,Open,Off-Air,,,,39.2406,-107.961,Mesa,CO,Collbran,444.5,449.5,,,,,,,107.2,,,,,,,,,,,,,,,,
15626,35,KD5MHQ,Open,On-Air,,,,35.109,-106.542,Bernalillo,NM,Albuquerque,146.14,146.74,,,,,,,146.2,,,,,,,,,,,,,,,,
17679,35,KA5BIW,Open,Other,,,,35.09590149,-106.52500153,Bernalillo,NM,Albuquerque,222.78,224.38,,,,,,,100,,,,,,,,,,,,,,,,
15944,35,W5MHG,Open,On-Air,,,,35.0946,-106.551,Bernalillo,NM,Albuquerque,147.465,147.465,,,,,,,88.5,,,,465010,,,,28239,,,,,,,,
16118,35,N5GU,Open,On-Air,,,,35.07920074,-106.48899841,Bernalillo,NM,"Albuquerque, Southeast",449.6,444.6,,,,1,3135092,,,,,,,,,,,,,,,,,,
173,35,NM5ML,Open,On-Air,,,,35.05310059,-106.35099792,Bernalillo,NM,"Tijeras, Cedro Peak",147.94,147.34,,,,,,,67,,,,,,,,,,,,,,,,
15614,35,K5BIQ,Open,On-Air,,,,35.053,-106.352,Bernalillo,NM,"Tijeras, Cedro Peak",144.55,145.15,,,,,,,100,100,,,,,,,,,,,,,,,
127,8,KB0YNA,Open,On-Air,,,,38.5767,-108.647,Mesa,CO,"Delta, Uncompahgre Butte",444.4,449.4,,,,,,,131.8,131.8,,,,3710,,,,,,,,,,,
16270,35,K5PRN,Open,On-Air,,,,35.08890152,-106.61799622,Bernalillo,NM,"Albuquerque, UNM Campus",447.525,442.525,,,,,,,100,,,,,,,,,,,,,,,,
15611,35,KC5ZXW,Open,Off-Air,,,,35.06679916,-106.51599884,Bernalillo,NM,Albuquerque,902.65,927.65,,,,,,,151.4,,,,,,,,,,,,,,,,
16721,8,W0BX,Open,On-Air,,,,39.0889,-108.227,Mesa,CO,"Grand Junction, Grand Mesa",441.9125,446.9125,,,,1,310868,,,,,,,,,,,,,,,,,,
16271,35,KC5ZXW,Open,On-Air,,,,35.06290054,-106.51499939,Bernalillo,NM,"Albuquerque, Southeast",449.1,444.1,,,,,,,100,,,,,,,,,,,,,,,,
17186,35,K5FIQ,Open,On-Air,,,,35.0844,-106.65,Bernalillo,NM,"Albuquerque, Northern Sandia Mountain Top",447.45,442.45,,,,,,,67,67,,,,,,,,,,,,,,,
16953,35,KE5XE,Open,Other,,,,35.08440018,-106.65000153,Bernalillo,NM,Albuquerque,438.5,443.5,,,,,,,123,,,,,,,,,,,,,,,,
16939,35,W5SCA,Open,Other,,,,35.08440018,-106.65000153,Bernalillo,NM,"Albuquerque, Sandia Crest",145.01,145.01,,,,,,,,,,,,,,,,,,,,,,,
17322,35,WA5IHL,Open,On-Air,,,,35.08440018,-106.65000153,Bernalillo,NM,"Albuquerque, Sandia Mnts",144.69,145.29,,,,,,,100,,,,,,,,,,,,,,,,
40,35,K5FIQ,Open,On-Air,,,,35.0578,-106.587,Bernalillo,NM,"Albuquerque, Op Ctr",444.8,449.8,,,,,,,67,,,,,,,,,,,,,,,,
7531,35,W5URR,Open,On-Air,,,,35.0578,-106.587,Bernalillo,NM,"Albuquerque, Op Center",444.45,449.45,,,,,,,,,,,,,,,,,,,,W5URR (B),,,
15759,35,K5BIQ,Open,On-Air,,,,35.067,-106.701,Bernalillo,NM,"Albuquerque, West Mesa",447.05,442.05,,,,,,,100,100,,,,,,,28828,,,,,,,,
200,8,N0SWE,Open,Off-Air,,,,39.4745,-107.772,Garfield,CO,Rifle,146.16,146.76,,,,,,,107.2,,,,243117,,,,,,,,,,,,
17,35,K5CQH,Open,On-Air,,,,34.98500061,-106.34500122,Bernalillo,NM,"Tijeras, Raven Road",146.12,146.72,,,,,,,100,127.3,,,880130,,,,,,,,,,,,
6939,35,KF5ERC,Open,Off-Air,,,,34.98099899,-106.3259964,Bernalillo,NM,Albuquerque,146.32,146.92,,,,,,,67,,,,714941,,,,,,,,,,,,
15732,35,WA5IHL,Open,On-Air,,,,35.06000137,-106.76999664,Bernalillo,NM,Albuquerque,447.25,442.25,,,,1,313506,,,,,,,,,,,,,,,,,,
96,35,KE5FYL,Open,On-Air,,,,35.25299835,-107.59700012,Cibola,NM,"Grants, La Mosca Peak",449.95,444.95,,,,,,,100,88.5,,,,,,,,,,,,,,,
18016,35,WR7HLN,Open,On-Air,,,,35.25289917,-107.59700012,Bernalillo,NM,"Grants, La Mosca Peak (Mount Taylor)",448.35,443.35,,,,1,310793,,,,,,,,,,,,,,,,,,
5349,35,NM5EM,Open,On-Air,,,,35.25249863,-107.59700012,Cibola,NM,"Grants, Mt Taylor",146.38,146.98,,,,,,,141.3,141.3,,,,,,,,,,,,,,,
253,8,WA4HND,Open,On-Air,,,,39.4519,-108.052,Garfield,CO,"Parachute, Mount Callahan",444.8,449.8,,,,,,,107.2,,,,,,,,,,,,,,,,
11166,35,KB5VPZ,Open,On-Air,,,,34.8415,-106.131,Torrance,NM,"McIntosh, McIntosh Post office west",442.275,447.275,,,,,,,71.9,71.9,,,943044,,,,,,,,,,,,
261,8,W0GJT,Open,On-Air,,,,39.0639,-108.55,Mesa,CO,"Grand Junction, 9 Mile, Hwy 141, Unaweep",146.22,146.82,,,,,,,107.2,,,,,,,,43554,,,,,,,,
8175,8,K0SSI,Open,On-Air,,,,39.0639,-108.551,Mesa,CO,Grand Junction,147.705,147.105,,,,,,,,,,,,,,,,,,,,,,,
8206,8,KB0SW,Closed,On-Air,,,,39.0639,-108.551,Mesa,CO,Grand Junction,444,449,,,,,,,,107.2,,,,,,,,,,,,,,,
3757,8,KC0ARV,Open,Other,,,,39.0638,-108.551,Mesa,CO,Grand Junction,442.5,447.5,,,,,,,114.8,,,,,,,,,,,,,,,,
11792,8,KD0RED,Open,On-Air,,,,39.0639,-108.551,Mesa,CO,Grand Junction,441.775,446.775,,,,,,,,,,,,,,,,,,,,KD0RED (B) Gateway Repeater,,,
11793,8,KD0SMZ,Open,On-Air,,,,39.06389999,-108.5510025,Mesa,CO,Grand Junction,444.775,449.775,,,,,,,173.8,88.5,,,7572,7573,,,,,,,,,,,
8167,8,KE0TY,Open,Other,,,,39.0639,-108.551,Mesa,CO,Grand Junction,144.62,145.22,,,,,,,107.2,,,,,,,,,,,,,,,,
15581,8,KB0VJJ,Open,On-Air,,,,39.052,-108.565,Mesa,CO,"Grand Junction, Grand Mesa",146.755,147.355,,,,,,,88.5,123,,,,,,,,,,,,,,,
15696,35,AB1Q,Open,Off-Air,,,,34.91,-106.7,Bernalillo,NM,"Albuquerque, Isleta Pueblo",447.15,442.15,,,,,,,100,,,,,,,,,,,,,,,,
15633,35,AB1Q,Open,On-Air,,,,34.90499878,-106.70600128,Bernalillo,NM,"Isleta Pueblo, 1505 Hwy 314",147.64,147.04,,,,,,,67,,,,,,,,,,,,,,,,
147,8,W0RRZ,Open,On-Air,,,,39.1173,-108.522,Mesa,CO,"Grand Junction, GJT",144.575,145.175,,,,,,,107.2,,,,,3161,,,,,,,,,,,
15625,35,K5URR,Open,On-Air,,,,35.18880081,-107.59999847,Bernalillo,NM,"Grants, MW Ridge",146.04,146.64,,,,,,,67,67,,,,,,,,,,,,,,,
15634,35,NM5EM,Open,On-Air,,,,34.9387,-104.682,Guadalupe,NM,"Santa Rosa, Moon Ranch",147.64,147.04,,,,,,,141.3,,,,,,,,,,,,,,,,
18392,8,,Open,On-Air,,,,38.97999954,-108.73999786,Mesa,CO,Glade Park,444.2,449.2,,,,,,,107.2,,,,,,,,,,,,,,,,
25,35,WA5VJY,Open,Off-Air,,,,34.8061,-106.535,Bernalillo,NM,Albuquerque,222.22,223.82,,,,,,,,,,,,,,,,,,,,,,,
15577,8,KB0VJJ,Open,On-Air,,,,40.51520157,-107.54599762,Moffat,CO,Craig,146.37,146.97,,,,,,,88.5,123,,,,,,,,,,,,,,,
3740,8,WD0HAM,Open,Other,,,,40.5152,-107.546,Moffat,CO,Craig,144.665,145.265,,,,,,,107.2,,,,,,,,,,,,,,,,
17249,8,N0SZ,Open,On-Air,,,,40.0875,-108.805,Rio Blanco,CO,"Rangely, Cathedral Bluffs",440.2625,445.2625,,,,7,310154,,,,,,,,,,,,,,,,,,
13042,49,K7QEQ,Open,On-Air,,,,38.5286,-109.322,Grand,UT,"Moab, Bald Mesa",146.16,146.76,,,,,,,88.5,,,,,,,,,,,,,,,,
52,49,K7QEQ,Open,On-Air,,,,38.5286,-109.325,Grand,UT,"Moab, Bald Mesa",444.1,449.1,,,,,,,107.2,107.2,,,,,,,,,,,,,,,
182,49,W7BYU,Open,Other,,,,40.3564,-109.146,Uintah,UT,Vernal,444.7,449.7,,,,,,,136.5,,,,,,,,,,,,,,,,
281,49,W7BYU,Open,Off-Air,,,,40.355,-109.148,Duchesne,UT,Roosevelt,146.32,146.92,,,,,,,136.5,,,,458695,,,,,,,,,,,,
13408,49,W7BAR,Open,Other,,,,40.1069,-109.378,Uintah,UT,"Vernal, Uintah County EOC",444.9,449.9,,,,,,,136.5,,,,,7705,,,,,,,,,,,
18460,49,KB5ITS,Open,On-Air,,,,37.83940125,-109.46299744,Wayne,UT,"Monticello, Abajo Peak",442.275,447.275,,,,,,,100,,,,,,,,,,,,,,,,
15548,56,KD7SU,Open,Other,,,,41.79109955,-107.23899841,Carbon,WY,Rawlins,443.3,448.3,,,,,,,100,,,,,,,,,,,,,,,,
5791,56,N7RON,Open,On-Air,,,,41.7911,-107.239,Carbon,WY,Rawlins,146.1,146.7,,,,,,,162.2,,,,,7045,,,,,,,,,,,
15551,56,N7RON,Open,Other,,,,41.79109955,-107.23899841,Carbon,WY,Rawlins,444.8,449.8,,,,,,,146.2,,,,,,,,,,,,,,,,
13858,56,WY7EOC,Closed,On-Air,,,,41.79109955,-107.23899841,Carbon,WY,Rawlins,440.05,445.05,,,,11,315609,,,,,,,,,,,,,,,,,,
13041,49,W7BYU,Open,On-Air,,,,40.2222,-110.104,Duchesne,UT,"Myton, Flat Top",144.89,145.49,,,,,,,136.5,,,,,,,,,,,,,,,,
15319,49,WX7Y,Open,On-Air,,,,39.6447,-110.348,Carbon,UT,"Sunny Side, Bruin Peak",144.575,145.175,,,,,,,,,,,,,,,,,,,,,,,
12433,56,K7PLA,Open,On-Air,,,,42.736,-106.309,Natrona,WY,"Casper, Casper Mountain",144.86,145.46,,,,,,,110.9,110.9,,,,,,,,,,,,,,,
6,56,W7VNJ,Open,On-Air,,,,42.75249863,-106.31400299,Natrona,WY,"Casper, Casper Mountain",146.34,146.94,,,,,,,123,123,,,,,,,,,,,,,,,
15311,20,WA0OQA,Open,On-Air,,,,38.1028,-100.464,Finney,KS,Garden City,51.17,52.87,,,,,,,141.3,141.3,,,,,,,,,,,,,,,
4075,20,K0HAM,Open,On-Air,,,,38.631,-99.99,Ness,KS,"Ransom, K-Link",448.575,443.575,,,,,,,162.2,162.2,,,,,,,,,,,,,,,
4110,20,K0ECT,Open,On-Air,,,,37.403,-101.333,Grant,KS,"Ulysses, Wagon Bed Springs",449.525,444.525,,,,,,,141.3,141.3,,,,,,,,,,,,,,,
4098,20,K0ECT,Open,On-Air,,,,37.6344986,-100.46399689,Gray,KS,Montezuma,449.25,444.25,,,,,,,141.3,141.3,,,,,,,,,,,,,,,
3979,20,K0ECT,Open,On-Air,,,,37.5814,-101.355,Grant,KS,Ulysses,147.66,147.06,,,,,,,,,,,,,,,,,,,,,,,
4107,20,K0ECT,Open,On-Air,,,,38.0533,-99.8996,Hodgeman,KS,Jetmore,449.5,444.5,,,,,,,141.3,141.3,,,,,,,,,,,,,,,
18554,20,W0QS,Open,On-Air,,,,37.1753006,-101.34960175,Graham,KS,Hugoton,146.01,146.61,,,,,,,123,123,,,,,,,,,,,,,,,
3993,20,KE0KIY,Open,On-Air,,,,38.84109879,-99.38279724,Ellis,KS,Hays,147.78,147.18,,,,,,,100,100,,,,,,,,,,,,,,,
4076,20,KE0KIY,Open,On-Air,,,,38.9425,-99.3557,Ellis,KS,Hays,448.6,443.6,,,,,,,100,,,,,,,,,,,Open ↑,Open ↓,,,,
11673,20,AA0HJ,Open,On-Air,,,,39.908,-99.397,Phillips,KS,Phillipsburg,448.275,443.275,,,,,,,100,,,,,,,,,,,,,,,,
8551,20,K0USY,Open,On-Air,,,,38.9034,-99.3436,Ellis,KS,"Hays, KS-DMR",449.75,444.75,,,,1,312003,,,,,,,,,,,,,,,,,,
17688,20,KY0J,Open,On-Air,,,,37.7524,-100.077,Ford,KS,Dodge City,448.35,443.35,,,,,,,123,123,,,6891,,,,27140,,,,,,,,
6210,20,KD0ARW,Open,On-Air,,,,39.7560997,-99.3239975,Phillips,KS,Phillipsburg,447.725,442.725,,,,,,,,,,,,3682,,,,,,,,,,,
13687,20,N0KOM,Open,Off-Air,,,,39.448,-99.2746,Rooks,KS,"Stockton, K-Link",146.19,146.79,,,,,,,162.2,,,,,,,,45746,,,,,,,,
3986,20,AA0HJ,Open,On-Air,,,,39.75830078,-99.31970215,Phillips,KS,Phillipsburg,147.72,147.12,,,,,,,,,,,,,,,,,,,,,,,
3975,20,N7JYS,Open,On-Air,,,,38.9344,-99.3155,Ellis,KS,Hays,147.645,147.045,,,,7,312024,,131.8,131.8,,,,3917,,,,,,Open ↑,Open ↓,,293,,
13278,20,N7JYS,Open,On-Air,,,,38.9343,-99.3155,Ellis,KS,Hays,222.68,224.28,,,,,,,131.8,131.8,,,,,,,2351,,,,,,,,
4042,20,N7JYS,Open,On-Air,,,,38.934,-99.315,Ellis,KS,"Hays, K-Link",447.45,442.45,,,,,,,162.2,162.2,,,,,,,42940,,,,,,,,
4123,20,N0ECQ,Open,On-Air,,,,38.8792,-99.3268,Ellis,KS,Hays,449.825,444.825,,,,,,,114.8,114.8,,,,,,,,,,,,,,,
11669,20,K0HAM,Open,On-Air,,,,37.766,-100.035,Ford,KS,"Dodge City, K-Link",448.675,443.675,,,,,,,162.2,162.2,,,,,,,46012,,,,,,,,
3974,20,K0ECT,Open,On-Air,,,,37.7528,-100.017,Ford,KS,Dodge City,147.63,147.03,,,,,,,123,,,,,,,,,,,,,,,,
4041,20,K0ECT,Open,On-Air,,,,37.75279999,-100.01699829,Ford,KS,Dodge City,447.375,442.375,,,,,,,123,,,,,,,,,,,,,,,,
17220,20,K0USY,Open,On-Air,,,,38.8982,-99.272,Ellis,KS,"Hays, KS-DMR",449.9875,444.9875,,,,1,312034,,,,,,,,,,,,,,,,,,
3996,20,WK0DX,Open,On-Air,,,,37.29330063,-100.63999939,Meade,KS,Plains,147.78,147.18,,,,,,,,,,,,,,,,,,,,,,,
11458,20,WK0DX,Open,On-Air,,,,37.2603,-100.593,Meade,KS,Plains,448.5,443.5,,,,,,,141.3,,,,,,,,,,,,,,,,
3949,20,W0KKS,Open,On-Air,,,,37.0597,-100.93,Seward,KS,Liberal,146.205,146.805,,,,,,,103.5,103.5,,,,,,,,,,,,,,,
4064,20,K0ECT,Open,On-Air,,,,37.059,-100.93,Seward,KS,Liberal,448.1,443.1,,,,,,,141.3,,,,,,,,,,,,,,,,
4114,20,K0ECT,Open,On-Air,,,,37.5312,-100.017,Ford,KS,Dodge City,449.55,444.55,,,,,,,141.3,,,,,,,,,,,,,,,,
3790,40,,Open,On-Air,,,,36.7294,-102.513,Cimarron,OK,Boise City,147.95,147.35,,,,,,,88.5,88.5,,,,,,,,,,,,,,,
8731,20,N7JYS,Open,On-Air,,,,38.875,-98.867,Russell,KS,Russell,447.475,442.475,,,,7,312023,,131.8,131.8,,,,,,,,,,Open ↑,Open ↓,,293,,
4057,20,KC0HFA,Open,On-Air,,,,38.8953,-98.8598,Russell,KS,Russell,447.85,442.85,,,,,,,141.3,141.3,,,,,,,,,,,,,,,
16627,20,KB0SJR,Open,On-Air,,,,38.8827,-98.8595,Russell,KS,Russell,447,442,,,,1,312025,,,,,,,,,,,,,,,,,,
4419,40,N5DFQ,Open,On-Air,,,,36.6758,-101.547,Texas,OK,Guymon,449.975,444.975,,,,,,,88.5,,,,,,,,,,,,,,,,
4418,40,N5DFQ,Open,On-Air,,,,36.68280029,-101.48200226,Texas,OK,Guymon,147.75,147.15,,,,,,,88.5,,,,,,,,,,,,,,,,
4101,20,KE0PTS,Open,On-Air,,,,38.3052,-99.0244,Barton,KS,Pawnee Rock,146.235,146.835,,,,,,,100,100,,,,,,,,,,Open ↑,Open ↓,,,,
3891,20,AB0UO,Open,On-Air,,,,38.951,-98.761,Russell,KS,Russell,147.885,147.285,,,,,,,162.2,162.2,,,,,,,,,,,,,,,
3890,20,AB0UO,Open,On-Air,,,,38.95100021,-98.76100159,Russell,KS,"Russell, K-Link",449.95,444.95,,,,,,,162.2,162.2,,,,,,,,,,,,,,,
4411,40,N5AKN,Open,Other,,,,36.907,-100.539,Beaver,OK,Forgan,147.99,147.39,,,,,,,,,,,,,,,,,,,,,,,
16225,20,KE0PTS,Open,On-Air,,,,38.2653,-98.9809,Barton,KS,Pawnee Rock,449.325,444.325,,,,1,312032,,,,,,,,,,,,,Open ↑,Open ↓,,,,
4014,20,NZ0M,Open,On-Air,,,,39.4679985,-98.69300079,Osborne,KS,"Osborne, K-Link",147.975,147.375,,,,,,,162.2,,,,,,,,,,,,,,,,
90,31,KA0RCZ,Open,On-Air,,,,40.6993,-99.0817,Buffalo,NE,Kearney,449.85,444.85,,,,,,,74.4,74.4,,,,,,,,,,,,,,,
14688,31,KD0PBW,Open,On-Air,,,,40.6993,-99.0817,Buffalo,NE,"Kearney, County Courthouse",147.63,147.03,,,,,,,,,,,,,,,,,,,,KD0PBW (C) Repeater,,,
14669,31,KC0WZL,Open,On-Air,,,,40.7216,-99.0932,Buffalo,NE,"Kearney, Kearney Water Tower",146.4,147,,,,,,,123,,,,,,,,,,,,,,,,
3925,20,N0LL,Open,On-Air,,,,39.799,-98.673,Smith,KS,Smith Center,146.01,146.61,,,,,,,,,,,,,,,,,,,,,,,
16226,20,KE0PTS,Open,On-Air,,,,38.51810074,-98.77809906,Barton,KS,"Hoisington, Beaver",449.925,444.925,,,,,,,100,100,,,771574,,,,46495,,,Open ↑,Open ↓,,,,
16444,20,N7JYS,Open,On-Air,,,,38.6056,-98.6975,Barton,KS,Hoisington,222.4,224,,,,,,,131.8,,,,,,,,45989,,,,,,,,
4284,20,K0HAM,Open,On-Air,,,,38.606,-98.697,Barton,KS,"Hoisington, K-Link",147.735,147.135,,,,,,,88.5,88.5,,,,,,,,,,,,,,,
16212,20,KE0PTS,Open,On-Air,,,,38.36259842,-98.76409912,Barton,KS,Great Bend,449.1,444.1,,,,,,,100,100,,,,,,,,,40777,Open ↑,Open ↓,,,,
383,48,K5IS,Open,Other,,,,36.4,-100.803,Ochiltree,TX,Perryton,146.04,146.64,,,,,,,88.5,,,,,,,,,,,,,,,,
11484,48,KC5WBK,Open,On-Air,,,,36.19839859,-101.19200134,Hansford,TX,Spearman,448.2,443.2,,,,,,,88.5,,,,,,,,,,,,,,,,
596,48,N5DFQ,Open,Other,,,,36.19839859,-101.19200134,Hansford,TX,Spearman,147.64,147.04,,,,,,,88.5,,,,,,,,,,,,,,,,
994,48,N5DFQ,Open,Other,,,,36.1984,-101.192,Hansford,TX,Spearman,447,442,,,,,,,88.5,,,,,,,,,,,,,,,,
6211,20,KB0VFV,Open,On-Air,,,,37.61399841,-99.10299683,Kiowa,KS,Haviland,449.125,444.125,,,,,,,156.7,156.7,,,,,,,,,,,,,,,
