ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,Digital.DMR,Digital.P25,Digital.NXDN,Digital.DStar.Node,Digital.YSF.GroupID.Input,Digital.YSF.GroupID.Output
13123,56,KE7UUJ,Open,On-Air,,,,41.58750153,-109.20300293,Sweetwater,WY,"Rock Springs, Aspen Mountain",146.055,146.655,,,,KE7UUJ (C) Repeater,Open ↑,Open ↓
