ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,Digital.DMR,Digital.P25,Digital.DStar,VOIP.AllStar,VOIP.EchoLink,VOIP.IRLP,VOIP.Wires.ID,Digital.YSF.GroupID.Input,Digital.YSF.GroupID.Output
75,56,N7RRB,Open,On-Air,,,42.75249863,-106.31400299,Natrona,WY,"Casper, Casper Mountain",444.9,449.9,,,,,,,11941,Open ↑,Open ↓
