ID,StateID,Callsign,Use,Status,DigitalTone,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,Digital.P25,Digital.DStar,Digital.NXDN,Digital.YSF,Digital.DMR.ColorCode,Digital.DMR.ID
13028,56,KF7OBL,Open,Off-Air,,,41.58750153,-109.20300293,Sweetwater,WY,Rock Springs,443.875,448.875,123,,,,,,1,315602
