ID,StateID,Callsign,Use,Status,SquelchTone,Digital,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,DigitalTone.Input,DigitalTone.Output
464,4,WB6TNP,Open,On-Air,,,,35.18939972,-114.05200195,Mohave,AZ,Kingman,902.475,927.475,532,
