ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,Digital,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,VOIP.AllStar,VOIP.Wires,VOIP.EchoLink.NodeID,VOIP.IRLP.NodeID
17636,4,KE7ZIW,Open,On-Air,,,,34.52130127,-114.33999634,Mohave,AZ,Lake Havasu City,147.5,147.5,,,100260,3970
