ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,Digital,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output
14677,4,KD7HVE,Open,On-Air,,,,,35.18939972,-114.0530014,Mohave,AZ,Kingman,444.95,449.95
