ID,StateID,Callsign,Use,Status,DigitalTone,Digital,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,VOIP.IRLP,VOIP.Wires,VOIP.AllStar.NodeID,VOIP.EchoLink.NodeID
83,4,W7YRC,Open,On-Air,,,34.54000092,-112.46800232,Yavapai,AZ,Prescott,146.28,146.88,100,,,,502372,558204
