ID,StateID,Callsign,Use,Status,DigitalTone,Digital,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,VOIP.IRLP,VOIP.Wires,VOIP.AllStar.NodeID,VOIP.EchoLink.NodeID
5215,4,WB7BYV,Open,On-Air,,,34.64889908,-112.42700195,Yavapai,AZ,"Prescott, Airport",927.5875,927.5875,131.8,,,,29976,204752
