ID,StateID,Callsign,Use,Status,DigitalTone,Digital,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,VOIP.AllStar,VOIP.IRLP,VOIP.Wires,VOIP.EchoLink.NodeID
44,4,K3MK,Open,On-Air,,,35.14780045,-114.56700134,Mohave,AZ,Bullhead City,146.04,146.64,123,,,,,146640
