ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,Digital,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output
77,4,N7RDZ,Open,Off-Air,,,,,35.02420044,-110.6969986,Navajo,AZ,Winslow,146.24,146.84
